"year","county","crop_name","harv_ac"
2016,"Iroquois","Soybeans",290500
2015,"Iroquois","Soybeans",273500
2021,"Jackson","Soybeans",86900
2020,"Jackson","Soybeans",86000
2019,"Jackson","Soybeans",68900
2018,"Jackson","Soybeans",92600
2017,"Jackson","Soybeans",96700
2020,"Jasper","Soybeans",118400
2019,"Jasper","Soybeans",117300
2018,"Jasper","Soybeans",123600
2017,"Jasper","Soybeans",117000
2016,"Jasper","Soybeans",125500
2015,"Jasper","Soybeans",112700
2021,"Jefferson","Soybeans",102100
2020,"Jefferson","Soybeans",100500
2019,"Jefferson","Soybeans",100500
2018,"Jefferson","Soybeans",107300
2017,"Jefferson","Soybeans",1e+05
2016,"Jefferson","Soybeans",101000
2015,"Jefferson","Soybeans",82200
2020,"Jersey","Soybeans",56100
2019,"Jersey","Soybeans",51000
2017,"Jersey","Soybeans",55200
2016,"Jersey","Soybeans",51300
2015,"Jersey","Soybeans",50100
2021,"Jo Daviess","Soybeans",44500
2020,"Jo Daviess","Soybeans",37000
2019,"Jo Daviess","Soybeans",39500
2017,"Jo Daviess","Soybeans",46800
2016,"Jo Daviess","Soybeans",42600
2015,"Jo Daviess","Soybeans",43400
2021,"Johnson","Soybeans",23100
2020,"Johnson","Soybeans",21800
2017,"Johnson","Soybeans",22400
2015,"Johnson","Soybeans",18400
2021,"Kane","Soybeans",58700
2020,"Kane","Soybeans",53900
2019,"Kane","Soybeans",49700
2018,"Kane","Soybeans",57400
2017,"Kane","Soybeans",59000
2016,"Kane","Soybeans",57200
2015,"Kane","Soybeans",53300
2021,"Kankakee","Soybeans",137300
2020,"Kankakee","Soybeans",134900
2019,"Kankakee","Soybeans",120400
2018,"Kankakee","Soybeans",137000
2017,"Kankakee","Soybeans",139500
2016,"Kankakee","Soybeans",138500
2015,"Kankakee","Soybeans",128900
2021,"Kendall","Soybeans",62000
2020,"Kendall","Soybeans",60000
2019,"Kendall","Soybeans",50800
2018,"Kendall","Soybeans",59400
2017,"Kendall","Soybeans",64200
2021,"Knox","Soybeans",127900
2020,"Knox","Soybeans",129900
2019,"Knox","Soybeans",127500
2018,"Knox","Soybeans",124800
2017,"Knox","Soybeans",130200
2016,"Knox","Soybeans",126800
2015,"Knox","Soybeans",124900
2020,"LaSalle","Soybeans",252500
2019,"LaSalle","Soybeans",240500
2018,"LaSalle","Soybeans",251000
2017,"LaSalle","Soybeans",252000
2016,"LaSalle","Soybeans",245000
2015,"LaSalle","Soybeans",241000
2021,"Lake","Soybeans",10400
2020,"Lake","Soybeans",7580
2019,"Lake","Soybeans",7300
2018,"Lake","Soybeans",8700
2016,"Lake","Soybeans",8800
2015,"Lake","Soybeans",8400
2021,"Lawrence","Soybeans",82100
2020,"Lawrence","Soybeans",85100
2019,"Lawrence","Soybeans",79300
2018,"Lawrence","Soybeans",88800
2017,"Lawrence","Soybeans",83600
2015,"Lawrence","Soybeans",80700
2021,"Lee","Soybeans",140300
2020,"Lee","Soybeans",122500
2019,"Lee","Soybeans",122500
2018,"Lee","Soybeans",132200
2017,"Lee","Soybeans",127000
2016,"Lee","Soybeans",112800
2015,"Lee","Soybeans",113300
2021,"Livingston","Soybeans",284000
2020,"Livingston","Soybeans",282000
2019,"Livingston","Soybeans",283500
2018,"Livingston","Soybeans",276500
2017,"Livingston","Soybeans",286000
2016,"Livingston","Soybeans",275500
2015,"Livingston","Soybeans",278500
2020,"Logan","Soybeans",144400
2018,"Logan","Soybeans",152200
2017,"Logan","Soybeans",155800
2016,"Logan","Soybeans",137500
2015,"Logan","Soybeans",140500
2021,"Macon","Soybeans",144200
2020,"Macon","Soybeans",130900
2019,"Macon","Soybeans",133500
2018,"Macon","Soybeans",129700
2017,"Macon","Soybeans",137300
2016,"Macon","Soybeans",123900
2015,"Macon","Soybeans",127000
2021,"Macoupin","Soybeans",170200
2020,"Macoupin","Soybeans",170300
2019,"Macoupin","Soybeans",164600
2018,"Macoupin","Soybeans",171500
2017,"Macoupin","Soybeans",162000
2016,"Macoupin","Soybeans",157400
2015,"Macoupin","Soybeans",149300
2021,"Madison","Soybeans",114700
2020,"Madison","Soybeans",113400
2019,"Madison","Soybeans",118500
2018,"Madison","Soybeans",118800
2017,"Madison","Soybeans",119500
2016,"Madison","Soybeans",117000
2015,"Madison","Soybeans",115300
2021,"Marion","Soybeans",100600
2020,"Marion","Soybeans",101600
2019,"Marion","Soybeans",96200
2018,"Marion","Soybeans",117000
2017,"Marion","Soybeans",104000
2016,"Marion","Soybeans",105700
2015,"Marion","Soybeans",81600
2020,"Marshall","Soybeans",82900
2019,"Marshall","Soybeans",77200
2018,"Marshall","Soybeans",80900
2017,"Marshall","Soybeans",80600
2016,"Marshall","Soybeans",76500
2015,"Marshall","Soybeans",79600
2021,"Mason","Soybeans",93700
2020,"Mason","Soybeans",87600
2019,"Mason","Soybeans",84900
2017,"Mason","Soybeans",95500
2016,"Mason","Soybeans",80200
2015,"Mason","Soybeans",74900
2021,"Massac","Soybeans",35300
2020,"Massac","Soybeans",35500
2019,"Massac","Soybeans",30000
2016,"Massac","Soybeans",35900
2015,"Massac","Soybeans",34800
2020,"McDonough","Soybeans",120500
2019,"McDonough","Soybeans",121500
2018,"McDonough","Soybeans",119900
2017,"McDonough","Soybeans",121200
2016,"McDonough","Soybeans",115700
2015,"McDonough","Soybeans",109800
2020,"McHenry","Soybeans",62100
2018,"McHenry","Soybeans",62200
2017,"McHenry","Soybeans",64700
2016,"McHenry","Soybeans",57600
2015,"McHenry","Soybeans",59900
2021,"McLean","Soybeans",303500
2020,"McLean","Soybeans",306500
2019,"McLean","Soybeans",297000
2018,"McLean","Soybeans",304000
2017,"McLean","Soybeans",310000
2016,"McLean","Soybeans",297000
2015,"McLean","Soybeans",299500
2021,"Menard","Soybeans",65800
2020,"Menard","Soybeans",63800
2019,"Menard","Soybeans",59000
2018,"Menard","Soybeans",69100
2017,"Menard","Soybeans",66300
2016,"Menard","Soybeans",61500
2015,"Menard","Soybeans",61300
2020,"Mercer","Soybeans",100600
2019,"Mercer","Soybeans",98700
2018,"Mercer","Soybeans",102100
2017,"Mercer","Soybeans",107500
2016,"Mercer","Soybeans",103200
2015,"Mercer","Soybeans",109900
2021,"Monroe","Soybeans",81600
2020,"Monroe","Soybeans",75800
2019,"Monroe","Soybeans",66400
2018,"Monroe","Soybeans",81700
2017,"Monroe","Soybeans",84400
2016,"Monroe","Soybeans",78800
2015,"Monroe","Soybeans",72800
2020,"Montgomery","Soybeans",153300
2019,"Montgomery","Soybeans",158300
2018,"Montgomery","Soybeans",156800
2017,"Montgomery","Soybeans",155900
2016,"Montgomery","Soybeans",146700
2015,"Montgomery","Soybeans",147400
2020,"Morgan","Soybeans",118500
2019,"Morgan","Soybeans",119800
2018,"Morgan","Soybeans",122500
2017,"Morgan","Soybeans",124000
2016,"Morgan","Soybeans",107500
2015,"Morgan","Soybeans",108300
2021,"Moultrie","Soybeans",84600
2020,"Moultrie","Soybeans",81100
2019,"Moultrie","Soybeans",81200
2018,"Moultrie","Soybeans",81000
2017,"Moultrie","Soybeans",81100
2016,"Moultrie","Soybeans",78400
2015,"Moultrie","Soybeans",78800
2021,"Ogle","Soybeans",114000
2020,"Ogle","Soybeans",106700
2019,"Ogle","Soybeans",98600
2018,"Ogle","Soybeans",112700
2017,"Ogle","Soybeans",109500
2016,"Ogle","Soybeans",103000
2015,"Ogle","Soybeans",97400
2021,"Peoria","Soybeans",85900
2020,"Peoria","Soybeans",83300
2019,"Peoria","Soybeans",82500
2018,"Peoria","Soybeans",85600
2017,"Peoria","Soybeans",86800
2016,"Peoria","Soybeans",84300
2015,"Peoria","Soybeans",86400
2021,"Perry","Soybeans",90900
2020,"Perry","Soybeans",90700
2019,"Perry","Soybeans",95000
2018,"Perry","Soybeans",94400
2017,"Perry","Soybeans",93700
2016,"Perry","Soybeans",91400
2015,"Perry","Soybeans",76000
2021,"Piatt","Soybeans",118500
2020,"Piatt","Soybeans",121400
2018,"Piatt","Soybeans",124600
2017,"Piatt","Soybeans",131500
2016,"Piatt","Soybeans",124000
2015,"Piatt","Soybeans",120300
2020,"Pike","Soybeans",123900
2018,"Pike","Soybeans",126300
2017,"Pike","Soybeans",130500
2016,"Pike","Soybeans",107500
2015,"Pike","Soybeans",100900
2020,"Pope","Soybeans",15900
2017,"Pope","Soybeans",15300
2016,"Pope","Soybeans",14400
2015,"Pope","Soybeans",14100
2021,"Pulaski","Soybeans",42600
2020,"Pulaski","Soybeans",43600
2019,"Pulaski","Soybeans",37500
2018,"Pulaski","Soybeans",45700
2017,"Pulaski","Soybeans",44000
2016,"Pulaski","Soybeans",39400
2015,"Pulaski","Soybeans",36800
2021,"Putnam","Soybeans",25500
2020,"Putnam","Soybeans",25000
2017,"Putnam","Soybeans",26800
2016,"Putnam","Soybeans",24100
2015,"Putnam","Soybeans",24400
2021,"Randolph","Soybeans",112500
2020,"Randolph","Soybeans",112000
2019,"Randolph","Soybeans",96000
2018,"Randolph","Soybeans",113900
2017,"Randolph","Soybeans",114300
2016,"Randolph","Soybeans",108300
2015,"Randolph","Soybeans",102400
2020,"Richland","Soybeans",82200
2018,"Richland","Soybeans",87100
2017,"Richland","Soybeans",91000
2016,"Richland","Soybeans",94000
2015,"Richland","Soybeans",83200
2021,"Rock Island","Soybeans",50200
2020,"Rock Island","Soybeans",47800
2018,"Rock Island","Soybeans",49500
2017,"Rock Island","Soybeans",45200
2016,"Rock Island","Soybeans",46500
2015,"Rock Island","Soybeans",45600
2021,"Saline","Soybeans",56800
2020,"Saline","Soybeans",58600
2018,"Saline","Soybeans",65100
2017,"Saline","Soybeans",56900
2016,"Saline","Soybeans",56200
2021,"Sangamon","Soybeans",181700
2020,"Sangamon","Soybeans",161800
2019,"Sangamon","Soybeans",164400
2018,"Sangamon","Soybeans",187100
2017,"Sangamon","Soybeans",167700
2016,"Sangamon","Soybeans",143000
2015,"Sangamon","Soybeans",151200
2021,"Schuyler","Soybeans",60700
2020,"Schuyler","Soybeans",59400
2018,"Schuyler","Soybeans",57500
2017,"Schuyler","Soybeans",63200
2016,"Schuyler","Soybeans",56500
2015,"Schuyler","Soybeans",53900
2021,"Scott","Soybeans",52400
2020,"Scott","Soybeans",48000
2017,"Scott","Soybeans",48200
2016,"Scott","Soybeans",41100
2015,"Scott","Soybeans",43600
2021,"Shelby","Soybeans",178900
2020,"Shelby","Soybeans",169700
2019,"Shelby","Soybeans",175000
2018,"Shelby","Soybeans",173800
2017,"Shelby","Soybeans",176800
2016,"Shelby","Soybeans",165900
2015,"Shelby","Soybeans",166800
2021,"St. Clair","Soybeans",111000
2020,"St. Clair","Soybeans",107000
2019,"St. Clair","Soybeans",111800
2018,"St. Clair","Soybeans",110100
2017,"St. Clair","Soybeans",112800
2016,"St. Clair","Soybeans",103800
2015,"St. Clair","Soybeans",103500
2021,"Stark","Soybeans",66900
2020,"Stark","Soybeans",66100
2019,"Stark","Soybeans",58700
2017,"Stark","Soybeans",71100
2016,"Stark","Soybeans",65200
2015,"Stark","Soybeans",70300
2021,"Stephenson","Soybeans",78100
2020,"Stephenson","Soybeans",79200
2019,"Stephenson","Soybeans",69900
2018,"Stephenson","Soybeans",79100
2017,"Stephenson","Soybeans",88900
2016,"Stephenson","Soybeans",83900
2015,"Stephenson","Soybeans",79700
2021,"Tazewell","Soybeans",120400
2020,"Tazewell","Soybeans",122900
2019,"Tazewell","Soybeans",118500
2018,"Tazewell","Soybeans",126700
2017,"Tazewell","Soybeans",119300
2016,"Tazewell","Soybeans",117000
2015,"Tazewell","Soybeans",111700
2021,"Union","Soybeans",34200
2020,"Union","Soybeans",30900
2019,"Union","Soybeans",21800
2017,"Union","Soybeans",35200
2016,"Union","Soybeans",32100
2021,"Vermilion","Soybeans",212000
2020,"Vermilion","Soybeans",209000
2018,"Vermilion","Soybeans",210500
2017,"Vermilion","Soybeans",214500
2016,"Vermilion","Soybeans",208000
2015,"Vermilion","Soybeans",214000
2021,"Wabash","Soybeans",53900
2020,"Wabash","Soybeans",51200
2017,"Wabash","Soybeans",49600
2016,"Wabash","Soybeans",48900
2015,"Wabash","Soybeans",44500
2020,"Warren","Soybeans",118000
2019,"Warren","Soybeans",109500
2018,"Warren","Soybeans",119100
2017,"Warren","Soybeans",120100
2016,"Warren","Soybeans",111700
2015,"Warren","Soybeans",118500
2021,"Washington","Soybeans",150200
2020,"Washington","Soybeans",151300
2019,"Washington","Soybeans",158000
2018,"Washington","Soybeans",155100
2017,"Washington","Soybeans",148300
2016,"Washington","Soybeans",148000
2015,"Washington","Soybeans",128700
2020,"Wayne","Soybeans",154600
2019,"Wayne","Soybeans",155400
2018,"Wayne","Soybeans",161500
2017,"Wayne","Soybeans",153900
2016,"Wayne","Soybeans",164000
2015,"Wayne","Soybeans",142100
2021,"White","Soybeans",121700
2020,"White","Soybeans",122900
2019,"White","Soybeans",101500
2018,"White","Soybeans",128300
2017,"White","Soybeans",127900
2016,"White","Soybeans",119800
2015,"White","Soybeans",117400
2021,"Whiteside","Soybeans",94800
2018,"Whiteside","Soybeans",91200
2017,"Whiteside","Soybeans",96300
2016,"Whiteside","Soybeans",84100
2015,"Whiteside","Soybeans",88900
2021,"Will","Soybeans",105700
2020,"Will","Soybeans",103500
2019,"Will","Soybeans",92700
2018,"Will","Soybeans",106200
2017,"Will","Soybeans",112100
2016,"Will","Soybeans",104300
2015,"Will","Soybeans",99000
2020,"Williamson","Soybeans",34200
2018,"Williamson","Soybeans",36100
2017,"Williamson","Soybeans",33800
2016,"Williamson","Soybeans",34700
2015,"Williamson","Soybeans",27800
2021,"Winnebago","Soybeans",54300
2020,"Winnebago","Soybeans",49100
2019,"Winnebago","Soybeans",47700
2018,"Winnebago","Soybeans",53200
2017,"Winnebago","Soybeans",54200
2016,"Winnebago","Soybeans",45600
2015,"Winnebago","Soybeans",46800
2021,"Woodford","Soybeans",120000
2020,"Woodford","Soybeans",116500
2019,"Woodford","Soybeans",116500
2018,"Woodford","Soybeans",117000
2017,"Woodford","Soybeans",122400
2016,"Woodford","Soybeans",115000
2015,"Woodford","Soybeans",118500
