Year,Crop,FIPS,County,Total transects,Avg. soil loss (ton/ac),Avg. soil loss if all fields conventionally tilled (ton/ac),No till no.  transects,No-till % acres,No-till avg. soil loss (ton/ac),Mulch till no.  transects,Mulch till % acres,Mulch till avg. soil loss (ton/ac),Reduced till no.  transects,Reduced till % acres,Reduced till avg. soil loss (ton/ac),Conventional till no.  transects,Conventional till % acres,Conventional till avg. soil loss (ton/ac)
2017,corn,105,Livingston,226,3.56,4.03,10,4.40,0.95,10,4.40,0.76,31,13.70,2.08,175,77.40,4.13
2017,corn,107,Logan,289,2.14,4.69,80,27.70,0.93,53,18.30,1.09,125,43.30,2.68,31,10.70,4.91
2017,corn,109,McDonough,257,6.02,7.62,13,5.10,2.01,24,9.30,3.52,94,36.60,4.58,126,49.00,7.99
2017,corn,111,McHenry,198,5.58,7.42,30,15.20,1.86,27,13.60,3.72,31,15.70,3.83,110,55.60,7.54
2017,corn,113,McLean,255,6.79,8.05,9,3.50,2.23,39,15.30,3.48,73,28.60,5.97,134,52.50,8.51
2017,corn,115,Macon,288,3.45,4.49,20,6.90,1.00,32,11.10,1.04,82,28.50,2.57,154,53.50,4.73
2017,corn,117,Macoupin,231,3.78,4.39,3,1.30,0.88,17,7.40,0.91,51,22.10,2.45,160,69.30,4.56
2017,corn,119,Madison,178,5.27,6.04,1,0.60,3.58,4,2.20,2.03,35,19.70,5.02,138,77.50,5.44
2017,corn,121,Marion,158,4.65,4.96,2,1.30,0.96,5,3.20,1.30,11,7.00,1.87,140,88.60,5.04
2017,corn,123,Marshall,322,2.39,5.17,49,15.20,1.24,112,34.80,1.24,149,46.30,3.62,12,3.70,2.59
2017,corn,125,Mason,317,2.83,5.01,48,15.10,0.77,33,10.40,1.03,207,65.30,3.41,29,9.10,4.18
2017,corn,127,Massac,110,4.69,9.67,58,52.70,2.13,2,1.80,9.10,5,4.50,4.23,45,40.90,7.83
2017,corn,129,Menard,232,3.37,7.87,74,31.90,1.22,49,21.10,1.41,65,28.00,5.11,44,19.00,6.59
2017,corn,131,Mercer,246,3.33,6.97,88,35.80,2.76,31,12.60,1.83,124,50.40,4.00,3,1.20,7.85
2017,corn,133,Monroe,121,7.62,11.07,17,14.00,5.69,19,15.70,2.25,24,19.80,4.50,61,50.40,11.05
2017,corn,135,Montgomery,208,3.90,4.28,3,1.40,0.43,5,2.40,1.29,35,16.80,2.63,165,79.30,4.31
2017,corn,137,Morgan,168,3.50,9.48,63,37.50,3.45,21,12.50,1.86,68,40.50,4.38,16,9.50,2.10
2017,corn,139,Moultrie,245,2.80,2.81,1,0.40,0.15,0,0.00,NA,0,0.00,NA,244,99.60,2.81
2017,corn,141,Ogle,356,3.46,5.21,26,7.30,0.90,75,21.10,2.22,146,41.00,3.04,109,30.60,5.48
2017,corn,143,Peoria,264,2.26,5.60,57,21.60,0.74,91,34.50,1.26,84,31.80,3.51,32,12.10,4.57
2017,corn,145,Perry,156,4.30,14.36,50,32.10,3.00,80,51.30,4.19,15,9.60,7.09,11,7.10,7.21
2017,corn,147,Piatt,310,3.79,4.02,0,0.00,NA,13,4.20,0.56,32,10.30,2.45,265,85.50,4.11
2017,corn,149,Pike,220,4.51,8.54,20,9.10,1.22,62,28.20,2.41,120,54.50,5.40,18,8.20,9.54
2017,corn,151,Pope,42,7.44,12.82,15,35.70,3.36,1,2.40,22.34,0,0.00,NA,26,61.90,9.23
2017,corn,153,Pulaski,50,17.03,19.86,11,22.00,12.69,0,0.00,NA,0,0.00,NA,39,78.00,18.25
2017,corn,155,Putnam,132,2.04,4.04,38,28.80,1.47,36,27.30,1.42,48,36.40,2.65,10,7.60,3.49
2017,corn,157,Randolph,133,6.72,11.13,8,6.00,3.50,10,7.50,3.42,73,54.90,5.81,42,31.60,9.69
2017,corn,159,Richland,230,6.11,7.29,33,14.30,1.47,15,6.50,1.80,1,0.40,10.33,181,78.70,7.29
2017,corn,161,Rock Island,219,6.36,9.79,52,23.70,5.35,40,18.30,3.85,69,31.50,6.01,58,26.50,9.41
2017,corn,163,St Clair,147,4.29,5.92,2,1.40,0.88,26,17.70,0.99,56,38.10,3.32,63,42.90,6.63
2017,corn,165,Saline,172,6.93,8.91,20,11.60,6.10,13,7.60,8.76,43,25.00,6.59,96,55.80,7.00
2017,corn,167,Sangamon,266,3.75,4.01,3,1.10,0.73,12,4.50,0.74,15,5.60,2.25,236,88.70,4.04
2017,corn,169,Schuyler,306,8.77,9.28,12,3.90,1.04,0,0.00,NA,10,3.30,4.84,284,92.80,9.23
2017,corn,171,Scott,205,3.47,7.81,55,26.80,2.75,8,3.90,2.41,121,59.00,3.91,21,10.20,3.21
2017,corn,173,Shelby,410,4.26,5.36,3,0.70,0.55,31,7.60,1.66,173,42.20,3.61,203,49.50,5.26
2017,corn,175,Stark,334,2.80,5.12,53,15.90,1.19,55,16.50,1.76,226,67.70,3.43,0,0.00,NA
2017,corn,177,Stephenson,368,3.71,6.29,91,24.70,2.11,81,22.00,2.15,71,19.30,3.55,125,34.00,5.97
2017,corn,179,Tazewell,242,2.27,5.28,44,18.20,1.47,58,24.00,1.26,139,57.40,2.95,1,0.40,2.10
2017,corn,181,Union,64,14.94,26.92,46,71.90,14.17,0,0.00,NA,1,1.60,16.69,17,26.60,16.93
2017,corn,183,Vermilion,231,3.83,3.99,1,0.40,0.13,4,1.70,0.78,13,5.60,2.38,213,92.20,4.00
2017,corn,185,Wabash,240,8.02,9.78,11,4.60,1.38,25,10.40,2.84,42,17.50,7.27,162,67.50,9.46
2017,corn,187,Warren,268,2.12,5.35,82,30.60,1.32,93,34.70,2.03,83,31.00,2.98,10,3.70,2.37
2017,corn,189,Washington,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2017,corn,191,Wayne,148,5.33,7.23,22,14.90,1.42,16,10.80,2.52,11,7.40,4.10,99,66.90,6.78
2017,corn,193,White,194,5.12,9.64,56,28.90,2.36,25,12.90,3.11,36,18.60,5.03,77,39.70,7.82
2017,corn,195,Whiteside,308,2.83,5.08,34,11.00,1.69,126,40.90,2.24,90,29.20,3.06,58,18.80,4.39
2017,corn,197,Will,167,1.23,2.65,9,5.40,0.45,128,76.60,1.14,29,17.40,1.78,1,0.60,3.02
2017,corn,199,Williamson,40,7.31,11.18,12,30.00,2.88,3,7.50,0.81,5,12.50,8.83,20,50.00,10.56
2017,corn,201,Winnebago,358,2.73,4.97,90,25.10,1.99,88,24.60,1.88,122,34.10,3.18,58,16.20,4.23
2017,corn,203,Woodford,185,2.59,3.90,36,19.50,0.56,24,13.00,0.54,42,22.70,2.21,83,44.90,4.26
2017,corn,,Total,22395,4.46,6.90,2897,14.91,1.70,3368,14.12,1.96,5680,23.45,3.82,10450,47.51,5.90
2017,soybean,1,Adams,292,1.81,5.28,107,36.60,0.64,110,37.70,1.33,56,19.20,3.21,19,6.50,7.13
2017,soybean,3,Alexander,104,2.22,4.35,54,51.90,1.00,1,1.00,0.99,6,5.80,1.92,43,41.30,3.83
2017,soybean,5,Bond,159,1.38,3.86,32,20.10,0.54,108,67.90,1.43,18,11.30,2.32,1,0.60,6.94
2017,soybean,7,Boone,202,1.37,2.71,48,23.80,0.30,52,25.70,1.23,46,22.80,1.46,56,27.70,2.36
2017,soybean,9,Brown,205,2.37,5.13,66,32.20,0.56,61,29.80,1.04,34,16.60,2.70,44,21.50,6.65
2017,soybean,11,Bureau,178,0.87,2.64,70,39.30,0.50,75,42.10,0.63,29,16.30,1.90,4,2.20,4.34
2017,soybean,13,Calhoun,94,3.44,9.44,43,45.70,0.85,22,23.40,1.26,14,14.90,6.10,15,16.00,11.60
2017,soybean,15,Carroll,104,2.27,6.60,53,51.00,1.40,33,31.70,2.52,18,17.30,4.37,0,0.00,NA
2017,soybean,17,Cass,207,1.74,6.25,112,54.10,1.60,82,39.60,1.80,13,6.30,2.61,0,0.00,NA
2017,soybean,19,Champaign,288,0.72,1.91,63,21.90,0.12,118,41.00,0.46,68,23.60,0.89,39,13.50,2.17
2017,soybean,21,Christian,213,1.83,3.13,15,7.00,0.75,18,8.50,0.92,164,77.00,1.87,16,7.50,3.42
2017,soybean,23,Clark,245,1.52,2.25,19,7.80,0.26,29,11.80,1.16,99,40.40,1.09,98,40.00,2.30
2017,soybean,25,Clay,366,2.58,4.50,101,27.60,0.92,86,23.50,1.31,38,10.40,2.23,141,38.50,4.64
2017,soybean,27,Clinton,232,2.85,3.39,30,12.90,0.53,11,4.70,0.98,9,3.90,1.16,182,78.40,3.43
2017,soybean,29,Coles,279,2.68,4.05,24,8.60,0.38,60,21.50,1.06,98,35.10,2.53,97,34.80,4.41
2017,soybean,31,Cook,NA,NA,NA,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,#VALUE!,NA
2017,soybean,33,Crawford,247,2.66,4.38,44,17.80,0.40,51,20.60,1.09,59,23.90,2.78,93,37.70,4.52
2017,soybean,35,Cumberland,335,1.79,2.49,41,12.20,0.25,35,10.40,0.88,71,21.20,1.33,188,56.10,2.46
2017,soybean,37,DeKalb,168,1.52,3.25,37,22.00,0.63,43,25.60,1.39,66,39.30,1.57,22,13.10,3.13
2017,soybean,39,DeWitt,324,0.93,3.44,123,38.00,0.46,158,48.80,0.82,25,7.70,2.06,18,5.60,3.49
2017,soybean,41,Douglas,228,1.41,2.12,17,7.50,0.18,30,13.20,0.70,89,39.00,1.33,92,40.40,1.94
2017,soybean,45,Edgar,230,1.02,3.92,111,48.30,0.33,55,23.90,0.92,40,17.40,2.01,24,10.40,2.77
2017,soybean,47,Edwards,192,2.04,7.95,108,56.30,1.30,35,18.20,2.51,37,19.30,2.99,12,6.30,4.46
2017,soybean,49,Effingham,309,1.57,2.07,37,12.00,0.21,52,16.80,0.89,29,9.40,1.38,191,61.80,2.05
2017,soybean,51,Fayette,406,1.96,2.57,72,17.70,0.75,54,13.30,0.98,38,9.40,1.69,242,59.60,2.59
2017,soybean,53,Ford,300,0.80,2.08,103,34.30,0.17,86,28.70,0.51,68,22.70,1.05,43,14.30,2.50
2017,soybean,55,Franklin,258,4.64,8.77,58,22.50,2.38,80,31.00,2.37,64,24.80,4.66,56,21.70,10.21
2017,soybean,57,Fulton,259,1.27,4.72,138,53.30,0.65,67,25.90,1.50,52,20.10,2.46,2,0.80,5.30
2017,soybean,59,Gallatin,226,2.59,4.93,34,15.00,0.65,4,1.80,1.26,160,70.80,2.95,28,12.40,3.10
2017,soybean,61,Greene,289,1.82,3.71,145,50.20,0.59,15,5.20,1.56,24,8.30,1.79,105,36.30,3.56
2017,soybean,63,Grundy,232,0.79,1.82,101,43.50,0.18,51,22.00,0.64,53,22.80,1.13,27,11.60,2.71
2017,soybean,65,Hamilton,200,2.47,6.09,91,45.50,1.06,8,4.00,1.97,23,11.50,3.21,78,39.00,3.94
2017,soybean,67,Hancock,254,0.90,3.85,109,42.90,0.39,81,31.90,1.00,49,19.30,1.49,15,5.90,2.10
2017,soybean,69,Hardin,26,4.56,10.80,17,65.40,1.95,2,7.70,2.00,0,0.00,NA,7,26.90,11.65
2017,soybean,71,Henderson,202,1.93,6.21,87,43.10,1.06,53,26.20,2.00,34,16.80,2.40,28,13.90,3.96
2017,soybean,73,Henry,242,2.17,7.70,61,25.20,0.93,137,56.60,1.83,24,9.90,3.76,20,8.30,6.32
2017,soybean,75,Iroquois,212,0.61,1.67,56,26.40,0.12,81,38.20,0.52,50,23.60,0.67,25,11.80,1.93
2017,soybean,77,Jackson,140,2.80,8.58,79,56.40,1.42,16,11.40,2.07,32,22.90,3.39,13,9.30,10.61
2017,soybean,79,Jasper,291,1.46,2.92,60,20.60,0.41,67,23.00,1.13,81,27.80,1.42,83,28.50,2.52
2017,soybean,81,Jefferson,287,4.70,10.21,109,38.00,3.33,73,25.40,2.41,54,18.80,6.23,51,17.80,9.27
2017,soybean,83,Jersey,159,1.81,8.53,82,51.60,0.73,61,38.40,2.03,5,3.10,3.66,11,6.90,7.82
2017,soybean,85,JoDaviess,102,2.04,9.66,62,60.80,1.26,26,25.50,2.26,4,3.90,3.59,10,9.80,5.70
2017,soybean,87,Johnson,57,4.62,15.32,39,68.40,1.72,6,10.50,3.23,7,12.30,8.00,5,8.80,24.12
2017,soybean,89,Kane,112,1.06,2.19,27,24.10,0.33,29,25.90,0.70,35,31.30,1.19,21,18.80,2.27
2017,soybean,91,Kankakee,220,0.45,1.09,96,43.60,0.13,57,25.90,0.36,27,12.30,0.75,40,18.20,1.14
2017,soybean,93,Kendall,205,0.78,1.93,78,38.00,0.19,55,26.80,0.71,52,25.40,1.27,20,9.80,2.04
2017,soybean,95,Knox,201,1.01,4.40,144,71.60,0.77,49,24.40,1.51,8,4.00,2.37,0,0.00,NA
2017,soybean,97,Lake,NA,NA,NA,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,#VALUE!,NA,NA,#VALUE!,NA
2017,soybean,99,LaSalle,208,1.36,2.25,77,37.00,0.25,0,0.00,NA,27,13.00,1.36,104,50.00,2.19
2017,soybean,101,Lawrence,273,1.21,4.25,114,41.80,0.78,76,27.80,1.09,48,17.60,1.87,35,12.80,1.95
2017,soybean,103,Lee,172,1.10,2.42,21,12.20,0.36,113,65.70,0.89,5,2.90,1.41,33,19.20,2.24
2017,soybean,105,Livingston,213,0.86,2.52,77,36.20,0.23,75,35.20,0.71,42,19.70,1.36,19,8.90,2.93
2017,soybean,107,Logan,269,1.05,3.57,113,42.00,0.55,82,30.50,0.98,68,25.30,1.81,6,2.20,2.66
2017,soybean,109,McDonough,217,1.97,6.67,89,41.00,0.58,77,35.50,1.87,40,18.40,3.75,11,5.10,7.43
2017,soybean,111,McHenry,153,2.68,6.38,54,35.30,0.63,26,17.00,1.80,37,24.20,3.48,36,23.50,5.57
2017,soybean,113,McLean,228,1.48,5.72,86,37.70,0.50,112,49.10,1.30,18,7.90,3.97,12,5.30,6.37
2017,soybean,115,Macon,296,1.53,3.56,51,17.20,0.53,102,34.50,1.01,122,41.20,1.94,21,7.10,4.19
2017,soybean,117,Macoupin,210,1.23,2.84,33,15.70,0.33,82,39.00,0.99,54,25.70,1.44,41,19.50,2.15
2017,soybean,119,Madison,162,3.41,7.06,54,33.30,1.92,19,11.70,2.79,52,32.10,3.54,37,22.80,5.71
2017,soybean,121,Marion,255,1.51,2.77,46,18.00,0.20,63,24.70,0.83,51,20.00,1.42,95,37.30,2.66
2017,soybean,123,Marshall,204,1.08,3.22,61,29.90,0.67,110,53.90,1.03,28,13.70,1.65,5,2.50,4.06
2017,soybean,125,Mason,223,1.06,3.62,72,32.30,0.56,78,35.00,1.23,67,30.00,1.27,6,2.70,2.47
2017,soybean,127,Massac,159,1.36,7.24,135,84.90,0.70,2,1.30,3.79,2,1.30,1.54,20,12.60,5.55
2017,soybean,129,Menard,236,1.75,5.40,96,40.70,0.77,71,30.10,1.40,36,15.30,2.55,33,14.00,4.44
2017,soybean,131,Mercer,180,0.87,5.39,139,77.20,0.59,36,20.00,1.87,4,2.20,1.68,1,0.60,0.97
2017,soybean,133,Monroe,184,9.46,12.06,31,16.80,4.69,10,5.40,1.74,26,14.10,5.25,117,63.60,12.33
2017,soybean,135,Montgomery,221,1.62,2.96,39,17.60,0.33,37,16.70,0.77,65,29.40,1.61,80,36.20,2.65
2017,soybean,137,Morgan,147,1.24,6.57,88,59.90,0.70,42,28.60,1.85,11,7.50,2.28,6,4.10,3.08
2017,soybean,139,Moultrie,215,1.03,1.87,49,22.80,0.21,57,26.50,0.58,63,29.30,1.07,46,21.40,2.42
2017,soybean,141,Ogle,185,1.77,4.11,39,21.10,0.47,74,40.00,1.54,55,29.70,2.23,17,9.20,4.31
2017,soybean,143,Peoria,239,1.32,3.68,92,38.50,0.37,79,33.10,0.93,35,14.60,2.04,33,13.80,4.14
2017,soybean,145,Perry,326,2.58,9.59,190,58.30,1.49,107,32.80,3.60,20,6.10,5.14,9,2.80,7.63
2017,soybean,147,Piatt,305,1.23,2.94,33,10.80,0.34,178,58.40,0.81,58,19.00,1.83,36,11.80,3.15
2017,soybean,149,Pike,216,1.90,6.36,96,44.40,0.80,67,31.00,2.17,33,15.30,2.76,20,9.30,4.82
2017,soybean,151,Pope,86,2.39,6.89,44,51.20,0.96,4,4.70,1.32,0,0.00,NA,38,44.20,4.16
2017,soybean,153,Pulaski,133,6.97,17.03,75,56.40,4.18,9,6.80,4.60,5,3.80,16.38,44,33.10,11.14
2017,soybean,155,Putnam,88,1.43,3.64,42,47.70,1.14,20,22.70,1.37,24,27.30,1.96,2,2.30,1.88
2017,soybean,157,Randolph,239,2.12,7.34,201,84.10,2.01,25,10.50,1.98,13,5.40,4.03,0,0.00,NA
2017,soybean,159,Richland,259,1.84,4.23,122,47.10,0.62,61,23.60,1.12,8,3.10,1.92,68,26.30,4.66
2017,soybean,161,Rock Island,168,1.88,7.28,98,58.30,1.36,42,25.00,2.67,16,9.50,3.03,12,7.10,1.81
2017,soybean,163,StClair,114,1.83,4.32,16,14.00,0.52,48,42.10,1.08,33,28.90,2.70,17,14.90,3.47
2017,soybean,165,Saline,180,2.76,5.03,62,34.40,1.29,8,4.40,0.95,30,16.70,2.75,80,44.40,4.10
2017,soybean,167,Sangamon,212,2.48,3.67,19,9.00,0.89,57,26.90,1.01,33,15.60,1.37,103,48.60,3.94
2017,soybean,169,Schuyler,317,3.61,6.87,105,33.10,0.93,28,8.80,1.92,68,21.50,3.61,116,36.60,6.45
2017,soybean,171,Scott,229,0.89,4.42,133,58.10,0.51,60,26.20,1.16,32,14.00,1.62,4,1.70,3.62
2017,soybean,173,Shelby,389,3.41,4.32,5,1.30,1.12,30,7.70,1.38,148,38.00,2.91,206,53.00,4.12
2017,soybean,175,Stark,261,1.12,4.14,120,46.00,0.60,100,38.30,1.30,41,15.70,2.23,0,0.00,NA
2017,soybean,177,Stephenson,179,1.85,4.82,77,43.00,0.63,47,26.30,1.85,23,12.80,2.13,32,17.90,4.59
2017,soybean,179,Tazewell,211,1.45,4.09,71,33.60,0.86,65,30.80,1.36,68,32.20,1.87,7,3.30,4.02
2017,soybean,181,Union,96,5.50,20.43,82,85.40,4.33,0,0.00,NA,0,0.00,NA,14,14.60,12.35
2017,soybean,183,Vermilion,222,1.41,2.50,17,7.70,0.41,71,32.00,0.59,69,31.10,1.24,65,29.30,2.74
2017,soybean,185,Wabash,216,2.55,6.50,108,50.00,0.99,36,16.70,2.29,25,11.60,4.00,47,21.80,5.54
2017,soybean,187,Warren,185,0.86,4.32,149,80.50,0.80,31,16.80,1.06,2,1.10,1.02,3,1.60,1.34
2017,soybean,189,Washington,,,,,0.00,,,0.00,,,0.00,,,0.00,
2017,soybean,191,Wayne,216,2.95,5.56,89,41.20,1.10,39,18.10,2.08,16,7.40,2.72,72,33.30,5.77
2017,soybean,193,White,261,2.19,5.90,137,52.50,1.18,22,8.40,1.87,33,12.60,2.37,69,26.40,4.20
2017,soybean,195,Whiteside,137,1.18,4.43,55,40.10,1.09,60,43.80,1.16,17,12.40,1.16,5,3.60,2.45
2017,soybean,197,Will,194,0.66,1.91,19,9.80,0.31,154,79.40,0.59,21,10.80,1.56,0,0.00,NA
2017,soybean,199,Williamson,66,5.61,11.03,33,50.00,3.17,3,4.50,1.28,14,21.20,8.71,16,24.20,8.73
2017,soybean,201,Winnebago,273,1.29,3.99,100,36.60,0.56,106,38.80,1.44,62,22.70,2.14,5,1.80,2.09
2017,soybean,203,Woodford,203,0.95,2.59,86,42.40,0.25,58,28.60,0.71,35,17.20,1.69,24,11.80,2.97
2017,soybean,,Total,20911,2.03,5.17,7243,37.24,0.87,5442,25.43,1.38,3973,18.25,2.46,4253,19.08,4.28
