"full_run_name","site_name","region_name","management_name","climate_scenario","crop_system_name","crop_name","Year","Grain.C.kgC.ha.","Leaf.C.kgC.ha.","Stem.C.kgC.ha.","Root.C.kgC.ha."
"v_1__CA__grape-a__ct-nc__rcp26","v_1","CA","ct-nc","rcp26","grape-a","fallow",2013,0,0,0,0
"v_1__CA__grape-a__ct-nc__rcp60","v_1","CA","ct-nc","rcp60","grape-a","fallow",2013,0,0,0,0
"v_1__CA__grape-a__nt-nc__rcp26","v_1","CA","nt-nc","rcp26","grape-a","fallow",2013,0,0,0,0
"v_1__CA__grape-a__nt-nc__rcp60","v_1","CA","nt-nc","rcp60","grape-a","fallow",2013,0,0,0,0
"v_1__CA__grape-a__rt-nc__rcp26","v_1","CA","rt-nc","rcp26","grape-a","fallow",2013,0,0,0,0
"v_1__CA__grape-a__rt-nc__rcp60","v_1","CA","rt-nc","rcp60","grape-a","fallow",2013,0,0,0,0
"v_1__CA__grape-a__ct-bc__rcp26","v_1","CA","ct-bc","rcp26","grape-a","barley",2014,76.928188,630.984017,630.984017,715.115219
"v_1__CA__grape-a__ct-bc__rcp60","v_1","CA","ct-bc","rcp60","grape-a","barley",2014,775.198157,594.671651,594.671651,673.961204
"v_1__CA__grape-a__nt-bc__rcp26","v_1","CA","nt-bc","rcp26","grape-a","barley",2014,58.882094,477.146289,477.146289,540.765794
"v_1__CA__grape-a__nt-bc__rcp60","v_1","CA","nt-bc","rcp60","grape-a","barley",2014,375.958873,444.248201,444.248201,503.481294
"v_1__CA__grape-a__rt-bc__rcp26","v_1","CA","rt-bc","rcp26","grape-a","barley",2014,78.640094,631.132381,631.132381,715.283365
"v_1__CA__grape-a__rt-bc__rcp60","v_1","CA","rt-bc","rcp60","grape-a","barley",2014,777.224025,595.12797,595.12797,674.478367
"v_1__CA__grape-a__ct-lc__rcp26","v_1","CA","ct-lc","rcp26","grape-a","faba_bean",2014,1.656547,563.66364,563.66364,785.877191
"v_1__CA__grape-a__ct-lc__rcp60","v_1","CA","ct-lc","rcp60","grape-a","faba_bean",2014,27.303792,864.017048,864.017048,1204.639153
"v_1__CA__grape-a__nt-lc__rcp26","v_1","CA","nt-lc","rcp26","grape-a","faba_bean",2014,1.829744,557.074219,557.074219,776.690016
"v_1__CA__grape-a__nt-lc__rcp60","v_1","CA","nt-lc","rcp60","grape-a","faba_bean",2014,25.749931,775.050512,775.050512,1080.599271
"v_1__CA__grape-a__rt-lc__rcp26","v_1","CA","rt-lc","rcp26","grape-a","faba_bean",2014,1.788975,564.496433,564.496433,787.038295
"v_1__CA__grape-a__rt-lc__rcp60","v_1","CA","rt-lc","rcp60","grape-a","faba_bean",2014,27.303782,866.142306,866.142306,1207.602254
"v_1__CA__grape-a__ct-nc__rcp26","v_1","CA","ct-nc","rcp26","grape-a","fallow",2014,0,0,0,0
"v_1__CA__grape-a__ct-nc__rcp60","v_1","CA","ct-nc","rcp60","grape-a","fallow",2014,0,0,0,0
"v_1__CA__grape-a__nt-nc__rcp26","v_1","CA","nt-nc","rcp26","grape-a","fallow",2014,0,0,0,0
"v_1__CA__grape-a__nt-nc__rcp60","v_1","CA","nt-nc","rcp60","grape-a","fallow",2014,0,0,0,0
"v_1__CA__grape-a__rt-nc__rcp26","v_1","CA","rt-nc","rcp26","grape-a","fallow",2014,0,0,0,0
"v_1__CA__grape-a__rt-nc__rcp60","v_1","CA","rt-nc","rcp60","grape-a","fallow",2014,0,0,0,0
"v_1__CA__grape-c__cn__rcp26","v_1","CA","cn","rcp26","grape-c","grape",2014,278.643583,104.063698,69.853678,139.43302
"v_1__CA__grape-c__cn__rcp60","v_1","CA","cn","rcp60","grape-c","grape",2014,277.957308,94.056988,43.145627,101.145274
"v_1__CA__grape-c__rn__rcp26","v_1","CA","rn","rcp26","grape-c","grape",2014,278.643583,104.063698,69.853678,139.43302
"v_1__CA__grape-c__rn__rcp60","v_1","CA","rn","rcp60","grape-c","grape",2014,277.953433,89.976408,43.145627,101.145274
"v_1__CA__grape-a__ct-bc__rcp26","v_1","CA","ct-bc","rcp26","grape-a","barley",2015,286.329857,630.984017,630.984017,715.079464
"v_1__CA__grape-a__ct-bc__rcp60","v_1","CA","ct-bc","rcp60","grape-a","barley",2015,897.952458,601.88429,601.88429,682.135529
"v_1__CA__grape-a__nt-bc__rcp26","v_1","CA","nt-bc","rcp26","grape-a","barley",2015,215.004077,477.146289,477.146289,540.738756
"v_1__CA__grape-a__nt-bc__rcp60","v_1","CA","nt-bc","rcp60","grape-a","barley",2015,455.594849,538.033787,538.033787,609.771625
"v_1__CA__grape-a__rt-bc__rcp26","v_1","CA","rt-bc","rcp26","grape-a","barley",2015,287.807056,631.132381,631.132381,715.247601
"v_1__CA__grape-a__rt-bc__rcp60","v_1","CA","rt-bc","rcp60","grape-a","barley",2015,898.239899,605.820529,605.820529,686.596599
"v_1__CA__grape-a__ct-lc__rcp26","v_1","CA","ct-lc","rcp26","grape-a","faba_bean",2015,439.934245,563.66364,563.66364,785.837897
"v_1__CA__grape-a__ct-lc__rcp60","v_1","CA","ct-lc","rcp60","grape-a","faba_bean",2015,464.027254,864.017048,864.017048,1204.639153
"v_1__CA__grape-a__nt-lc__rcp26","v_1","CA","nt-lc","rcp26","grape-a","faba_bean",2015,354.084579,557.074219,557.074219,776.651182
"v_1__CA__grape-a__nt-lc__rcp60","v_1","CA","nt-lc","rcp60","grape-a","faba_bean",2015,365.266399,775.050512,775.050512,1080.599271
"v_1__CA__grape-a__rt-lc__rcp26","v_1","CA","rt-lc","rcp26","grape-a","faba_bean",2015,440.969589,564.496433,564.496433,786.998944
"v_1__CA__grape-a__rt-lc__rcp60","v_1","CA","rt-lc","rcp60","grape-a","faba_bean",2015,463.1524,866.142306,866.142306,1207.602254
"v_1__CA__grape-a__ct-nc__rcp26","v_1","CA","ct-nc","rcp26","grape-a","fallow",2015,0,0,0,0
"v_1__CA__grape-a__ct-nc__rcp60","v_1","CA","ct-nc","rcp60","grape-a","fallow",2015,0,0,0,0
"v_1__CA__grape-a__nt-nc__rcp26","v_1","CA","nt-nc","rcp26","grape-a","fallow",2015,0,0,0,0
"v_1__CA__grape-a__nt-nc__rcp60","v_1","CA","nt-nc","rcp60","grape-a","fallow",2015,0,0,0,0
"v_1__CA__grape-a__rt-nc__rcp26","v_1","CA","rt-nc","rcp26","grape-a","fallow",2015,0,0,0,0
"v_1__CA__grape-a__rt-nc__rcp60","v_1","CA","rt-nc","rcp60","grape-a","fallow",2015,0,0,0,0
"v_1__CA__grape-c__cn__rcp26","v_1","CA","cn","rcp26","grape-c","grape",2015,280.572347,140.274796,99.678686,140.40611
"v_1__CA__grape-c__cn__rcp60","v_1","CA","cn","rcp60","grape-c","grape",2015,279.691151,139.834318,114.009292,139.963456
"v_1__CA__grape-c__rn__rcp26","v_1","CA","rn","rcp26","grape-c","grape",2015,279.589291,99.321366,99.321366,140.40611
"v_1__CA__grape-c__rn__rcp60","v_1","CA","rn","rcp60","grape-c","grape",2015,279.672297,123.728241,100.37445,139.963456
"v_1__CA__grape-a__ct-bc__rcp26","v_1","CA","ct-bc","rcp26","grape-a","barley",2016,1231.034947,270.214015,270.214015,306.24255
"v_1__CA__grape-a__ct-bc__rcp60","v_1","CA","ct-bc","rcp60","grape-a","barley",2016,1491.537586,741.141818,741.141818,839.960727
"v_1__CA__grape-a__nt-bc__rcp26","v_1","CA","nt-bc","rcp26","grape-a","barley",2016,553.531515,285.954554,285.954554,324.081828
"v_1__CA__grape-a__nt-bc__rcp60","v_1","CA","nt-bc","rcp60","grape-a","barley",2016,464.929489,550.739623,550.739623,624.171572
"v_1__CA__grape-a__rt-bc__rcp26","v_1","CA","rt-bc","rcp26","grape-a","barley",2016,1231.788349,280.874671,280.874671,318.324628
"v_1__CA__grape-a__rt-bc__rcp60","v_1","CA","rt-bc","rcp60","grape-a","barley",2016,493.583033,605.820529,605.820529,686.596599
"v_1__CA__grape-a__ct-lc__rcp26","v_1","CA","ct-lc","rcp26","grape-a","faba_bean",2016,750.756223,431.708507,431.708507,601.901283
"v_1__CA__grape-a__ct-lc__rcp60","v_1","CA","ct-lc","rcp60","grape-a","faba_bean",2016,2026.634653,1264.69613,1264.69613,1763.278258
"v_1__CA__grape-a__nt-lc__rcp26","v_1","CA","nt-lc","rcp26","grape-a","faba_bean",2016,748.606722,432.611235,432.611235,603.159895
"v_1__CA__grape-a__nt-lc__rcp60","v_1","CA","nt-lc","rcp60","grape-a","faba_bean",2016,1746.213024,1261.949344,1261.949344,1759.448605
"v_1__CA__grape-a__rt-lc__rcp26","v_1","CA","rt-lc","rcp26","grape-a","faba_bean",2016,749.208319,432.854642,432.854642,603.499261
"v_1__CA__grape-a__rt-lc__rcp60","v_1","CA","rt-lc","rcp60","grape-a","faba_bean",2016,1895.294297,1261.568611,1261.568611,1758.917775
"v_1__CA__grape-a__ct-nc__rcp26","v_1","CA","ct-nc","rcp26","grape-a","fallow",2016,0,0,0,0
"v_1__CA__grape-a__ct-nc__rcp60","v_1","CA","ct-nc","rcp60","grape-a","fallow",2016,0,0,0,0
"v_1__CA__grape-a__nt-nc__rcp26","v_1","CA","nt-nc","rcp26","grape-a","fallow",2016,0,0,0,0
"v_1__CA__grape-a__nt-nc__rcp60","v_1","CA","nt-nc","rcp60","grape-a","fallow",2016,0,0,0,0
"v_1__CA__grape-a__rt-nc__rcp26","v_1","CA","rt-nc","rcp26","grape-a","fallow",2016,0,0,0,0
"v_1__CA__grape-a__rt-nc__rcp60","v_1","CA","rt-nc","rcp60","grape-a","fallow",2016,0,0,0,0
"v_1__CA__grape-c__cn__rcp26","v_1","CA","cn","rcp26","grape-c","grape",2016,282.49527,132.37627,103.470036,141.371301
"v_1__CA__grape-c__cn__rcp60","v_1","CA","cn","rcp60","grape-c","grape",2016,279.673052,93.974773,93.974773,140.824194
"v_1__CA__grape-c__rn__rcp26","v_1","CA","rn","rcp26","grape-c","grape",2016,248.824537,102.000993,102.000993,141.371301
"v_1__CA__grape-c__rn__rcp60","v_1","CA","rn","rcp60","grape-c","grape",2016,252.547583,91.248908,91.248908,140.82225
"v_1__CA__grape-a__ct-bc__rcp26","v_1","CA","ct-bc","rcp26","grape-a","barley",2017,1351.853635,778.315572,778.315572,882.090982
"v_1__CA__grape-a__ct-bc__rcp60","v_1","CA","ct-bc","rcp60","grape-a","barley",2017,710.481101,851.095178,851.095178,964.574535
"v_1__CA__grape-a__nt-bc__rcp26","v_1","CA","nt-bc","rcp26","grape-a","barley",2017,669.966638,584.766462,584.766462,662.735323
"v_1__CA__grape-a__nt-bc__rcp60","v_1","CA","nt-bc","rcp60","grape-a","barley",2017,482.748245,550.739623,550.739623,624.171572
"v_1__CA__grape-a__rt-bc__rcp26","v_1","CA","rt-bc","rcp26","grape-a","barley",2017,1351.883064,631.241504,631.241504,715.407037
"v_1__CA__grape-a__rt-bc__rcp60","v_1","CA","rt-bc","rcp60","grape-a","barley",2017,477.557373,550.047852,550.047852,623.387566
"v_1__CA__grape-a__ct-lc__rcp26","v_1","CA","ct-lc","rcp26","grape-a","faba_bean",2017,1734.392889,761.148894,761.148894,1061.217208
"v_1__CA__grape-a__ct-lc__rcp60","v_1","CA","ct-lc","rcp60","grape-a","faba_bean",2017,2028.604054,1602.393887,1602.393887,2234.106862
"v_1__CA__grape-a__nt-lc__rcp26","v_1","CA","nt-lc","rcp26","grape-a","faba_bean",2017,1466.350014,761.23156,761.23156,1061.332464
"v_1__CA__grape-a__nt-lc__rcp60","v_1","CA","nt-lc","rcp60","grape-a","faba_bean",2017,1843.246835,1573.765951,1573.765951,2194.192912
"v_1__CA__grape-a__rt-lc__rcp26","v_1","CA","rt-lc","rcp26","grape-a","faba_bean",2017,1734.065666,760.734441,760.734441,1060.639365
"v_1__CA__grape-a__rt-lc__rcp60","v_1","CA","rt-lc","rcp60","grape-a","faba_bean",2017,2034.71829,1579.992932,1579.992932,2202.87476
"v_1__CA__grape-a__ct-nc__rcp26","v_1","CA","ct-nc","rcp26","grape-a","fallow",2017,0,0,0,0
"v_1__CA__grape-a__ct-nc__rcp60","v_1","CA","ct-nc","rcp60","grape-a","fallow",2017,0,0,0,0
"v_1__CA__grape-a__nt-nc__rcp26","v_1","CA","nt-nc","rcp26","grape-a","fallow",2017,0,0,0,0
"v_1__CA__grape-a__nt-nc__rcp60","v_1","CA","nt-nc","rcp60","grape-a","fallow",2017,0,0,0,0
"v_1__CA__grape-a__rt-nc__rcp26","v_1","CA","rt-nc","rcp26","grape-a","fallow",2017,0,0,0,0
"v_1__CA__grape-a__rt-nc__rcp60","v_1","CA","rt-nc","rcp60","grape-a","fallow",2017,0,0,0,0
"v_1__CA__grape-c__cn__rcp26","v_1","CA","cn","rcp26","grape-c","grape",2017,267.742612,104.335714,104.335714,142.333619
"v_1__CA__grape-c__cn__rcp60","v_1","CA","cn","rcp60","grape-c","grape",2017,252.528463,93.439338,93.439338,141.677757
"v_1__CA__grape-c__rn__rcp26","v_1","CA","rn","rcp26","grape-c","grape",2017,229.928684,104.335713,104.335713,142.333619
"v_1__CA__grape-c__rn__rcp60","v_1","CA","rn","rcp60","grape-c","grape",2017,225.1626,91.448455,91.448455,141.677097
"v_1__CA__grape-a__ct-bc__rcp26","v_1","CA","ct-bc","rcp26","grape-a","barley",2018,639.58842,1061.389268,1061.389268,1202.907837
"v_1__CA__grape-a__ct-bc__rcp60","v_1","CA","ct-bc","rcp60","grape-a","barley",2018,436.335163,1082.600067,1082.600067,1226.946742
"v_1__CA__grape-a__nt-bc__rcp26","v_1","CA","nt-bc","rcp26","grape-a","barley",2018,331.579276,697.197493,697.197493,790.157159
"v_1__CA__grape-a__nt-bc__rcp60","v_1","CA","nt-bc","rcp60","grape-a","barley",2018,475.81939,709.811373,709.811373,804.452889
"v_1__CA__grape-a__rt-bc__rcp26","v_1","CA","rt-bc","rcp26","grape-a","barley",2018,290.307706,699.83037,699.83037,793.141086
"v_1__CA__grape-a__rt-bc__rcp60","v_1","CA","rt-bc","rcp60","grape-a","barley",2018,477.595306,722.409118,722.409118,818.730333
"v_1__CA__grape-a__ct-lc__rcp26","v_1","CA","ct-lc","rcp26","grape-a","faba_bean",2018,2078.849151,1009.837822,1009.837822,1407.946964
"v_1__CA__grape-a__ct-lc__rcp60","v_1","CA","ct-lc","rcp60","grape-a","faba_bean",2018,1911.408655,1602.393887,1602.393887,2234.106862
"v_1__CA__grape-a__nt-lc__rcp26","v_1","CA","nt-lc","rcp26","grape-a","faba_bean",2018,1840.664357,1007.831365,1007.831365,1405.1495
"v_1__CA__grape-a__nt-lc__rcp60","v_1","CA","nt-lc","rcp60","grape-a","faba_bean",2018,1783.890408,1573.765951,1573.765951,2194.192912
"v_1__CA__grape-a__rt-lc__rcp26","v_1","CA","rt-lc","rcp26","grape-a","faba_bean",2018,2048.137425,1011.365317,1011.365317,1410.076644
"v_1__CA__grape-a__rt-lc__rcp60","v_1","CA","rt-lc","rcp60","grape-a","faba_bean",2018,1938.75111,1579.992932,1579.992932,2202.87476
"v_1__CA__grape-a__ct-nc__rcp26","v_1","CA","ct-nc","rcp26","grape-a","fallow",2018,0,0,0,0
"v_1__CA__grape-a__ct-nc__rcp60","v_1","CA","ct-nc","rcp60","grape-a","fallow",2018,0,0,0,0
"v_1__CA__grape-a__nt-nc__rcp26","v_1","CA","nt-nc","rcp26","grape-a","fallow",2018,0,0,0,0
"v_1__CA__grape-a__nt-nc__rcp60","v_1","CA","nt-nc","rcp60","grape-a","fallow",2018,0,0,0,0
"v_1__CA__grape-a__rt-nc__rcp26","v_1","CA","rt-nc","rcp26","grape-a","fallow",2018,0,0,0,0
"v_1__CA__grape-a__rt-nc__rcp60","v_1","CA","rt-nc","rcp60","grape-a","fallow",2018,0,0,0,0
"v_1__CA__grape-c__cn__rcp26","v_1","CA","cn","rcp26","grape-c","grape",2018,286.320957,115.684199,103.408009,143.292323
"v_1__CA__grape-c__cn__rcp60","v_1","CA","cn","rcp60","grape-c","grape",2018,279.631393,95.870115,95.870115,142.525462
"v_1__CA__grape-c__rn__rcp26","v_1","CA","rn","rcp26","grape-c","grape",2018,281.381769,99.397449,99.397449,143.292323
"v_1__CA__grape-c__rn__rcp60","v_1","CA","rn","rcp60","grape-c","grape",2018,257.173664,93.909771,93.909771,142.52458
"v_1__CA__grape-a__ct-bc__rcp26","v_1","CA","ct-bc","rcp26","grape-a","barley",2019,391.169821,1061.389268,1061.389268,1202.847692
"v_1__CA__grape-a__ct-bc__rcp60","v_1","CA","ct-bc","rcp60","grape-a","barley",2019,692.593545,1082.600067,1082.600067,1226.946742
"v_1__CA__grape-a__nt-bc__rcp26","v_1","CA","nt-bc","rcp26","grape-a","barley",2019,459.017283,697.197493,697.197493,790.157159
"v_1__CA__grape-a__nt-bc__rcp60","v_1","CA","nt-bc","rcp60","grape-a","barley",2019,522.553718,709.811373,709.811373,804.452889
"v_1__CA__grape-a__rt-bc__rcp26","v_1","CA","rt-bc","rcp26","grape-a","barley",2019,455.997077,699.83037,699.83037,793.141086
"v_1__CA__grape-a__rt-bc__rcp60","v_1","CA","rt-bc","rcp60","grape-a","barley",2019,520.124991,722.409118,722.409118,818.730333
"v_1__CA__grape-a__ct-lc__rcp26","v_1","CA","ct-lc","rcp26","grape-a","faba_bean",2019,506.969889,1009.837822,1009.837822,1407.876567
"v_1__CA__grape-a__ct-lc__rcp60","v_1","CA","ct-lc","rcp60","grape-a","faba_bean",2019,1458.587485,995.071054,995.071054,1387.358681
"v_1__CA__grape-a__nt-lc__rcp26","v_1","CA","nt-lc","rcp26","grape-a","faba_bean",2019,504.901553,1007.831365,1007.831365,1405.079242
"v_1__CA__grape-a__nt-lc__rcp60","v_1","CA","nt-lc","rcp60","grape-a","faba_bean",2019,1442.0324,1006.176954,1006.176954,1402.842869
"v_1__CA__grape-a__rt-lc__rcp26","v_1","CA","rt-lc","rcp26","grape-a","faba_bean",2019,506.39331,1011.365317,1011.365317,1410.006141
"v_1__CA__grape-a__rt-lc__rcp60","v_1","CA","rt-lc","rcp60","grape-a","faba_bean",2019,1458.544565,999.340483,999.340483,1393.31125
"v_1__CA__grape-a__ct-nc__rcp26","v_1","CA","ct-nc","rcp26","grape-a","fallow",2019,0,0,0,0
"v_1__CA__grape-a__ct-nc__rcp60","v_1","CA","ct-nc","rcp60","grape-a","fallow",2019,0,0,0,0
"v_1__CA__grape-a__nt-nc__rcp26","v_1","CA","nt-nc","rcp26","grape-a","fallow",2019,0,0,0,0
"v_1__CA__grape-a__nt-nc__rcp60","v_1","CA","nt-nc","rcp60","grape-a","fallow",2019,0,0,0,0
"v_1__CA__grape-a__rt-nc__rcp26","v_1","CA","rt-nc","rcp26","grape-a","fallow",2019,0,0,0,0
"v_1__CA__grape-a__rt-nc__rcp60","v_1","CA","rt-nc","rcp60","grape-a","fallow",2019,0,0,0,0
"v_1__CA__grape-c__cn__rcp26","v_1","CA","cn","rcp26","grape-c","grape",2019,288.243052,126.355942,106.396997,144.246547
"v_1__CA__grape-c__cn__rcp60","v_1","CA","cn","rcp60","grape-c","grape",2019,286.462871,106.222395,97.666685,143.362751
"v_1__CA__grape-c__rn__rcp26","v_1","CA","rn","rcp26","grape-c","grape",2019,255.83617,106.39678,106.39678,144.246547
"v_1__CA__grape-c__rn__rcp60","v_1","CA","rn","rcp60","grape-c","grape",2019,265.755925,95.40516,95.40516,143.361696
"v_1__CA__grape-a__ct-bc__rcp26","v_1","CA","ct-bc","rcp26","grape-a","barley",2020,1538.761671,253.758717,253.758717,287.578833
"v_1__CA__grape-a__ct-bc__rcp60","v_1","CA","ct-bc","rcp60","grape-a","barley",2020,895.968324,734.053017,734.053017,831.926752
"v_1__CA__grape-a__nt-bc__rcp26","v_1","CA","nt-bc","rcp26","grape-a","barley",2020,1008.212359,336.91852,336.91852,381.821897
"v_1__CA__grape-a__nt-bc__rcp60","v_1","CA","nt-bc","rcp60","grape-a","barley",2020,427.280281,736.344074,736.344074,834.523284
"v_1__CA__grape-a__rt-bc__rcp26","v_1","CA","rt-bc","rcp26","grape-a","barley",2020,1068.658686,307.062842,307.062842,347.987154
"v_1__CA__grape-a__rt-bc__rcp60","v_1","CA","rt-bc","rcp60","grape-a","barley",2020,428.635461,755.730482,755.730482,856.494547
"v_1__CA__grape-a__ct-lc__rcp26","v_1","CA","ct-lc","rcp26","grape-a","faba_bean",2020,367.4726,791.880121,791.880121,1104.06363
"v_1__CA__grape-a__ct-lc__rcp60","v_1","CA","ct-lc","rcp60","grape-a","faba_bean",2020,719.871153,510.407266,510.407266,711.625515
"v_1__CA__grape-a__nt-lc__rcp26","v_1","CA","nt-lc","rcp26","grape-a","faba_bean",2020,369.199531,797.13332,797.13332,1111.387802
"v_1__CA__grape-a__nt-lc__rcp60","v_1","CA","nt-lc","rcp60","grape-a","faba_bean",2020,742.86224,515.21263,515.21263,718.325302
"v_1__CA__grape-a__rt-lc__rcp26","v_1","CA","rt-lc","rcp26","grape-a","faba_bean",2020,366.932958,788.038189,788.038189,1098.70709
"v_1__CA__grape-a__rt-lc__rcp60","v_1","CA","rt-lc","rcp60","grape-a","faba_bean",2020,714.888267,493.796794,493.796794,688.466684
"v_1__CA__grape-a__ct-nc__rcp26","v_1","CA","ct-nc","rcp26","grape-a","fallow",2020,0,0,0,0
"v_1__CA__grape-a__ct-nc__rcp60","v_1","CA","ct-nc","rcp60","grape-a","fallow",2020,0,0,0,0
"v_1__CA__grape-a__nt-nc__rcp26","v_1","CA","nt-nc","rcp26","grape-a","fallow",2020,0,0,0,0
"v_1__CA__grape-a__nt-nc__rcp60","v_1","CA","nt-nc","rcp60","grape-a","fallow",2020,0,0,0,0
"v_1__CA__grape-a__rt-nc__rcp26","v_1","CA","rt-nc","rcp26","grape-a","fallow",2020,0,0,0,0
"v_1__CA__grape-a__rt-nc__rcp60","v_1","CA","rt-nc","rcp60","grape-a","fallow",2020,0,0,0,0
"v_1__CA__grape-c__cn__rcp26","v_1","CA","cn","rcp26","grape-c","grape",2020,290.139216,145.058003,106.572477,145.194945
"v_1__CA__grape-c__cn__rcp60","v_1","CA","cn","rcp60","grape-c","grape",2020,288.130013,143.265623,104.659582,144.19244
"v_1__CA__grape-c__rn__rcp26","v_1","CA","rn","rcp26","grape-c","grape",2020,290.139216,145.058003,106.572477,145.194945
"v_1__CA__grape-c__rn__rcp60","v_1","CA","rn","rcp60","grape-c","grape",2020,288.110471,101.144298,100.46415,144.19244
"v_1__CA__grape-a__ct-bc__rcp26","v_1","CA","ct-bc","rcp26","grape-a","barley",2021,1680.468095,852.090183,852.090183,965.702207
"v_1__CA__grape-a__ct-bc__rcp60","v_1","CA","ct-bc","rcp60","grape-a","barley",2021,945.695464,724.312066,724.312066,820.887008
"v_1__CA__grape-a__nt-bc__rcp26","v_1","CA","nt-bc","rcp26","grape-a","barley",2021,1199.556465,785.433023,785.433023,890.157426
"v_1__CA__grape-a__nt-bc__rcp60","v_1","CA","nt-bc","rcp60","grape-a","barley",2021,510.346235,736.344074,736.344074,834.523284
"v_1__CA__grape-a__rt-bc__rcp26","v_1","CA","rt-bc","rcp26","grape-a","barley",2021,1253.144615,811.596064,811.596064,919.808873
"v_1__CA__grape-a__rt-bc__rcp60","v_1","CA","rt-bc","rcp60","grape-a","barley",2021,542.519574,755.730482,755.730482,856.494547
"v_1__CA__grape-a__ct-lc__rcp26","v_1","CA","ct-lc","rcp26","grape-a","faba_bean",2021,371.897208,1036.761611,1036.761611,1445.484938
"v_1__CA__grape-a__ct-lc__rcp60","v_1","CA","ct-lc","rcp60","grape-a","faba_bean",2021,609.86006,569.293073,569.293073,793.725919
"v_1__CA__grape-a__nt-lc__rcp26","v_1","CA","nt-lc","rcp26","grape-a","faba_bean",2021,373.173923,1019.577709,1019.577709,1421.526613
"v_1__CA__grape-a__nt-lc__rcp60","v_1","CA","nt-lc","rcp60","grape-a","faba_bean",2021,636.288366,577.883842,577.883842,805.703434
"v_1__CA__grape-a__rt-lc__rcp26","v_1","CA","rt-lc","rcp26","grape-a","faba_bean",2021,371.923914,1011.657418,1011.657418,1410.4839
"v_1__CA__grape-a__rt-lc__rcp60","v_1","CA","rt-lc","rcp60","grape-a","faba_bean",2021,609.547267,552.431762,552.431762,770.217361
"v_1__CA__grape-a__ct-nc__rcp26","v_1","CA","ct-nc","rcp26","grape-a","fallow",2021,0,0,0,0
"v_1__CA__grape-a__ct-nc__rcp60","v_1","CA","ct-nc","rcp60","grape-a","fallow",2021,0,0,0,0
"v_1__CA__grape-a__nt-nc__rcp26","v_1","CA","nt-nc","rcp26","grape-a","fallow",2021,0,0,0,0
"v_1__CA__grape-a__nt-nc__rcp60","v_1","CA","nt-nc","rcp60","grape-a","fallow",2021,0,0,0,0
"v_1__CA__grape-a__rt-nc__rcp26","v_1","CA","rt-nc","rcp26","grape-a","fallow",2021,0,0,0,0
"v_1__CA__grape-a__rt-nc__rcp60","v_1","CA","rt-nc","rcp60","grape-a","fallow",2021,0,0,0,0
"v_1__CA__grape-c__cn__rcp26","v_1","CA","cn","rcp26","grape-c","grape",2021,292.026207,146.002527,107.217153,146.141103
"v_1__CA__grape-c__cn__rcp60","v_1","CA","cn","rcp60","grape-c","grape",2021,289.775735,144.876446,111.056519,145.011391
"v_1__CA__grape-c__rn__rcp26","v_1","CA","rn","rcp26","grape-c","grape",2021,292.005054,108.75672,107.217148,146.141103
"v_1__CA__grape-c__rn__rcp60","v_1","CA","rn","rcp60","grape-c","grape",2021,289.756799,118.918308,104.955807,145.011391
"v_1__CA__grape-a__ct-bc__rcp26","v_1","CA","ct-bc","rcp26","grape-a","barley",2022,1195.821139,998.252749,998.252749,1131.353116
"v_1__CA__grape-a__ct-bc__rcp60","v_1","CA","ct-bc","rcp60","grape-a","barley",2022,1593.202721,1086.86898,1086.86898,1231.784844
"v_1__CA__grape-a__nt-bc__rcp26","v_1","CA","nt-bc","rcp26","grape-a","barley",2022,571.151863,785.433023,785.433023,890.157426
"v_1__CA__grape-a__nt-bc__rcp60","v_1","CA","nt-bc","rcp60","grape-a","barley",2022,693.905089,681.655487,681.655487,772.542885
"v_1__CA__grape-a__rt-bc__rcp26","v_1","CA","rt-bc","rcp26","grape-a","barley",2022,569.692485,811.596064,811.596064,919.808873
"v_1__CA__grape-a__rt-bc__rcp60","v_1","CA","rt-bc","rcp60","grape-a","barley",2022,730.060092,663.768565,663.768565,752.27104
"v_1__CA__grape-a__ct-lc__rcp26","v_1","CA","ct-lc","rcp26","grape-a","faba_bean",2022,2107.064733,1036.761611,1036.761611,1445.484938
"v_1__CA__grape-a__ct-lc__rcp60","v_1","CA","ct-lc","rcp60","grape-a","faba_bean",2022,2281.796475,989.773516,989.773516,1379.97269
"v_1__CA__grape-a__nt-lc__rcp26","v_1","CA","nt-lc","rcp26","grape-a","faba_bean",2022,2035.488392,1019.577709,1019.577709,1421.526613
"v_1__CA__grape-a__nt-lc__rcp60","v_1","CA","nt-lc","rcp60","grape-a","faba_bean",2022,2269.360247,989.580956,989.580956,1379.704218
"v_1__CA__grape-a__rt-lc__rcp26","v_1","CA","rt-lc","rcp26","grape-a","faba_bean",2022,2107.989961,1011.657418,1011.657418,1410.4839
"v_1__CA__grape-a__rt-lc__rcp60","v_1","CA","rt-lc","rcp60","grape-a","faba_bean",2022,2299.797764,970.434584,970.434584,1353.009756
"v_1__CA__grape-a__ct-nc__rcp26","v_1","CA","ct-nc","rcp26","grape-a","fallow",2022,0,0,0,0
"v_1__CA__grape-a__ct-nc__rcp60","v_1","CA","ct-nc","rcp60","grape-a","fallow",2022,0,0,0,0
"v_1__CA__grape-a__nt-nc__rcp26","v_1","CA","nt-nc","rcp26","grape-a","fallow",2022,0,0,0,0
