"full_run_name","site_name","region_name","management_name","climate_scenario","crop_system_name","crop_name","Year","Grain.C.kgC.ha.","Leaf.C.kgC.ha.","Stem.C.kgC.ha.","Root.C.kgC.ha."
"v_11__CA__grape-a__nt-bc__rcp26","v_11","CA","nt-bc","rcp26","grape-a","barley",2039,1743.424935,1344.526211,1373.755042,1556.92238
"v_11__CA__grape-a__nt-bc__rcp60","v_11","CA","nt-bc","rcp60","grape-a","barley",2039,1154.407446,1795.892284,1834.933421,2079.59121
"v_11__CA__grape-a__rt-bc__rcp26","v_11","CA","rt-bc","rcp26","grape-a","barley",2039,1733.19929,1335.489221,1364.521595,1546.457808
"v_11__CA__grape-a__rt-bc__rcp60","v_11","CA","rt-bc","rcp60","grape-a","barley",2039,1103.722883,1798.085205,1837.174014,2082.130549
"v_11__CA__grape-a__ct-lc__rcp26","v_11","CA","ct-lc","rcp26","grape-a","faba_bean",2039,3296.111179,2049.963403,2049.963403,2858.122052
"v_11__CA__grape-a__ct-lc__rcp60","v_11","CA","ct-lc","rcp60","grape-a","faba_bean",2039,268.095373,2526.11514,2526.11514,3521.811356
"v_11__CA__grape-a__nt-lc__rcp26","v_11","CA","nt-lc","rcp26","grape-a","faba_bean",2039,3295.246155,2120.225815,2120.225815,2956.084069
"v_11__CA__grape-a__nt-lc__rcp60","v_11","CA","nt-lc","rcp60","grape-a","faba_bean",2039,270.649406,2614.345629,2614.345629,3644.818867
"v_11__CA__grape-a__rt-lc__rcp26","v_11","CA","rt-lc","rcp26","grape-a","faba_bean",2039,3296.100918,2019.290373,2019.290373,2815.35677
"v_11__CA__grape-a__rt-lc__rcp60","v_11","CA","rt-lc","rcp60","grape-a","faba_bean",2039,270.76251,2598.665335,2598.665335,3622.958012
"v_11__CA__grape-c__cn__rcp26","v_11","CA","cn","rcp26","grape-c","grape",2039,316.453418,153.072549,115.861718,158.366416
"v_11__CA__grape-c__cn__rcp60","v_11","CA","cn","rcp60","grape-c","grape",2039,323.395665,112.55471,112.55471,161.840534
"v_11__CA__grape-c__rn__rcp26","v_11","CA","rn","rcp26","grape-c","grape",2039,316.453418,153.072549,115.861718,158.366416
"v_11__CA__grape-c__rn__rcp60","v_11","CA","rn","rcp60","grape-c","grape",2039,323.395665,112.55471,112.55471,161.840534
"v_11__CA__grape-a__ct-bc__rcp26","v_11","CA","ct-bc","rcp26","grape-a","barley",2040,2703.515752,1204.552602,1230.738528,1394.836998
"v_11__CA__grape-a__ct-bc__rcp60","v_11","CA","ct-bc","rcp60","grape-a","barley",2040,2013.626316,1343.731017,1372.942561,1556.001569
"v_11__CA__grape-a__nt-bc__rcp26","v_11","CA","nt-bc","rcp26","grape-a","barley",2040,2084.132787,1234.895001,1261.740544,1429.972617
"v_11__CA__grape-a__nt-bc__rcp60","v_11","CA","nt-bc","rcp60","grape-a","barley",2040,1786.597928,1463.430432,1495.244137,1694.610022
"v_11__CA__grape-a__rt-bc__rcp26","v_11","CA","rt-bc","rcp26","grape-a","barley",2040,2047.525449,1221.684947,1248.243315,1414.675757
"v_11__CA__grape-a__rt-bc__rcp60","v_11","CA","rt-bc","rcp60","grape-a","barley",2040,1901.973012,1355.334879,1384.798681,1569.438505
"v_11__CA__grape-a__ct-lc__rcp26","v_11","CA","ct-lc","rcp26","grape-a","faba_bean",2040,1989.454995,1773.959443,1773.959443,2473.308839
"v_11__CA__grape-a__ct-lc__rcp60","v_11","CA","ct-lc","rcp60","grape-a","faba_bean",2040,522.079994,1413.947245,1413.947245,1971.368755
"v_11__CA__grape-a__nt-lc__rcp26","v_11","CA","nt-lc","rcp26","grape-a","faba_bean",2040,1989.454989,1823.704292,1823.704292,2542.664638
"v_11__CA__grape-a__nt-lc__rcp60","v_11","CA","nt-lc","rcp60","grape-a","faba_bean",2040,560.832085,1490.965025,1490.965025,2078.749314
"v_11__CA__grape-a__rt-lc__rcp26","v_11","CA","rt-lc","rcp26","grape-a","faba_bean",2040,1989.454995,1795.308114,1795.308114,2503.073813
"v_11__CA__grape-a__rt-lc__rcp60","v_11","CA","rt-lc","rcp60","grape-a","faba_bean",2040,527.97019,1383.416055,1383.416055,1928.801231
"v_11__CA__grape-c__cn__rcp26","v_11","CA","cn","rcp26","grape-c","grape",2040,316.883069,143.211386,114.822085,158.582029
"v_11__CA__grape-c__cn__rcp60","v_11","CA","cn","rcp60","grape-c","grape",2040,325.341229,129.604492,116.462437,162.813769
"v_11__CA__grape-c__rn__rcp26","v_11","CA","rn","rcp26","grape-c","grape",2040,316.883069,143.211386,114.822085,158.582029
"v_11__CA__grape-c__rn__rcp60","v_11","CA","rn","rcp60","grape-c","grape",2040,325.341229,129.604492,116.462437,162.813769
"v_11__CA__grape-a__ct-bc__rcp26","v_11","CA","ct-bc","rcp26","grape-a","barley",2041,2829.563946,1876.986242,1917.790291,2082.3288
"v_11__CA__grape-a__ct-bc__rcp60","v_11","CA","ct-bc","rcp60","grape-a","barley",2041,1834.062296,1343.731017,1372.942561,1555.923769
"v_11__CA__grape-a__nt-bc__rcp26","v_11","CA","nt-bc","rcp26","grape-a","barley",2041,2431.15657,1851.91849,1892.177588,2082.3288
"v_11__CA__grape-a__nt-bc__rcp60","v_11","CA","nt-bc","rcp60","grape-a","barley",2041,1322.720859,1463.430432,1495.244137,1694.525291
"v_11__CA__grape-a__rt-bc__rcp26","v_11","CA","rt-bc","rcp26","grape-a","barley",2041,2559.933064,1875.858959,1916.638501,2082.3288
"v_11__CA__grape-a__rt-bc__rcp60","v_11","CA","rt-bc","rcp60","grape-a","barley",2041,1115.190602,1355.334879,1384.798681,1569.360033
"v_11__CA__grape-a__ct-lc__rcp26","v_11","CA","ct-lc","rcp26","grape-a","faba_bean",2041,2107.233818,2776.444856,2776.444856,3871.004847
"v_11__CA__grape-a__ct-lc__rcp60","v_11","CA","ct-lc","rcp60","grape-a","faba_bean",2041,1866.486887,1349.374775,1349.374775,1881.245764
"v_11__CA__grape-a__nt-lc__rcp26","v_11","CA","nt-lc","rcp26","grape-a","faba_bean",2041,2107.233818,2852.39832,2852.39832,3976.901504
"v_11__CA__grape-a__nt-lc__rcp60","v_11","CA","nt-lc","rcp60","grape-a","faba_bean",2041,1867.39757,1380.854795,1380.854795,1925.133982
"v_11__CA__grape-a__rt-lc__rcp26","v_11","CA","rt-lc","rcp26","grape-a","faba_bean",2041,2107.233818,2758.778583,2758.778583,3846.373986
"v_11__CA__grape-a__rt-lc__rcp60","v_11","CA","rt-lc","rcp60","grape-a","faba_bean",2041,1866.813607,1315.265433,1315.265433,1833.691848
"v_11__CA__grape-c__cn__rcp26","v_11","CA","cn","rcp26","grape-c","grape",2041,317.243705,156.419234,113.467038,158.757991
"v_11__CA__grape-c__cn__rcp60","v_11","CA","cn","rcp60","grape-c","grape",2041,327.317438,160.736588,117.609924,163.799196
"v_11__CA__grape-c__rn__rcp26","v_11","CA","rn","rcp26","grape-c","grape",2041,317.243705,156.419234,113.467038,158.757991
"v_11__CA__grape-c__rn__rcp60","v_11","CA","rn","rcp60","grape-c","grape",2041,327.317438,160.736588,117.609924,163.799196
"v_11__CA__grape-a__ct-bc__rcp26","v_11","CA","ct-bc","rcp26","grape-a","barley",2042,1647.224102,1876.986242,1917.790291,2082.3288
"v_11__CA__grape-a__ct-bc__rcp60","v_11","CA","ct-bc","rcp60","grape-a","barley",2042,942.047111,1097.240771,1121.093831,1270.573008
"v_11__CA__grape-a__nt-bc__rcp26","v_11","CA","nt-bc","rcp26","grape-a","barley",2042,1208.050257,1851.91849,1892.177588,2082.3288
"v_11__CA__grape-a__nt-bc__rcp60","v_11","CA","nt-bc","rcp60","grape-a","barley",2042,936.244374,1123.361867,1147.782777,1300.820481
"v_11__CA__grape-a__rt-bc__rcp26","v_11","CA","rt-bc","rcp26","grape-a","barley",2042,1221.643902,1875.858959,1916.638501,2082.3288
"v_11__CA__grape-a__rt-bc__rcp60","v_11","CA","rt-bc","rcp60","grape-a","barley",2042,945.13701,1111.36391,1135.523995,1286.927195
"v_11__CA__grape-a__ct-lc__rcp26","v_11","CA","ct-lc","rcp26","grape-a","faba_bean",2042,1580.952709,2776.444856,2776.444856,3871.004847
"v_11__CA__grape-a__ct-lc__rcp60","v_11","CA","ct-lc","rcp60","grape-a","faba_bean",2042,1629.641696,1131.40345,1131.40345,1577.437503
"v_11__CA__grape-a__nt-lc__rcp26","v_11","CA","nt-lc","rcp26","grape-a","faba_bean",2042,1580.952706,2852.39832,2852.39832,3976.901504
"v_11__CA__grape-a__nt-lc__rcp60","v_11","CA","nt-lc","rcp60","grape-a","faba_bean",2042,1630.397674,1134.356295,1134.356295,1581.55445
"v_11__CA__grape-a__rt-lc__rcp26","v_11","CA","rt-lc","rcp26","grape-a","faba_bean",2042,1580.952711,2758.778583,2758.778583,3846.373986
"v_11__CA__grape-a__rt-lc__rcp60","v_11","CA","rt-lc","rcp60","grape-a","faba_bean",2042,1642.087544,1092.671796,1092.671796,1523.436639
"v_11__CA__grape-c__cn__rcp26","v_11","CA","cn","rcp26","grape-c","grape",2042,317.541453,115.213812,111.480041,158.906639
"v_11__CA__grape-c__cn__rcp60","v_11","CA","cn","rcp60","grape-c","grape",2042,329.310543,164.642577,120.675557,164.798066
"v_11__CA__grape-c__rn__rcp26","v_11","CA","rn","rcp26","grape-c","grape",2042,317.541453,115.213812,111.480041,158.906639
"v_11__CA__grape-c__rn__rcp60","v_11","CA","rn","rcp60","grape-c","grape",2042,329.310543,164.642577,120.675557,164.798066
"v_11__CA__grape-a__ct-bc__rcp26","v_11","CA","ct-bc","rcp26","grape-a","barley",2043,1865.927269,1432.106751,1463.239507,1658.338108
"v_11__CA__grape-a__ct-bc__rcp60","v_11","CA","ct-bc","rcp60","grape-a","barley",2043,2329.338641,1097.240771,1121.093831,1270.50948
"v_11__CA__grape-a__nt-bc__rcp26","v_11","CA","nt-bc","rcp26","grape-a","barley",2043,1869.057617,1435.849585,1467.063706,1662.6722
"v_11__CA__grape-a__nt-bc__rcp60","v_11","CA","nt-bc","rcp60","grape-a","barley",2043,2323.191209,1123.361867,1147.782777,1300.75544
"v_11__CA__grape-a__rt-bc__rcp26","v_11","CA","rt-bc","rcp26","grape-a","barley",2043,1884.148254,1434.827935,1466.019847,1661.48916
"v_11__CA__grape-a__rt-bc__rcp60","v_11","CA","rt-bc","rcp60","grape-a","barley",2043,2332.42854,1111.36391,1135.523995,1286.862848
"v_11__CA__grape-a__ct-lc__rcp26","v_11","CA","ct-lc","rcp26","grape-a","faba_bean",2043,1872.349258,2421.289156,2421.289156,3375.835843
"v_11__CA__grape-a__ct-lc__rcp60","v_11","CA","ct-lc","rcp60","grape-a","faba_bean",2043,2291.240099,1131.40345,1131.40345,1577.358631
"v_11__CA__grape-a__nt-lc__rcp26","v_11","CA","nt-lc","rcp26","grape-a","faba_bean",2043,1871.393776,2436.766526,2436.766526,3397.414868
"v_11__CA__grape-a__nt-lc__rcp60","v_11","CA","nt-lc","rcp60","grape-a","faba_bean",2043,2291.93422,1134.356295,1134.356295,1581.475372
"v_11__CA__grape-a__rt-lc__rcp26","v_11","CA","rt-lc","rcp26","grape-a","faba_bean",2043,1861.904265,2430.348447,2430.348447,3388.466585
"v_11__CA__grape-a__rt-lc__rcp60","v_11","CA","rt-lc","rcp60","grape-a","faba_bean",2043,2286.529356,1092.671796,1092.671796,1523.360467
"v_11__CA__grape-c__cn__rcp26","v_11","CA","cn","rcp26","grape-c","grape",2043,317.798243,158.887594,114.624778,159.037434
"v_11__CA__grape-c__cn__rcp60","v_11","CA","cn","rcp60","grape-c","grape",2043,331.334368,165.6556,119.308627,165.81043
"v_11__CA__grape-c__rn__rcp26","v_11","CA","rn","rcp26","grape-c","grape",2043,317.798243,158.887594,114.624778,159.037434
"v_11__CA__grape-c__rn__rcp60","v_11","CA","rn","rcp60","grape-c","grape",2043,331.334368,165.6556,119.308627,165.81043
"v_11__CA__grape-a__ct-bc__rcp26","v_11","CA","ct-bc","rcp26","grape-a","barley",2044,2837.12126,1613.167005,1463.239507,1658.338108
"v_11__CA__grape-a__ct-bc__rcp60","v_11","CA","ct-bc","rcp60","grape-a","barley",2044,1958.868801,999.042186,1020.760494,1156.861894
"v_11__CA__grape-a__nt-bc__rcp26","v_11","CA","nt-bc","rcp26","grape-a","barley",2044,2058.971761,1435.849585,1467.063706,1662.6722
"v_11__CA__grape-a__nt-bc__rcp60","v_11","CA","nt-bc","rcp60","grape-a","barley",2044,1963.131717,1013.399449,1035.429872,1173.487189
"v_11__CA__grape-a__rt-bc__rcp26","v_11","CA","rt-bc","rcp26","grape-a","barley",2044,1957.564941,1434.827935,1466.019847,1661.48916
"v_11__CA__grape-a__rt-bc__rcp60","v_11","CA","rt-bc","rcp60","grape-a","barley",2044,1961.552615,1006.298087,1028.174132,1165.264016
"v_11__CA__grape-a__ct-lc__rcp26","v_11","CA","ct-lc","rcp26","grape-a","faba_bean",2044,896.018921,2421.289156,2421.289156,3375.835843
"v_11__CA__grape-a__ct-lc__rcp60","v_11","CA","ct-lc","rcp60","grape-a","faba_bean",2044,1797.714687,1737.377105,1737.377105,2422.304617
"v_11__CA__grape-a__nt-lc__rcp26","v_11","CA","nt-lc","rcp26","grape-a","faba_bean",2044,950.753687,2436.766526,2436.766526,3397.414868
"v_11__CA__grape-a__nt-lc__rcp60","v_11","CA","nt-lc","rcp60","grape-a","faba_bean",2044,1797.714687,1734.569733,1734.569733,2418.390494
"v_11__CA__grape-a__rt-lc__rcp26","v_11","CA","rt-lc","rcp26","grape-a","faba_bean",2044,939.252064,2430.348447,2430.348447,3388.466585
"v_11__CA__grape-a__rt-lc__rcp60","v_11","CA","rt-lc","rcp60","grape-a","faba_bean",2044,1797.714687,1736.882899,1736.882899,2421.61558
"v_11__CA__grape-c__cn__rcp26","v_11","CA","cn","rcp26","grape-c","grape",2044,292.544967,116.438954,116.438954,159.150075
"v_11__CA__grape-c__cn__rcp60","v_11","CA","cn","rcp60","grape-c","grape",2044,333.387231,149.872312,117.913573,166.838702
"v_11__CA__grape-c__rn__rcp26","v_11","CA","rn","rcp26","grape-c","grape",2044,292.544967,116.438954,116.438954,159.150075
"v_11__CA__grape-c__rn__rcp60","v_11","CA","rn","rcp60","grape-c","grape",2044,333.387231,149.872312,117.913573,166.838702
"v_11__CA__grape-a__ct-bc__rcp26","v_11","CA","ct-bc","rcp26","grape-a","barley",2045,2079.697539,752.143418,768.494362,870.960277
"v_11__CA__grape-a__ct-bc__rcp60","v_11","CA","ct-bc","rcp60","grape-a","barley",2045,2984.601699,1301.894373,1020.760494,1156.861894
"v_11__CA__grape-a__nt-bc__rcp26","v_11","CA","nt-bc","rcp26","grape-a","barley",2045,2058.796119,1028.458695,1050.816492,1190.925358
"v_11__CA__grape-a__nt-bc__rcp60","v_11","CA","nt-bc","rcp60","grape-a","barley",2045,2636.016432,1013.399449,1035.429872,1173.487189
"v_11__CA__grape-a__rt-bc__rcp26","v_11","CA","rt-bc","rcp26","grape-a","barley",2045,2088.075179,1016.242125,1038.334345,1176.778924
"v_11__CA__grape-a__rt-bc__rcp60","v_11","CA","rt-bc","rcp60","grape-a","barley",2045,2779.670039,1006.298087,1028.174132,1165.264016
"v_11__CA__grape-a__ct-lc__rcp26","v_11","CA","ct-lc","rcp26","grape-a","faba_bean",2045,2217.932043,1237.557089,1237.557089,1725.440171
"v_11__CA__grape-a__ct-lc__rcp60","v_11","CA","ct-lc","rcp60","grape-a","faba_bean",2045,2068.064245,1738.755551,1738.755551,2424.105374
"v_11__CA__grape-a__nt-lc__rcp26","v_11","CA","nt-lc","rcp26","grape-a","faba_bean",2045,2205.475231,1287.421723,1287.421723,1794.962979
"v_11__CA__grape-a__nt-lc__rcp60","v_11","CA","nt-lc","rcp60","grape-a","faba_bean",2045,2161.93718,1735.94818,1735.94818,2420.191447
"v_11__CA__grape-a__rt-lc__rcp26","v_11","CA","rt-lc","rcp26","grape-a","faba_bean",2045,2226.54172,1258.70338,1258.70338,1754.922982
"v_11__CA__grape-a__rt-lc__rcp60","v_11","CA","rt-lc","rcp60","grape-a","faba_bean",2045,2117.151278,1738.261345,1738.261345,2423.416372
"v_11__CA__grape-c__cn__rcp26","v_11","CA","cn","rcp26","grape-c","grape",2045,318.213883,149.764332,118.193639,159.24912
"v_11__CA__grape-c__cn__rcp60","v_11","CA","cn","rcp60","grape-c","grape",2045,335.491873,167.734023,138.871041,167.890171
"v_11__CA__grape-c__rn__rcp26","v_11","CA","rn","rcp26","grape-c","grape",2045,318.213883,149.764332,118.193639,159.24912
"v_11__CA__grape-c__rn__rcp60","v_11","CA","rn","rcp60","grape-c","grape",2045,335.491873,167.734023,138.871041,167.890171
"v_11__CA__grape-a__ct-bc__rcp26","v_11","CA","ct-bc","rcp26","grape-a","barley",2046,1950.480614,796.383229,813.695908,922.188696
"v_11__CA__grape-a__ct-bc__rcp60","v_11","CA","ct-bc","rcp60","grape-a","barley",2046,3003.562084,787.604944,793.611372,899.426222
"v_11__CA__grape-a__nt-bc__rcp26","v_11","CA","nt-bc","rcp26","grape-a","barley",2046,2035.465464,828.752515,846.768874,959.671391
"v_11__CA__grape-a__nt-bc__rcp60","v_11","CA","nt-bc","rcp60","grape-a","barley",2046,2826.757074,791.256887,808.458124,916.252541
"v_11__CA__grape-a__rt-bc__rcp26","v_11","CA","rt-bc","rcp26","grape-a","barley",2046,1958.942105,816.290658,834.036107,945.240921
"v_11__CA__grape-a__rt-bc__rcp60","v_11","CA","rt-bc","rcp60","grape-a","barley",2046,2920.578546,780.178977,797.13939,903.424642
"v_11__CA__grape-a__ct-lc__rcp26","v_11","CA","ct-lc","rcp26","grape-a","faba_bean",2046,774.79371,1237.557089,1237.557089,1725.353899
"v_11__CA__grape-a__ct-lc__rcp60","v_11","CA","ct-lc","rcp60","grape-a","faba_bean",2046,3018.645076,794.857366,794.857366,1108.214596
"v_11__CA__grape-a__nt-lc__rcp26","v_11","CA","nt-lc","rcp26","grape-a","faba_bean",2046,773.995949,1287.421723,1287.421723,1794.873231
"v_11__CA__grape-a__nt-lc__rcp60","v_11","CA","nt-lc","rcp60","grape-a","faba_bean",2046,3018.645047,841.980367,841.980367,1173.914935
"v_11__CA__grape-a__rt-lc__rcp26","v_11","CA","rt-lc","rcp26","grape-a","faba_bean",2046,773.864462,1258.70338,1258.70338,1754.835236
"v_11__CA__grape-a__rt-lc__rcp60","v_11","CA","rt-lc","rcp60","grape-a","faba_bean",2046,3018.645077,815.050577,815.050577,1136.368593
"v_11__CA__grape-c__cn__rcp26","v_11","CA","cn","rcp26","grape-c","grape",2046,318.395316,128.063976,114.198465,159.337601
"v_11__CA__grape-c__cn__rcp60","v_11","CA","cn","rcp60","grape-c","grape",2046,337.631766,161.4636,123.257351,168.966554
"v_11__CA__grape-c__rn__rcp26","v_11","CA","rn","rcp26","grape-c","grape",2046,318.395316,128.063976,114.198465,159.337601
"v_11__CA__grape-c__rn__rcp60","v_11","CA","rn","rcp60","grape-c","grape",2046,337.631766,161.4636,123.257351,168.966554
"v_11__CA__grape-a__ct-bc__rcp26","v_11","CA","ct-bc","rcp26","grape-a","barley",2047,2250.389903,796.383229,813.695908,922.188696
"v_11__CA__grape-a__ct-bc__rcp60","v_11","CA","ct-bc","rcp60","grape-a","barley",2047,1304.937527,793.735491,810.99061,919.122692
"v_11__CA__grape-a__nt-bc__rcp26","v_11","CA","nt-bc","rcp26","grape-a","barley",2047,2241.465084,828.752515,846.768874,959.671391
"v_11__CA__grape-a__nt-bc__rcp60","v_11","CA","nt-bc","rcp60","grape-a","barley",2047,1333.252286,811.419155,829.058702,939.599862
"v_11__CA__grape-a__rt-bc__rcp26","v_11","CA","rt-bc","rcp26","grape-a","barley",2047,2250.408543,816.290658,834.036107,945.240921
"v_11__CA__grape-a__rt-bc__rcp60","v_11","CA","rt-bc","rcp60","grape-a","barley",2047,1309.326559,798.004605,815.352531,924.066202
"v_11__CA__grape-a__ct-lc__rcp26","v_11","CA","ct-lc","rcp26","grape-a","faba_bean",2047,1671.418903,1032.926514,1032.926514,1440.137929
"v_11__CA__grape-a__ct-lc__rcp60","v_11","CA","ct-lc","rcp60","grape-a","faba_bean",2047,3034.02081,766.256391,766.256391,1068.338238
"v_11__CA__grape-a__nt-lc__rcp26","v_11","CA","nt-lc","rcp26","grape-a","faba_bean",2047,1656.999207,1028.404519,1028.404519,1433.833224
"v_11__CA__grape-a__nt-lc__rcp60","v_11","CA","nt-lc","rcp60","grape-a","faba_bean",2047,3041.338235,785.158124,785.158124,1094.691615
"v_11__CA__grape-a__rt-lc__rcp26","v_11","CA","rt-lc","rcp26","grape-a","faba_bean",2047,1678.896756,1040.662673,1040.662673,1450.92392
"v_11__CA__grape-a__rt-lc__rcp60","v_11","CA","rt-lc","rcp60","grape-a","faba_bean",2047,3030.210238,739.641262,739.641262,1031.179044
"v_11__CA__grape-c__cn__rcp26","v_11","CA","cn","rcp26","grape-c","grape",2047,318.559062,159.267403,116.679243,159.418298
"v_11__CA__grape-c__cn__rcp60","v_11","CA","cn","rcp60","grape-c","grape",2047,339.837979,164.812773,124.868624,170.068176
"v_11__CA__grape-c__rn__rcp26","v_11","CA","rn","rcp26","grape-c","grape",2047,318.559062,159.267403,116.679243,159.418298
"v_11__CA__grape-c__rn__rcp60","v_11","CA","rn","rcp60","grape-c","grape",2047,339.837979,164.812773,124.868624,170.068176
"v_11__CA__grape-a__ct-bc__rcp26","v_11","CA","ct-bc","rcp26","grape-a","barley",2048,2843.535082,1164.98889,1190.314735,1349.023367
"v_11__CA__grape-a__ct-bc__rcp60","v_11","CA","ct-bc","rcp60","grape-a","barley",2048,960.77594,945.617274,966.174171,1094.997394
"v_11__CA__grape-a__nt-bc__rcp26","v_11","CA","nt-bc","rcp26","grape-a","barley",2048,2843.535082,1206.886586,1233.123251,1397.539684
"v_11__CA__grape-a__nt-bc__rcp60","v_11","CA","nt-bc","rcp60","grape-a","barley",2048,975.435747,957.837797,978.660358,1109.148405
"v_11__CA__grape-a__rt-bc__rcp26","v_11","CA","rt-bc","rcp26","grape-a","barley",2048,2843.535082,1186.360255,1212.150696,1373.770788
"v_11__CA__grape-a__rt-bc__rcp60","v_11","CA","rt-bc","rcp60","grape-a","barley",2048,969.875915,947.167056,967.757644,1096.791996
"v_11__CA__grape-a__ct-lc__rcp26","v_11","CA","ct-lc","rcp26","grape-a","faba_bean",2048,2698.347699,1078.795554,1078.795554,1504.089954
"v_11__CA__grape-a__ct-lc__rcp60","v_11","CA","ct-lc","rcp60","grape-a","faba_bean",2048,1062.738755,1048.765349,1048.765349,1462.220919
"v_11__CA__grape-a__nt-lc__rcp26","v_11","CA","nt-lc","rcp26","grape-a","faba_bean",2048,2691.422781,1077.339636,1077.339636,1502.060069
"v_11__CA__grape-a__nt-lc__rcp60","v_11","CA","nt-lc","rcp60","grape-a","faba_bean",2048,1061.958706,1122.626584,1122.626584,1565.200526
"v_11__CA__grape-a__rt-lc__rcp26","v_11","CA","rt-lc","rcp26","grape-a","faba_bean",2048,2701.759366,1087.364047,1087.364047,1516.036411
"v_11__CA__grape-a__rt-lc__rcp60","v_11","CA","rt-lc","rcp60","grape-a","faba_bean",2048,1064.393793,1033.873349,1033.873349,1441.458034
"v_11__CA__grape-c__cn__rcp26","v_11","CA","cn","rcp26","grape-c","grape",2048,318.691298,117.001819,117.001819,159.488997
"v_11__CA__grape-c__cn__rcp60","v_11","CA","cn","rcp60","grape-c","grape",2048,342.099027,171.034888,120.845965,171.19531
"v_11__CA__grape-c__rn__rcp26","v_11","CA","rn","rcp26","grape-c","grape",2048,318.691298,117.001819,117.001819,159.488997
"v_11__CA__grape-c__rn__rcp60","v_11","CA","rn","rcp60","grape-c","grape",2048,342.099027,171.034888,120.845965,171.19531
"v_11__CA__grape-a__ct-bc__rcp26","v_11","CA","ct-bc","rcp26","grape-a","barley",2049,1703.392374,1164.98889,1190.314735,1349.023367
"v_11__CA__grape-a__ct-bc__rcp60","v_11","CA","ct-bc","rcp60","grape-a","barley",2049,2408.079586,945.617274,966.174171,1094.997394
"v_11__CA__grape-a__nt-bc__rcp26","v_11","CA","nt-bc","rcp26","grape-a","barley",2049,1718.518627,1206.886586,1233.123251,1397.539684
"v_11__CA__grape-a__nt-bc__rcp60","v_11","CA","nt-bc","rcp60","grape-a","barley",2049,2462.293428,957.837797,978.660358,1109.148405
"v_11__CA__grape-a__rt-bc__rcp26","v_11","CA","rt-bc","rcp26","grape-a","barley",2049,1710.741103,1186.360255,1212.150696,1373.770788
"v_11__CA__grape-a__rt-bc__rcp60","v_11","CA","rt-bc","rcp60","grape-a","barley",2049,2419.54312,947.167056,967.757644,1096.791996
"v_11__CA__grape-a__ct-lc__rcp26","v_11","CA","ct-lc","rcp26","grape-a","faba_bean",2049,629.579179,1188.29022,1188.29022,1656.750788
"v_11__CA__grape-a__ct-lc__rcp60","v_11","CA","ct-lc","rcp60","grape-a","faba_bean",2049,2554.519952,1416.973976,1416.973976,1975.588716
"v_11__CA__grape-a__nt-lc__rcp26","v_11","CA","nt-lc","rcp26","grape-a","faba_bean",2049,630.277603,1185.254477,1185.254477,1652.518261
"v_11__CA__grape-a__nt-lc__rcp60","v_11","CA","nt-lc","rcp60","grape-a","faba_bean",2049,2546.916439,1422.206019,1422.206019,1982.883391
"v_11__CA__grape-a__rt-lc__rcp26","v_11","CA","rt-lc","rcp26","grape-a","faba_bean",2049,629.01219,1198.476757,1198.476757,1670.953171
"v_11__CA__grape-a__rt-lc__rcp60","v_11","CA","rt-lc","rcp60","grape-a","faba_bean",2049,2559.225948,1415.340305,1415.340305,1973.311001
"v_11__CA__grape-c__cn__rcp26","v_11","CA","cn","rcp26","grape-c","grape",2049,318.820153,105.485597,105.485597,159.543802
"v_11__CA__grape-c__cn__rcp60","v_11","CA","cn","rcp60","grape-c","grape",2049,344.392544,172.183935,126.728278,172.346672
"v_11__CA__grape-c__rn__rcp26","v_11","CA","rn","rcp26","grape-c","grape",2049,318.820153,105.485597,105.485597,159.543802
"v_11__CA__grape-c__rn__rcp60","v_11","CA","rn","rcp60","grape-c","grape",2049,344.392544,172.183935,126.728278,172.346672
"v_11__CA__grape-a__ct-bc__rcp26","v_11","CA","ct-bc","rcp26","grape-a","barley",2050,1972.976369,837.482307,855.688444,969.780236
"v_11__CA__grape-a__ct-bc__rcp60","v_11","CA","ct-bc","rcp60","grape-a","barley",2050,2784.791454,1379.776739,1409.771885,1597.74147
"v_11__CA__grape-a__nt-bc__rcp26","v_11","CA","nt-bc","rcp26","grape-a","barley",2050,1999.792267,861.325709,880.050181,997.390205
"v_11__CA__grape-a__nt-bc__rcp60","v_11","CA","nt-bc","rcp60","grape-a","barley",2050,2745.84492,1409.375134,1440.013724,1632.015554
"v_11__CA__grape-a__rt-bc__rcp26","v_11","CA","rt-bc","rcp26","grape-a","barley",2050,1977.027755,845.721818,864.107075,979.321352
"v_11__CA__grape-a__rt-bc__rcp60","v_11","CA","rt-bc","rcp60","grape-a","barley",2050,2784.379429,1394.545463,1424.861668,1614.843224
"v_11__CA__grape-a__ct-lc__rcp26","v_11","CA","ct-lc","rcp26","grape-a","faba_bean",2050,1762.106506,1310.771431,1310.771431,1827.517861
"v_11__CA__grape-a__ct-lc__rcp60","v_11","CA","ct-lc","rcp60","grape-a","faba_bean",2050,2228.59578,1791.011764,1791.011764,2497.083709
"v_11__CA__grape-a__nt-lc__rcp26","v_11","CA","nt-lc","rcp26","grape-a","faba_bean",2050,1795.352422,1356.089542,1356.089542,1890.701766
"v_11__CA__grape-a__nt-lc__rcp60","v_11","CA","nt-lc","rcp60","grape-a","faba_bean",2050,2228.595779,1787.967418,1787.967418,2492.839189
