"site","rcp","fit.1mo","dat","fit.12mo"
"v_1","rcp26",0.159070621883705,Jan 2022,NA
"v_1","rcp26",0.334487207517128,Feb 2022,NA
"v_1","rcp26",0.312372533013783,Mar 2022,NA
"v_1","rcp26",-0.143873066706185,Apr 2022,NA
"v_1","rcp26",-0.733251244595906,May 2022,NA
"v_1","rcp26",0.677274602678641,Jun 2022,NA
"v_1","rcp26",1.71121489528969,Jul 2022,NA
"v_1","rcp26",-0.253964163559781,Aug 2022,NA
"v_1","rcp26",-0.530950990844229,Sep 2022,NA
"v_1","rcp26",1.95220639523444,Oct 2022,NA
"v_1","rcp26",-0.401080830574032,Nov 2022,NA
"v_1","rcp26",-0.439195874935849,Dec 2022,0.304557425606618
"v_1","rcp26",1.08153519536004,Jan 2023,0.704356631250128
"v_1","rcp26",1.58354717148859,Feb 2023,1.10523185595882
"v_1","rcp26",0.234858040911458,Mar 2023,1.06837132461959
"v_1","rcp26",0.444417632268285,Apr 2023,1.114042221343
"v_1","rcp26",1.63617071280518,May 2023,1.32760080026181
"v_1","rcp26",0.971481613187358,Jun 2023,1.33971806365809
"v_1","rcp26",-0.420716670041245,Jul 2023,1.1826662889289
"v_1","rcp26",-0.169523913700219,Aug 2023,1.14420734694969
"v_1","rcp26",-1.1822624705874,Sep 2023,1.10830115724562
"v_1","rcp26",-1.04511793692869,Oct 2023,0.828824836793792
"v_1","rcp26",-1.25000569800676,Nov 2023,0.737264088570583
"v_1","rcp26",0.565609168718859,Dec 2023,0.98152594822467
"v_1","rcp26",0.280147375781757,Jan 2024,0.733907727749134
"v_1","rcp26",-0.725827000019491,Feb 2024,0.0256467382157689
"v_1","rcp26",0.300443151393901,Mar 2024,0.0205402141091573
"v_1","rcp26",0.625598382705147,Apr 2024,0.0416458006998941
"v_1","rcp26",-0.332584415367523,May 2024,-0.279274406660947
"v_1","rcp26",-0.170776718466556,Jun 2024,-0.37698442505552
"v_1","rcp26",-1.41491615167202,Jul 2024,-0.489282790980654
"v_1","rcp26",-0.866373820266597,Aug 2024,-0.517601284938773
"v_1","rcp26",-1.30446325887358,Sep 2024,-0.503837890500247
"v_1","rcp26",-0.906956102435578,Oct 2024,-0.524202416285285
"v_1","rcp26",-0.337339885924593,Nov 2024,-0.439033975580565
"v_1","rcp26",2.25093106958464,Dec 2024,0.701347935939238
"v_1","rcp26",1.5062042853498,Jan 2025,1.27167513796973
"v_1","rcp26",-0.543477086582913,Feb 2025,1.28315687011362
"v_1","rcp26",-0.488882350205395,Mar 2025,1.16126367178383
"v_1","rcp26",0.201423551864559,Apr 2025,1.08440054567498
"v_1","rcp26",-0.988367581884097,May 2025,1.01019682231399
"v_1","rcp26",0.181844935566043,Jun 2025,1.03602360206583
"v_1","rcp26",-0.688945158008734,Jul 2025,1.07107049333226
"v_1","rcp26",0.755660357077533,Aug 2025,1.12290231228183
"v_1","rcp26",-1.47189388668604,Sep 2025,1.10861553432485
"v_1","rcp26",0.494525975592518,Oct 2025,1.2035881164615
"v_1","rcp26",-0.523089511067055,Nov 2025,1.18127326929871
"v_1","rcp26",-0.0256491866388998,Dec 2025,0.101924443540741
"v_1","rcp26",-1.39627569515747,Jan 2026,-1.17529420932283
"v_1","rcp26",-0.0618745821357547,Feb 2026,-1.00386255921124
"v_1","rcp26",-1.40090459569273,Mar 2026,-1.16838338789563
"v_1","rcp26",0.00864332460824359,Apr 2026,-1.16846955125821
"v_1","rcp26",-0.369521153973247,May 2026,-1.03797926325521
"v_1","rcp26",-0.57526150641883,Jun 2026,-1.11715948773238
"v_1","rcp26",-0.403737845354182,Jul 2026,-1.03783382309338
"v_1","rcp26",-2.06069834838481,Aug 2026,-1.26992309826013
"v_1","rcp26",0.670922444283344,Sep 2026,-1.0656287637708
"v_1","rcp26",0.371797792021606,Oct 2026,-1.11052138747094
"v_1","rcp26",0.0292286798971746,Nov 2026,-1.02052690861597
"v_1","rcp26",0.944836269914266,Dec 2026,-0.804029122430068
"v_1","rcp26",-0.810444023783182,Jan 2027,-0.750505912420326
"v_1","rcp26",-0.183946623835056,Feb 2027,-0.743801815757652
"v_1","rcp26",-0.204043113701345,Mar 2027,-0.501677150097066
"v_1","rcp26",-0.854458486400008,Apr 2027,-0.66135762818447
"v_1","rcp26",0.773764124309703,May 2027,-0.429408250657195
"v_1","rcp26",-0.839289289437848,Jun 2027,-0.442901103326152
"v_1","rcp26",0.772073927025955,Jul 2027,-0.297471370082166
"v_1","rcp26",1.45012094212267,Aug 2027,0.0733316567758411
"v_1","rcp26",0.110738222098931,Sep 2027,0.0559734464297555
"v_1","rcp26",-0.168732663729144,Oct 2027,-0.0149827683589555
"v_1","rcp26",-0.197119784373393,Nov 2027,-0.0720753251389763
"v_1","rcp26",-0.0056625625202044,Dec 2027,-0.447800604880514
"v_1","rcp26",-1.4436871250501,Jan 2028,-0.664872852811306
"v_1","rcp26",-0.992472088651695,Feb 2028,-0.86551634665578
"v_1","rcp26",0.527666123888408,Mar 2028,-0.673691605201952
"v_1","rcp26",0.727286466458814,Apr 2028,-0.353647036268084
"v_1","rcp26",-0.046818733289553,May 2028,-0.44283248343085
"v_1","rcp26",-1.11815360920768,Jun 2028,-0.461021534344873
"v_1","rcp26",-1.79473433398635,Jul 2028,-0.769408845264716
"v_1","rcp26",-0.501387909703656,Aug 2028,-0.933069872690168
