"state","county","fips","year","crop_name","cdl_crop_id","eval.acres","ct.acres","cc.acres","nt.acres","rt.acres","NS","perc_ct","perc_cc","perc_nt","perc_rt","perc_eval"
"IL","St. Clair",17163,2017,"Corn",1,82717.1720973055,19522.4964187251,12350.5830890368,39311.0847465727,23804.3914266582,"S",23.6015036826447,14.9310992819097,47.5246962025352,28.7780527586891,95.19
"IL","St. Clair",17163,2017,"Soybeans",5,94684.3323771696,8497.1467695228,20148.4152864762,44603.7709038157,41435.9709100754,"S",8.9741845944215,21.279566302708,47.1078686240709,43.762225354262,83.94
"IL","St. Clair",17163,2018,"Corn",1,84081.4119695144,29956.2803532424,22329.087494763,32399.1150446003,21610.2172573136,"S",35.6277084929351,26.5565087118886,38.5330292221393,25.7015394379305,93.53
"IL","St. Clair",17163,2018,"Soybeans",5,88039.1335881638,14096.4252132274,25711.0061673603,19277.4846937979,54548.7212527055,"S",16.0115446832641,29.2040654189456,21.8964952381013,61.9596298026713,79.96
"IL","St. Clair",17163,2019,"Corn",1,78836.9915829309,6339.93973553991,35650.295464314,46677.1061157785,25790.327587506,"S",8.04183367254792,45.2202636712899,59.2071122687089,32.7134852176296,92.86
"IL","St. Clair",17163,2019,"Soybeans",5,88875.7775431571,3031.73955776431,52542.2205525601,53242.7011348403,32470.7005185162,"S",3.41121016498801,59.1187182886205,59.9068751989103,36.5349270815085,79.5
"IL","St. Clair",17163,2020,"Corn",1,88460.6974771617,10601.4058447761,10180.5102628788,44560.5826096625,33191.813066599,"S",11.9843118437011,11.5085123147567,50.3733114032556,37.5215366973206,94.61
"IL","St. Clair",17163,2020,"Soybeans",5,85222.3135395196,3180.61400891141,9512.33171169839,28980.5484544632,52798.8570602877,"S",3.73213760201016,11.1617853548265,34.0058222439881,61.9542639332405,79.65
"IL","St. Clair",17163,2021,"Corn",1,85142.0793389357,10929.1668874085,16795.0511750146,33820.9728823547,40381.716120599,"S",12.8363870982072,19.7259114475657,39.7229820377294,47.4286233483287,93.46
"IL","St. Clair",17163,2021,"Soybeans",5,87038.9183990548,4824.48043118631,19572.9789113865,27654.4843906121,54417.1747466943,"S",5.54290025648883,22.4876173456667,31.772550600666,62.5205089259074,78.41
"IL","Stark",17175,2015,"Corn",1,79293.237225989,4440.7877679402,3458.58337461544,50675.99740261,24176.4520554388,"N",5.60046218731589,4.36176336798854,63.9096084047891,30.489929407895,87.71
"IL","Stark",17175,2015,"Soybeans",5,62827.9635779399,888.844655255213,1240.75101288991,42812.5331093266,19126.5858133581,"N",1.41472778144811,1.97483881735355,68.142480945155,30.4427912733969,89.37
"IL","Stark",17175,2016,"Corn",1,84931.2099997122,12904.4484482649,295.052382270606,27738.3557348561,43123.0202566271,"N",15.1940004720392,0.347401599802482,32.659791064969,50.7740561529422,87.38
"IL","Stark",17175,2016,"Soybeans",5,57515.8857584993,7557.27368513227,392.412937471828,18722.7743467683,28401.1113756886,"N",13.1394545793212,0.68226878939066,32.5523533191899,49.3795948739113,88.21
"IL","Stark",17175,2017,"Corn",1,80170.3907341309,13920.3169435284,555.38925838693,44053.2389511335,22183.9943365182,"N",17.3634141184273,0.692761072137926,54.9495125915343,27.6710567746726,87.62
"IL","Stark",17175,2017,"Soybeans",5,62060.6875260066,4299.29158762236,277.516360263995,37312.2793894852,20449.116548899,"N",6.92756035907713,0.447169329453048,60.1222462671711,32.9501933737517,87.29
"IL","Stark",17175,2018,"Corn",1,80381.4458681859,27812.9039723897,223.458996816986,18649.1446297657,33919.3972660305,"N",34.6011491482735,0.27799823006845,23.2008076345723,42.1980432171542,93.14
"IL","Stark",17175,2018,"Soybeans",5,62060.8664554644,10015.7649749137,249.855897724207,16273.8028381213,35771.2986424294,"N",16.1386160828114,0.402598145972561,26.2223261897247,57.6390577274639,NA
