"county","crop_name","variable","value"
"Perry","Soybeans","perc_cc",10.5574923997013
"Piatt","Soybeans","perc_cc",1.89724103247229
"Pike","Soybeans","perc_cc",9.98092161853832
"Pope","Soybeans","perc_cc",4.79701339185138
"Pulaski","Soybeans","perc_cc",8.80911991512052
"Putnam","Soybeans","perc_cc",2.13101329455954
"Randolph","Soybeans","perc_cc",27.3329905620716
"Richland","Soybeans","perc_cc",5.33849701049535
"Rock Island","Soybeans","perc_cc",4.88621547636975
"Saline","Soybeans","perc_cc",3.10597757979582
"Sangamon","Soybeans","perc_cc",4.5980568857863
"Schuyler","Soybeans","perc_cc",5.45000540528023
"Scott","Soybeans","perc_cc",9.63143622114404
"Shelby","Soybeans","perc_cc",3.74246788873161
"St. Clair","Soybeans","perc_cc",29.2040654189456
"Stark","Soybeans","perc_cc",0.402598145972561
"Stephenson","Soybeans","perc_cc",6.61728651389861
"Tazewell","Soybeans","perc_cc",4.93381088194394
"Union","Soybeans","perc_cc",4.69755421381108
"Vermilion","Soybeans","perc_cc",1.87542651920974
"Wabash","Soybeans","perc_cc",0.967629298306858
"Warren","Soybeans","perc_cc",1.11431545897788
"Washington","Soybeans","perc_cc",8.9290593124082
"Wayne","Soybeans","perc_cc",8.5632255974733
"White","Soybeans","perc_cc",12.7556373499589
"Whiteside","Soybeans","perc_cc",4.65462034381458
"Will","Soybeans","perc_cc",1.18713743326439
"Williamson","Soybeans","perc_cc",8.88151137152817
"Winnebago","Soybeans","perc_cc",2.2631290180575
"Woodford","Soybeans","perc_cc",2.65128614611011
"Adams","Corn","perc_nt",26.6770746553973
"Alexander","Corn","perc_nt",69.4919900694391
"Bond","Corn","perc_nt",51.6022526156273
"Boone","Corn","perc_nt",15.7258602259368
"Brown","Corn","perc_nt",33.5084489502847
"Bureau","Corn","perc_nt",19.8600363020376
"Calhoun","Corn","perc_nt",45.8220817516185
"Carroll","Corn","perc_nt",20.5536682082432
"Cass","Corn","perc_nt",31.3357163874992
"Champaign","Corn","perc_nt",8.8092191616643
"Christian","Corn","perc_nt",8.55745627463658
"Clark","Corn","perc_nt",17.7361891769874
"Clay","Corn","perc_nt",34.8068359769447
"Clinton","Corn","perc_nt",22.9909372053521
"Coles","Corn","perc_nt",12.1996477738822
"Cook","Corn","perc_nt",75.9321661508805
"Crawford","Corn","perc_nt",32.4105129118053
"Cumberland","Corn","perc_nt",26.8243949345423
"DeKalb","Corn","perc_nt",18.6567327035514
"DeWitt","Corn","perc_nt",24.7176812890196
"Douglas","Corn","perc_nt",4.62168267706992
"DuPage","Corn","perc_nt",54.4407700232463
"Edgar","Corn","perc_nt",15.7073170995006
"Edwards","Corn","perc_nt",58.4889575275885
"Effingham","Corn","perc_nt",30.5545788930207
"Fayette","Corn","perc_nt",39.2427739026615
"Ford","Corn","perc_nt",26.0563509086604
"Franklin","Corn","perc_nt",63.3004457196745
"Fulton","Corn","perc_nt",49.1702814054152
"Gallatin","Corn","perc_nt",24.1506033268366
"Greene","Corn","perc_nt",36.0269340146408
"Grundy","Corn","perc_nt",35.9997928789715
"Hamilton","Corn","perc_nt",49.1239750277754
"Hancock","Corn","perc_nt",26.5729396198937
"Hardin","Corn","perc_nt",80.659833147866
"Henderson","Corn","perc_nt",29.596931410463
"Henry","Corn","perc_nt",47.8752636973385
"Iroquois","Corn","perc_nt",31.4903967138465
"Jackson","Corn","perc_nt",68.295377415474
"Jasper","Corn","perc_nt",35.0248868320372
"Jefferson","Corn","perc_nt",56.7050763811157
"Jersey","Corn","perc_nt",46.3443791546375
"Jo Daviess","Corn","perc_nt",32.8017480692514
"Johnson","Corn","perc_nt",86.2520509685391
"Kane","Corn","perc_nt",35.4807890720544
"Kankakee","Corn","perc_nt",35.662200134474
"Kendall","Corn","perc_nt",33.7463314063885
"Knox","Corn","perc_nt",50.4787102237048
"LaSalle","Corn","perc_nt",24.3632895939246
"Lawrence","Corn","perc_nt",30.965410486829
"Lee","Corn","perc_nt",17.9600905845736
"Livingston","Corn","perc_nt",22.5000709128945
"Logan","Corn","perc_nt",25.4105818602062
"Macon","Corn","perc_nt",23.9891320707909
"Macoupin","Corn","perc_nt",15.2403470563485
"Madison","Corn","perc_nt",33.8521785263455
"Marion","Corn","perc_nt",22.0704011926925
"Marshall","Corn","perc_nt",16.0387626238952
"Mason","Corn","perc_nt",40.3080074613013
"Massac","Corn","perc_nt",86.7890022911392
"McDonough","Corn","perc_nt",20.7150204210916
"McHenry","Corn","perc_nt",21.4453693515442
"McLean","Corn","perc_nt",27.6688277780082
"Menard","Corn","perc_nt",36.7541123857592
"Mercer","Corn","perc_nt",46.7637520890363
"Monroe","Corn","perc_nt",34.4079691492219
"Montgomery","Corn","perc_nt",27.4097923456317
"Morgan","Corn","perc_nt",24.2741297415658
"Moultrie","Corn","perc_nt",12.0424160762379
"Ogle","Corn","perc_nt",20.9700928052815
"Peoria","Corn","perc_nt",27.278827346517
"Perry","Corn","perc_nt",60.1401157547915
"Piatt","Corn","perc_nt",14.2548801017834
"Pike","Corn","perc_nt",24.1063723868395
"Pope","Corn","perc_nt",70.2584394786605
"Pulaski","Corn","perc_nt",64.640474004166
"Putnam","Corn","perc_nt",28.7762247510109
"Randolph","Corn","perc_nt",69.85111618195
"Richland","Corn","perc_nt",42.1583764242497
"Rock Island","Corn","perc_nt",39.707590541441
"Saline","Corn","perc_nt",48.5236936335329
"Sangamon","Corn","perc_nt",13.9496799943066
"Schuyler","Corn","perc_nt",33.8434613675017
"Scott","Corn","perc_nt",36.1547432618568
"Shelby","Corn","perc_nt",18.0713600704273
"St. Clair","Corn","perc_nt",38.5330292221393
"Stark","Corn","perc_nt",23.2008076345723
"Stephenson","Corn","perc_nt",22.1239142298347
"Tazewell","Corn","perc_nt",22.8402041942968
"Union","Corn","perc_nt",72.2686679729025
"Vermilion","Corn","perc_nt",28.793740755517
"Wabash","Corn","perc_nt",23.8836887932254
"Warren","Corn","perc_nt",25.2714470737173
"Washington","Corn","perc_nt",37.2162588193913
"Wayne","Corn","perc_nt",50.3800724818259
"White","Corn","perc_nt",50.5338117385139
"Whiteside","Corn","perc_nt",19.7917660013906
"Will","Corn","perc_nt",58.1114740064201
"Williamson","Corn","perc_nt",87.4777275628591
"Winnebago","Corn","perc_nt",29.1681078657311
"Woodford","Corn","perc_nt",12.8784061071188
"Adams","Soybeans","perc_nt",31.5502693522408
"Alexander","Soybeans","perc_nt",60.0843337064858
"Bond","Soybeans","perc_nt",45.0323516651392
"Boone","Soybeans","perc_nt",12.0381792625352
"Brown","Soybeans","perc_nt",54.812501983643
"Bureau","Soybeans","perc_nt",28.8249738315404
"Calhoun","Soybeans","perc_nt",52.1955531210558
"Carroll","Soybeans","perc_nt",41.0121731228833
"Cass","Soybeans","perc_nt",35.1852999798842
"Champaign","Soybeans","perc_nt",9.98016315996448
"Christian","Soybeans","perc_nt",9.19192082014413
"Clark","Soybeans","perc_nt",14.7323834632224
"Clay","Soybeans","perc_nt",31.1069913115904
"Clinton","Soybeans","perc_nt",23.2173006762155
"Coles","Soybeans","perc_nt",6.17878497166087
"Cook","Soybeans","perc_nt",56.2365429848692
"Crawford","Soybeans","perc_nt",34.9129773916922
"Cumberland","Soybeans","perc_nt",29.9620046754871
"DeKalb","Soybeans","perc_nt",21.525530033502
"DeWitt","Soybeans","perc_nt",20.6255681558368
"Douglas","Soybeans","perc_nt",4.48047437592328
"DuPage","Soybeans","perc_nt",24.1604538337851
"Edgar","Soybeans","perc_nt",17.4711281507501
"Edwards","Soybeans","perc_nt",53.2580686409902
"Effingham","Soybeans","perc_nt",27.2796510209723
"Fayette","Soybeans","perc_nt",49.1473212004415
"Ford","Soybeans","perc_nt",35.6132078891451
"Franklin","Soybeans","perc_nt",70.0980149350746
"Fulton","Soybeans","perc_nt",50.7822396103666
"Gallatin","Soybeans","perc_nt",27.4037555858018
"Greene","Soybeans","perc_nt",41.2883149871444
"Grundy","Soybeans","perc_nt",47.2666870077413
"Hamilton","Soybeans","perc_nt",42.5059876605936
"Hancock","Soybeans","perc_nt",25.5538137501646
"Hardin","Soybeans","perc_nt",63.7019738312337
"Henderson","Soybeans","perc_nt",27.8625193225831
"Henry","Soybeans","perc_nt",43.3991330144625
"Iroquois","Soybeans","perc_nt",38.2519371314745
"Jackson","Soybeans","perc_nt",69.0204664285204
"Jasper","Soybeans","perc_nt",39.3484286093946
"Jefferson","Soybeans","perc_nt",61.2535459439462
"Jersey","Soybeans","perc_nt",47.5008718934345
"Jo Daviess","Soybeans","perc_nt",32.0294300601205
"Johnson","Soybeans","perc_nt",91.1680972223081
"Kane","Soybeans","perc_nt",32.4412607620527
"Kankakee","Soybeans","perc_nt",44.465469853975
"Kendall","Soybeans","perc_nt",44.732405044879
"Knox","Soybeans","perc_nt",69.4440885644831
"LaSalle","Soybeans","perc_nt",25.6720069563868
"Lawrence","Soybeans","perc_nt",27.209863181907
"Lee","Soybeans","perc_nt",17.5934169638623
"Livingston","Soybeans","perc_nt",33.3739814826198
"Logan","Soybeans","perc_nt",23.4564767075395
"Macon","Soybeans","perc_nt",14.7432080315016
"Macoupin","Soybeans","perc_nt",14.8032569563872
"Madison","Soybeans","perc_nt",27.687881301009
"Marion","Soybeans","perc_nt",18.6666593021084
"Marshall","Soybeans","perc_nt",9.43267243062981
"Mason","Soybeans","perc_nt",25.0637568659067
"Massac","Soybeans","perc_nt",72.4990296626724
