"site_name","system","management","climate_scenario","year","NO3.yr"
"h_10","hops-a","rt-nc","rcp60",2050,28.37383
"h_10","hops-a","rt-nc","rcp60",2051,27.270181
"h_10","hops-a","rt-nc","rcp60",2052,29.163447
"h_10","hops-a","rt-nc","rcp60",2053,30.03586
"h_10","hops-a","rt-nc","rcp60",2054,26.135005
"h_10","hops-a","rt-nc","rcp60",2055,28.548961
"h_10","hops-a","rt-nc","rcp60",2056,26.846299
"h_10","hops-a","rt-nc","rcp60",2057,26.242629
"h_10","hops-a","rt-nc","rcp60",2058,28.157832
"h_10","hops-a","rt-nc","rcp60",2059,29.355249
"h_10","hops-a","rt-nc","rcp60",2060,25.754137
"h_10","hops-a","rt-nc","rcp60",2061,27.335239
"h_10","hops-a","rt-nc","rcp60",2062,26.537451
"h_10","hops-a","rt-nc","rcp60",2063,27.194987
"h_10","hops-a","rt-nc","rcp60",2064,25.201027
"h_10","hops-a","rt-nc","rcp60",2065,27.121246
"h_10","hops-a","rt-nc","rcp60",2066,25.511936
"h_10","hops-a","rt-nc","rcp60",2067,27.671357
"h_10","hops-a","rt-nc","rcp60",2068,26.968358
"h_10","hops-a","rt-nc","rcp60",2069,23.127709
"h_10","hops-a","rt-nc","rcp60",2070,26.79784
"h_10","hops-a","rt-nc","rcp60",2071,24.211405
"h_10","hops-a","rt-nc","rcp60",2072,24.656041
"h_10","hops-c","cn","rcp26",2013,83.092011
"h_10","hops-c","cn","rcp26",2014,102.390262
"h_10","hops-c","cn","rcp26",2015,103.682669
"h_10","hops-c","cn","rcp26",2016,113.741272
"h_10","hops-c","cn","rcp26",2017,109.070372
"h_10","hops-c","cn","rcp26",2018,108.795651
"h_10","hops-c","cn","rcp26",2019,96.411521
"h_10","hops-c","cn","rcp26",2020,98.50407
"h_10","hops-c","cn","rcp26",2021,103.847702
"h_10","hops-c","cn","rcp26",2022,105.40454
"h_10","hops-c","cn","rcp26",2023,100.309954
"h_10","hops-c","cn","rcp26",2024,109.640626
"h_10","hops-c","cn","rcp26",2025,104.9365
"h_10","hops-c","cn","rcp26",2026,107.183013
"h_10","hops-c","cn","rcp26",2027,99.561802
"h_10","hops-c","cn","rcp26",2028,99.182247
"h_10","hops-c","cn","rcp26",2029,103.322518
"h_10","hops-c","cn","rcp26",2030,98.727128
"h_10","hops-c","cn","rcp26",2031,101.70547
"h_10","hops-c","cn","rcp26",2032,101.929505
"h_10","hops-c","cn","rcp26",2033,102.507522
"h_10","hops-c","cn","rcp26",2034,106.273999
"h_10","hops-c","cn","rcp26",2035,99.259485
"h_10","hops-c","cn","rcp26",2036,99.84138
"h_10","hops-c","cn","rcp26",2037,99.815827
"h_10","hops-c","cn","rcp26",2038,96.71532
"h_10","hops-c","cn","rcp26",2039,100.048611
"h_10","hops-c","cn","rcp26",2040,91.269523
"h_10","hops-c","cn","rcp26",2041,95.169062
"h_10","hops-c","cn","rcp26",2042,91.932821
"h_10","hops-c","cn","rcp26",2043,100.646662
"h_10","hops-c","cn","rcp26",2044,101.960807
"h_10","hops-c","cn","rcp26",2045,96.0361
"h_10","hops-c","cn","rcp26",2046,96.367814
"h_10","hops-c","cn","rcp26",2047,91.401965
"h_10","hops-c","cn","rcp26",2048,95.983162
"h_10","hops-c","cn","rcp26",2049,95.152711
"h_10","hops-c","cn","rcp26",2050,89.149686
"h_10","hops-c","cn","rcp26",2051,95.690202
"h_10","hops-c","cn","rcp26",2052,96.613477
"h_10","hops-c","cn","rcp26",2053,92.32248
"h_10","hops-c","cn","rcp26",2054,102.127095
"h_10","hops-c","cn","rcp26",2055,96.095149
"h_10","hops-c","cn","rcp26",2056,91.908851
"h_10","hops-c","cn","rcp26",2057,89.344638
"h_10","hops-c","cn","rcp26",2058,95.929973
"h_10","hops-c","cn","rcp26",2059,92.879696
"h_10","hops-c","cn","rcp26",2060,91.285004
"h_10","hops-c","cn","rcp26",2061,103.329534
"h_10","hops-c","cn","rcp26",2062,93.890832
"h_10","hops-c","cn","rcp26",2063,95.586344
"h_10","hops-c","cn","rcp26",2064,92.543838
"h_10","hops-c","cn","rcp26",2065,86.097909
"h_10","hops-c","cn","rcp26",2066,96.698138
"h_10","hops-c","cn","rcp26",2067,92.368271
"h_10","hops-c","cn","rcp26",2068,90.634249
"h_10","hops-c","cn","rcp26",2069,94.461642
"h_10","hops-c","cn","rcp26",2070,96.853278
"h_10","hops-c","cn","rcp26",2071,92.736485
"h_10","hops-c","cn","rcp26",2072,95.192112
"h_10","hops-c","cn","rcp60",2013,78.9074
"h_10","hops-c","cn","rcp60",2014,101.774144
"h_10","hops-c","cn","rcp60",2015,108.948679
"h_10","hops-c","cn","rcp60",2016,107.909144
"h_10","hops-c","cn","rcp60",2017,108.941066
"h_10","hops-c","cn","rcp60",2018,104.511259
"h_10","hops-c","cn","rcp60",2019,105.857069
"h_10","hops-c","cn","rcp60",2020,104.189266
"h_10","hops-c","cn","rcp60",2021,113.618468
"h_10","hops-c","cn","rcp60",2022,98.727329
"h_10","hops-c","cn","rcp60",2023,106.081061
"h_10","hops-c","cn","rcp60",2024,109.042585
"h_10","hops-c","cn","rcp60",2025,109.993675
"h_10","hops-c","cn","rcp60",2026,108.824566
"h_10","hops-c","cn","rcp60",2027,104.066439
"h_10","hops-c","cn","rcp60",2028,108.730711
"h_10","hops-c","cn","rcp60",2029,91.447996
"h_10","hops-c","cn","rcp60",2030,105.789558
"h_10","hops-c","cn","rcp60",2031,104.311339
"h_10","hops-c","cn","rcp60",2032,94.932218
"h_10","hops-c","cn","rcp60",2033,95.520761
"h_10","hops-c","cn","rcp60",2034,92.242464
"h_10","hops-c","cn","rcp60",2035,91.932127
"h_10","hops-c","cn","rcp60",2036,98.655464
"h_10","hops-c","cn","rcp60",2037,96.137337
"h_10","hops-c","cn","rcp60",2038,99.415352
"h_10","hops-c","cn","rcp60",2039,93.897715
"h_10","hops-c","cn","rcp60",2040,93.604224
"h_10","hops-c","cn","rcp60",2041,97.104584
"h_10","hops-c","cn","rcp60",2042,96.407922
"h_10","hops-c","cn","rcp60",2043,99.17302
"h_10","hops-c","cn","rcp60",2044,95.554433
"h_10","hops-c","cn","rcp60",2045,101.832297
"h_10","hops-c","cn","rcp60",2046,91.201426
"h_10","hops-c","cn","rcp60",2047,91.700149
"h_10","hops-c","cn","rcp60",2048,99.780412
"h_10","hops-c","cn","rcp60",2049,94.205712
"h_10","hops-c","cn","rcp60",2050,92.499208
"h_10","hops-c","cn","rcp60",2051,84.730797
"h_10","hops-c","cn","rcp60",2052,92.505772
"h_10","hops-c","cn","rcp60",2053,93.965716
"h_10","hops-c","cn","rcp60",2054,94.243896
"h_10","hops-c","cn","rcp60",2055,98.673151
"h_10","hops-c","cn","rcp60",2056,93.97421
"h_10","hops-c","cn","rcp60",2057,93.057171
"h_10","hops-c","cn","rcp60",2058,94.609722
"h_10","hops-c","cn","rcp60",2059,92.66915
"h_10","hops-c","cn","rcp60",2060,95.506456
"h_10","hops-c","cn","rcp60",2061,93.475126
"h_10","hops-c","cn","rcp60",2062,88.569437
"h_10","hops-c","cn","rcp60",2063,89.423269
"h_10","hops-c","cn","rcp60",2064,85.543654
"h_10","hops-c","cn","rcp60",2065,89.719746
"h_10","hops-c","cn","rcp60",2066,94.782655
"h_10","hops-c","cn","rcp60",2067,92.667048
"h_10","hops-c","cn","rcp60",2068,93.872742
"h_10","hops-c","cn","rcp60",2069,93.811566
"h_10","hops-c","cn","rcp60",2070,93.433383
"h_10","hops-c","cn","rcp60",2071,89.861384
"h_10","hops-c","cn","rcp60",2072,92.154938
"h_10","hops-c","on","rcp26",2013,20.284676
"h_10","hops-c","on","rcp26",2014,41.531119
"h_10","hops-c","on","rcp26",2015,41.106617
"h_10","hops-c","on","rcp26",2016,52.568664
"h_10","hops-c","on","rcp26",2017,64.905356
"h_10","hops-c","on","rcp26",2018,62.215063
"h_10","hops-c","on","rcp26",2019,63.466501
"h_10","hops-c","on","rcp26",2020,71.021109
"h_10","hops-c","on","rcp26",2021,59.643655
"h_10","hops-c","on","rcp26",2022,70.806961
"h_10","hops-c","on","rcp26",2023,73.473088
"h_10","hops-c","on","rcp26",2024,78.293029
"h_10","hops-c","on","rcp26",2025,76.697925
"h_10","hops-c","on","rcp26",2026,72.953689
"h_10","hops-c","on","rcp26",2027,75.501927
"h_10","hops-c","on","rcp26",2028,73.01917
"h_10","hops-c","on","rcp26",2029,77.297093
"h_10","hops-c","on","rcp26",2030,84.077543
"h_10","hops-c","on","rcp26",2031,74.800331
"h_10","hops-c","on","rcp26",2032,78.155192
"h_10","hops-c","on","rcp26",2033,82.630149
"h_10","hops-c","on","rcp26",2034,80.147678
"h_10","hops-c","on","rcp26",2035,79.725289
"h_10","hops-c","on","rcp26",2036,71.97273
"h_10","hops-c","on","rcp26",2037,82.643408
"h_10","hops-c","on","rcp26",2038,83.075914
"h_10","hops-c","on","rcp26",2039,86.036267
"h_10","hops-c","on","rcp26",2040,81.79819
"h_10","hops-c","on","rcp26",2041,78.687274
"h_10","hops-c","on","rcp26",2042,77.188565
"h_10","hops-c","on","rcp26",2043,81.78866
"h_10","hops-c","on","rcp26",2044,85.795523
"h_10","hops-c","on","rcp26",2045,74.648745
"h_10","hops-c","on","rcp26",2046,87.531095
"h_10","hops-c","on","rcp26",2047,82.246783
"h_10","hops-c","on","rcp26",2048,76.726217
"h_10","hops-c","on","rcp26",2049,70.658646
"h_10","hops-c","on","rcp26",2050,83.143728
"h_10","hops-c","on","rcp26",2051,83.338492
"h_10","hops-c","on","rcp26",2052,85.737666
"h_10","hops-c","on","rcp26",2053,80.778618
"h_10","hops-c","on","rcp26",2054,83.097771
"h_10","hops-c","on","rcp26",2055,80.220796
"h_10","hops-c","on","rcp26",2056,87.06002
"h_10","hops-c","on","rcp26",2057,89.583192
"h_10","hops-c","on","rcp26",2058,82.672984
"h_10","hops-c","on","rcp26",2059,78.769754
"h_10","hops-c","on","rcp26",2060,73.082435
"h_10","hops-c","on","rcp26",2061,88.374353
"h_10","hops-c","on","rcp26",2062,88.396025
"h_10","hops-c","on","rcp26",2063,89.297035
"h_10","hops-c","on","rcp26",2064,88.835039
"h_10","hops-c","on","rcp26",2065,86.201461
"h_10","hops-c","on","rcp26",2066,90.27739
"h_10","hops-c","on","rcp26",2067,79.063599
"h_10","hops-c","on","rcp26",2068,87.469906
"h_10","hops-c","on","rcp26",2069,87.031087
"h_10","hops-c","on","rcp26",2070,91.194455
"h_10","hops-c","on","rcp26",2071,90.417321
"h_10","hops-c","on","rcp26",2072,86.362845
"h_10","hops-c","on","rcp60",2013,18.417679
"h_10","hops-c","on","rcp60",2014,44.800164
"h_10","hops-c","on","rcp60",2015,49.683758
"h_10","hops-c","on","rcp60",2016,52.873082
"h_10","hops-c","on","rcp60",2017,59.635206
"h_10","hops-c","on","rcp60",2018,57.103257
"h_10","hops-c","on","rcp60",2019,58.814524
"h_10","hops-c","on","rcp60",2020,71.109987
"h_10","hops-c","on","rcp60",2021,71.767266
"h_10","hops-c","on","rcp60",2022,71.376328
"h_10","hops-c","on","rcp60",2023,75.824565
"h_10","hops-c","on","rcp60",2024,71.873172
"h_10","hops-c","on","rcp60",2025,69.721387
"h_10","hops-c","on","rcp60",2026,83.208661
"h_10","hops-c","on","rcp60",2027,77.996903
"h_10","hops-c","on","rcp60",2028,78.872877
"h_10","hops-c","on","rcp60",2029,69.928515
"h_10","hops-c","on","rcp60",2030,75.264426
"h_10","hops-c","on","rcp60",2031,76.20502
"h_10","hops-c","on","rcp60",2032,73.093584
"h_10","hops-c","on","rcp60",2033,77.65103
"h_10","hops-c","on","rcp60",2034,77.904591
"h_10","hops-c","on","rcp60",2035,72.454183
"h_10","hops-c","on","rcp60",2036,80.177562
"h_10","hops-c","on","rcp60",2037,83.089744
"h_10","hops-c","on","rcp60",2038,84.581678
"h_10","hops-c","on","rcp60",2039,77.68682
"h_10","hops-c","on","rcp60",2040,77.113714
"h_10","hops-c","on","rcp60",2041,78.275155
"h_10","hops-c","on","rcp60",2042,81.240725
"h_10","hops-c","on","rcp60",2043,83.961216
"h_10","hops-c","on","rcp60",2044,72.900391
"h_10","hops-c","on","rcp60",2045,83.804158
"h_10","hops-c","on","rcp60",2046,73.638931
"h_10","hops-c","on","rcp60",2047,84.909184
"h_10","hops-c","on","rcp60",2048,84.406357
"h_10","hops-c","on","rcp60",2049,80.240677
"h_10","hops-c","on","rcp60",2050,87.632572
"h_10","hops-c","on","rcp60",2051,81.051545
"h_10","hops-c","on","rcp60",2052,88.553657
"h_10","hops-c","on","rcp60",2053,83.201892
"h_10","hops-c","on","rcp60",2054,84.307976
"h_10","hops-c","on","rcp60",2055,87.384025
"h_10","hops-c","on","rcp60",2056,81.649497
"h_10","hops-c","on","rcp60",2057,79.703477
"h_10","hops-c","on","rcp60",2058,83.981389
"h_10","hops-c","on","rcp60",2059,89.376102
"h_10","hops-c","on","rcp60",2060,84.792377
"h_10","hops-c","on","rcp60",2061,89.324575
"h_10","hops-c","on","rcp60",2062,85.56381
"h_10","hops-c","on","rcp60",2063,82.785069
"h_10","hops-c","on","rcp60",2064,81.100741
"h_10","hops-c","on","rcp60",2065,86.089264
"h_10","hops-c","on","rcp60",2066,86.361232
"h_10","hops-c","on","rcp60",2067,84.898916
"h_10","hops-c","on","rcp60",2068,86.142983
"h_10","hops-c","on","rcp60",2069,80.772876
"h_10","hops-c","on","rcp60",2070,90.888446
"h_10","hops-c","on","rcp60",2071,80.097011
"h_10","hops-c","on","rcp60",2072,79.086574
"h_11","hops-a","ct-bc","rcp26",2013,8.623376
"h_11","hops-a","ct-bc","rcp26",2014,20.668924
"h_11","hops-a","ct-bc","rcp26",2015,11.549051
"h_11","hops-a","ct-bc","rcp26",2016,2.728623
"h_11","hops-a","ct-bc","rcp26",2017,9.408874
"h_11","hops-a","ct-bc","rcp26",2018,11.47679
"h_11","hops-a","ct-bc","rcp26",2019,10.14069
"h_11","hops-a","ct-bc","rcp26",2020,11.14825
"h_11","hops-a","ct-bc","rcp26",2021,7.57835
"h_11","hops-a","ct-bc","rcp26",2022,26.81551
"h_11","hops-a","ct-bc","rcp26",2023,8.972365
"h_11","hops-a","ct-bc","rcp26",2024,27.159439
"h_11","hops-a","ct-bc","rcp26",2025,27.208446
"h_11","hops-a","ct-bc","rcp26",2026,17.808526
"h_11","hops-a","ct-bc","rcp26",2027,19.649508
"h_11","hops-a","ct-bc","rcp26",2028,10.860542
"h_11","hops-a","ct-bc","rcp26",2029,19.703011
"h_11","hops-a","ct-bc","rcp26",2030,11.041181
"h_11","hops-a","ct-bc","rcp26",2031,2.110774
"h_11","hops-a","ct-bc","rcp26",2032,10.309969
"h_11","hops-a","ct-bc","rcp26",2033,12.69209
"h_11","hops-a","ct-bc","rcp26",2034,4.433692
"h_11","hops-a","ct-bc","rcp26",2035,14.255506
"h_11","hops-a","ct-bc","rcp26",2036,14.340952
"h_11","hops-a","ct-bc","rcp26",2037,6.773388
"h_11","hops-a","ct-bc","rcp26",2038,3.010313
"h_11","hops-a","ct-bc","rcp26",2039,8.924843
"h_11","hops-a","ct-bc","rcp26",2040,5.17923
"h_11","hops-a","ct-bc","rcp26",2041,6.548922
"h_11","hops-a","ct-bc","rcp26",2042,12.037007
"h_11","hops-a","ct-bc","rcp26",2043,8.779351
"h_11","hops-a","ct-bc","rcp26",2044,8.728143
"h_11","hops-a","ct-bc","rcp26",2045,4.42414
"h_11","hops-a","ct-bc","rcp26",2046,12.759148
"h_11","hops-a","ct-bc","rcp26",2047,0.631374
"h_11","hops-a","ct-bc","rcp26",2048,14.255343
"h_11","hops-a","ct-bc","rcp26",2049,8.573607
"h_11","hops-a","ct-bc","rcp26",2050,4.601514
"h_11","hops-a","ct-bc","rcp26",2051,5.749183
"h_11","hops-a","ct-bc","rcp26",2052,12.003953
"h_11","hops-a","ct-bc","rcp26",2053,2.591458
"h_11","hops-a","ct-bc","rcp26",2054,10.411947
"h_11","hops-a","ct-bc","rcp26",2055,16.304031
"h_11","hops-a","ct-bc","rcp26",2056,3.898443
"h_11","hops-a","ct-bc","rcp26",2057,3.055352
"h_11","hops-a","ct-bc","rcp26",2058,4.930953
"h_11","hops-a","ct-bc","rcp26",2059,1.789488
"h_11","hops-a","ct-bc","rcp26",2060,6.184413
"h_11","hops-a","ct-bc","rcp26",2061,8.496697
"h_11","hops-a","ct-bc","rcp26",2062,6.487469
"h_11","hops-a","ct-bc","rcp26",2063,2.147925
"h_11","hops-a","ct-bc","rcp26",2064,2.269205
"h_11","hops-a","ct-bc","rcp26",2065,3.972611
"h_11","hops-a","ct-bc","rcp26",2066,0.793281
"h_11","hops-a","ct-bc","rcp26",2067,10.624376
"h_11","hops-a","ct-bc","rcp26",2068,3.173502
"h_11","hops-a","ct-bc","rcp26",2069,6.246631
"h_11","hops-a","ct-bc","rcp26",2070,1.519811
"h_11","hops-a","ct-bc","rcp26",2071,3.540633
"h_11","hops-a","ct-bc","rcp26",2072,8.448981
"h_11","hops-a","ct-bc","rcp26",2073,10.358833
"h_11","hops-a","ct-bc","rcp60",2013,12.410311
"h_11","hops-a","ct-bc","rcp60",2014,13.929892
"h_11","hops-a","ct-bc","rcp60",2015,7.542604
"h_11","hops-a","ct-bc","rcp60",2016,15.318497
"h_11","hops-a","ct-bc","rcp60",2017,12.498293
"h_11","hops-a","ct-bc","rcp60",2018,15.485751
"h_11","hops-a","ct-bc","rcp60",2019,21.819198
"h_11","hops-a","ct-bc","rcp60",2020,19.460051
"h_11","hops-a","ct-bc","rcp60",2021,29.766944
"h_11","hops-a","ct-bc","rcp60",2022,16.720249
"h_11","hops-a","ct-bc","rcp60",2023,14.152284
"h_11","hops-a","ct-bc","rcp60",2024,8.425386
"h_11","hops-a","ct-bc","rcp60",2025,12.329779
"h_11","hops-a","ct-bc","rcp60",2026,10.594366
"h_11","hops-a","ct-bc","rcp60",2027,10.027815
"h_11","hops-a","ct-bc","rcp60",2028,14.317607
"h_11","hops-a","ct-bc","rcp60",2029,13.514188
"h_11","hops-a","ct-bc","rcp60",2030,12.784034
"h_11","hops-a","ct-bc","rcp60",2031,15.479951
"h_11","hops-a","ct-bc","rcp60",2032,7.664559
"h_11","hops-a","ct-bc","rcp60",2033,6.523889
"h_11","hops-a","ct-bc","rcp60",2034,7.41876
"h_11","hops-a","ct-bc","rcp60",2035,10.902649
"h_11","hops-a","ct-bc","rcp60",2036,14.150097
"h_11","hops-a","ct-bc","rcp60",2037,13.254303
"h_11","hops-a","ct-bc","rcp60",2038,8.382673
"h_11","hops-a","ct-bc","rcp60",2039,14.018377
"h_11","hops-a","ct-bc","rcp60",2040,7.810377
"h_11","hops-a","ct-bc","rcp60",2041,2.258301
"h_11","hops-a","ct-bc","rcp60",2042,9.717285
"h_11","hops-a","ct-bc","rcp60",2043,4.924759
"h_11","hops-a","ct-bc","rcp60",2044,5.885029
"h_11","hops-a","ct-bc","rcp60",2045,2.603171
"h_11","hops-a","ct-bc","rcp60",2046,2.965379
"h_11","hops-a","ct-bc","rcp60",2047,5.589842
"h_11","hops-a","ct-bc","rcp60",2048,5.534594
"h_11","hops-a","ct-bc","rcp60",2049,1.880235
"h_11","hops-a","ct-bc","rcp60",2050,8.569715
"h_11","hops-a","ct-bc","rcp60",2051,2.149464
"h_11","hops-a","ct-bc","rcp60",2052,12.302007
"h_11","hops-a","ct-bc","rcp60",2053,2.037155
"h_11","hops-a","ct-bc","rcp60",2054,5.006038
"h_11","hops-a","ct-bc","rcp60",2055,2.312033
"h_11","hops-a","ct-bc","rcp60",2056,8.316368
"h_11","hops-a","ct-bc","rcp60",2057,12.968898
"h_11","hops-a","ct-bc","rcp60",2058,5.166262
"h_11","hops-a","ct-bc","rcp60",2059,11.39303
"h_11","hops-a","ct-bc","rcp60",2060,6.316028
"h_11","hops-a","ct-bc","rcp60",2061,5.447294
"h_11","hops-a","ct-bc","rcp60",2062,6.374758
"h_11","hops-a","ct-bc","rcp60",2063,2.080152
"h_11","hops-a","ct-bc","rcp60",2064,9.54882
"h_11","hops-a","ct-bc","rcp60",2065,3.615838
"h_11","hops-a","ct-bc","rcp60",2066,0.951323
"h_11","hops-a","ct-bc","rcp60",2067,13.795196
"h_11","hops-a","ct-bc","rcp60",2068,3.039991
"h_11","hops-a","ct-bc","rcp60",2069,2.834893
"h_11","hops-a","ct-bc","rcp60",2070,7.305292
"h_11","hops-a","ct-bc","rcp60",2071,1.821947
"h_11","hops-a","ct-bc","rcp60",2072,6.57546
"h_11","hops-a","ct-bc","rcp60",2073,7.595099
"h_11","hops-a","ct-nc","rcp26",2013,28.667714
"h_11","hops-a","ct-nc","rcp26",2014,42.777009
"h_11","hops-a","ct-nc","rcp26",2015,39.269722
"h_11","hops-a","ct-nc","rcp26",2016,42.231117
"h_11","hops-a","ct-nc","rcp26",2017,48.437867
"h_11","hops-a","ct-nc","rcp26",2018,43.377864
"h_11","hops-a","ct-nc","rcp26",2019,41.430555
"h_11","hops-a","ct-nc","rcp26",2020,61.906188
"h_11","hops-a","ct-nc","rcp26",2021,25.339746
"h_11","hops-a","ct-nc","rcp26",2022,63.203183
"h_11","hops-a","ct-nc","rcp26",2023,22.211772
"h_11","hops-a","ct-nc","rcp26",2024,54.319044
"h_11","hops-a","ct-nc","rcp26",2025,53.732478
"h_11","hops-a","ct-nc","rcp26",2026,35.419137
"h_11","hops-a","ct-nc","rcp26",2027,38.301208
"h_11","hops-a","ct-nc","rcp26",2028,23.326967
"h_11","hops-a","ct-nc","rcp26",2029,33.253368
"h_11","hops-a","ct-nc","rcp26",2030,45.838667
"h_11","hops-a","ct-nc","rcp26",2031,16.728999
"h_11","hops-a","ct-nc","rcp26",2032,32.62627
"h_11","hops-a","ct-nc","rcp26",2033,48.649498
"h_11","hops-a","ct-nc","rcp26",2034,29.952399
"h_11","hops-a","ct-nc","rcp26",2035,38.079098
"h_11","hops-a","ct-nc","rcp26",2036,29.380432
"h_11","hops-a","ct-nc","rcp26",2037,23.723059
"h_11","hops-a","ct-nc","rcp26",2038,22.72915
"h_11","hops-a","ct-nc","rcp26",2039,33.334756
"h_11","hops-a","ct-nc","rcp26",2040,29.259891
"h_11","hops-a","ct-nc","rcp26",2041,27.049004
"h_11","hops-a","ct-nc","rcp26",2042,26.650778
"h_11","hops-a","ct-nc","rcp26",2043,28.224224
"h_11","hops-a","ct-nc","rcp26",2044,26.711647
"h_11","hops-a","ct-nc","rcp26",2045,22.210059
"h_11","hops-a","ct-nc","rcp26",2046,38.758867
"h_11","hops-a","ct-nc","rcp26",2047,9.580536
"h_11","hops-a","ct-nc","rcp26",2048,35.68425
"h_11","hops-a","ct-nc","rcp26",2049,23.417066
"h_11","hops-a","ct-nc","rcp26",2050,21.612007
"h_11","hops-a","ct-nc","rcp26",2051,23.956804
"h_11","hops-a","ct-nc","rcp26",2052,28.251449
"h_11","hops-a","ct-nc","rcp26",2053,11.929904
"h_11","hops-a","ct-nc","rcp26",2054,22.374199
"h_11","hops-a","ct-nc","rcp26",2055,26.279597
"h_11","hops-a","ct-nc","rcp26",2056,20.664675
"h_11","hops-a","ct-nc","rcp26",2057,31.329391
"h_11","hops-a","ct-nc","rcp26",2058,25.628313
"h_11","hops-a","ct-nc","rcp26",2059,10.775203
"h_11","hops-a","ct-nc","rcp26",2060,25.517467
"h_11","hops-a","ct-nc","rcp26",2061,32.512117
"h_11","hops-a","ct-nc","rcp26",2062,14.115075
"h_11","hops-a","ct-nc","rcp26",2063,29.370626
"h_11","hops-a","ct-nc","rcp26",2064,23.860562
"h_11","hops-a","ct-nc","rcp26",2065,25.339779
"h_11","hops-a","ct-nc","rcp26",2066,11.457837
"h_11","hops-a","ct-nc","rcp26",2067,31.632009
"h_11","hops-a","ct-nc","rcp26",2068,19.26124
"h_11","hops-a","ct-nc","rcp26",2069,26.364421
"h_11","hops-a","ct-nc","rcp26",2070,25.464468
"h_11","hops-a","ct-nc","rcp26",2071,25.001398
"h_11","hops-a","ct-nc","rcp26",2072,26.373326
"h_11","hops-a","ct-nc","rcp60",2013,27.724755
"h_11","hops-a","ct-nc","rcp60",2014,56.613865
"h_11","hops-a","ct-nc","rcp60",2015,42.816394
"h_11","hops-a","ct-nc","rcp60",2016,60.406053
"h_11","hops-a","ct-nc","rcp60",2017,42.04015
"h_11","hops-a","ct-nc","rcp60",2018,35.843677
"h_11","hops-a","ct-nc","rcp60",2019,43.903851
"h_11","hops-a","ct-nc","rcp60",2020,38.604247
"h_11","hops-a","ct-nc","rcp60",2021,69.960756
"h_11","hops-a","ct-nc","rcp60",2022,41.312559
"h_11","hops-a","ct-nc","rcp60",2023,42.56394
"h_11","hops-a","ct-nc","rcp60",2024,38.651359
"h_11","hops-a","ct-nc","rcp60",2025,31.857421
"h_11","hops-a","ct-nc","rcp60",2026,30.469863
"h_11","hops-a","ct-nc","rcp60",2027,34.749822
"h_11","hops-a","ct-nc","rcp60",2028,39.170507
"h_11","hops-a","ct-nc","rcp60",2029,26.708929
"h_11","hops-a","ct-nc","rcp60",2030,48.458956
"h_11","hops-a","ct-nc","rcp60",2031,35.991077
"h_11","hops-a","ct-nc","rcp60",2032,20.916188
"h_11","hops-a","ct-nc","rcp60",2033,26.666441
"h_11","hops-a","ct-nc","rcp60",2034,36.992636
"h_11","hops-a","ct-nc","rcp60",2035,29.965372
"h_11","hops-a","ct-nc","rcp60",2036,30.299369
"h_11","hops-a","ct-nc","rcp60",2037,32.713827
"h_11","hops-a","ct-nc","rcp60",2038,26.415738
"h_11","hops-a","ct-nc","rcp60",2039,27.853874
"h_11","hops-a","ct-nc","rcp60",2040,30.119301
"h_11","hops-a","ct-nc","rcp60",2041,12.36495
"h_11","hops-a","ct-nc","rcp60",2042,39.327813
"h_11","hops-a","ct-nc","rcp60",2043,23.1333
"h_11","hops-a","ct-nc","rcp60",2044,24.653028
"h_11","hops-a","ct-nc","rcp60",2045,14.296141
"h_11","hops-a","ct-nc","rcp60",2046,39.604725
"h_11","hops-a","ct-nc","rcp60",2047,23.83787
"h_11","hops-a","ct-nc","rcp60",2048,26.144008
"h_11","hops-a","ct-nc","rcp60",2049,14.416449
"h_11","hops-a","ct-nc","rcp60",2050,45.28462
"h_11","hops-a","ct-nc","rcp60",2051,18.519817
"h_11","hops-a","ct-nc","rcp60",2052,46.204953
"h_11","hops-a","ct-nc","rcp60",2053,16.36897
"h_11","hops-a","ct-nc","rcp60",2054,25.563031
"h_11","hops-a","ct-nc","rcp60",2055,30.805061
"h_11","hops-a","ct-nc","rcp60",2056,30.543814
"h_11","hops-a","ct-nc","rcp60",2057,27.094889
"h_11","hops-a","ct-nc","rcp60",2058,10.229526
"h_11","hops-a","ct-nc","rcp60",2059,32.917768
"h_11","hops-a","ct-nc","rcp60",2060,36.198682
"h_11","hops-a","ct-nc","rcp60",2061,16.604598
"h_11","hops-a","ct-nc","rcp60",2062,29.918475
"h_11","hops-a","ct-nc","rcp60",2063,26.627977
"h_11","hops-a","ct-nc","rcp60",2064,27.965154
"h_11","hops-a","ct-nc","rcp60",2065,30.513963
"h_11","hops-a","ct-nc","rcp60",2066,19.480767
"h_11","hops-a","ct-nc","rcp60",2067,32.093305
"h_11","hops-a","ct-nc","rcp60",2068,11.411246
"h_11","hops-a","ct-nc","rcp60",2069,21.944678
"h_11","hops-a","ct-nc","rcp60",2070,35.277322
"h_11","hops-a","ct-nc","rcp60",2071,12.83675
"h_11","hops-a","ct-nc","rcp60",2072,36.884457
"h_11","hops-a","nt-bc","rcp26",2013,0.508604
"h_11","hops-a","nt-bc","rcp26",2014,0.395501
"h_11","hops-a","nt-bc","rcp26",2015,0.999853
"h_11","hops-a","nt-bc","rcp26",2016,0.295905
"h_11","hops-a","nt-bc","rcp26",2017,1.26737
