"site_name","system","management","climate_scenario","year","NO3.yr"
"h_2","hops-c","on","rcp26",2051,39.824354
"h_2","hops-c","on","rcp26",2052,43.526237
"h_2","hops-c","on","rcp26",2053,42.122223
"h_2","hops-c","on","rcp26",2054,41.840248
"h_2","hops-c","on","rcp26",2055,40.95249
"h_2","hops-c","on","rcp26",2056,41.824036
"h_2","hops-c","on","rcp26",2057,44.806739
"h_2","hops-c","on","rcp26",2058,42.783814
"h_2","hops-c","on","rcp26",2059,35.229513
"h_2","hops-c","on","rcp26",2060,43.952242
"h_2","hops-c","on","rcp26",2061,46.514523
"h_2","hops-c","on","rcp26",2062,41.67557
"h_2","hops-c","on","rcp26",2063,42.683849
"h_2","hops-c","on","rcp26",2064,47.759547
"h_2","hops-c","on","rcp26",2065,42.409626
"h_2","hops-c","on","rcp26",2066,42.775744
"h_2","hops-c","on","rcp26",2067,46.268638
"h_2","hops-c","on","rcp26",2068,42.743909
"h_2","hops-c","on","rcp26",2069,41.847781
"h_2","hops-c","on","rcp26",2070,41.164379
"h_2","hops-c","on","rcp26",2071,37.159234
"h_2","hops-c","on","rcp26",2072,42.07673
"h_2","hops-c","on","rcp60",2013,5.343811
"h_2","hops-c","on","rcp60",2014,8.957048
"h_2","hops-c","on","rcp60",2015,11.143227
"h_2","hops-c","on","rcp60",2016,10.361185
"h_2","hops-c","on","rcp60",2017,7.679629
"h_2","hops-c","on","rcp60",2018,15.11667
"h_2","hops-c","on","rcp60",2019,12.279487
"h_2","hops-c","on","rcp60",2020,23.829451
"h_2","hops-c","on","rcp60",2021,18.154088
"h_2","hops-c","on","rcp60",2022,25.106949
"h_2","hops-c","on","rcp60",2023,25.785946
"h_2","hops-c","on","rcp60",2024,21.638521
"h_2","hops-c","on","rcp60",2025,27.316363
"h_2","hops-c","on","rcp60",2026,27.535485
"h_2","hops-c","on","rcp60",2027,31.147
"h_2","hops-c","on","rcp60",2028,33.548865
"h_2","hops-c","on","rcp60",2029,14.937562
"h_2","hops-c","on","rcp60",2030,36.341771
"h_2","hops-c","on","rcp60",2031,24.920399
"h_2","hops-c","on","rcp60",2032,27.414559
"h_2","hops-c","on","rcp60",2033,31.172396
"h_2","hops-c","on","rcp60",2034,37.61661
"h_2","hops-c","on","rcp60",2035,35.06546
"h_2","hops-c","on","rcp60",2036,29.616925
"h_2","hops-c","on","rcp60",2037,32.121665
"h_2","hops-c","on","rcp60",2038,38.739674
"h_2","hops-c","on","rcp60",2039,36.740777
"h_2","hops-c","on","rcp60",2040,29.973889
"h_2","hops-c","on","rcp60",2041,28.63035
"h_2","hops-c","on","rcp60",2042,43.156706
"h_2","hops-c","on","rcp60",2043,39.835746
"h_2","hops-c","on","rcp60",2044,34.03539
"h_2","hops-c","on","rcp60",2045,33.069623
"h_2","hops-c","on","rcp60",2046,40.920672
"h_2","hops-c","on","rcp60",2047,36.941713
"h_2","hops-c","on","rcp60",2048,34.790774
"h_2","hops-c","on","rcp60",2049,34.614996
"h_2","hops-c","on","rcp60",2050,51.454573
"h_2","hops-c","on","rcp60",2051,43.225338
"h_2","hops-c","on","rcp60",2052,42.268991
"h_2","hops-c","on","rcp60",2053,37.504912
"h_2","hops-c","on","rcp60",2054,34.873613
"h_2","hops-c","on","rcp60",2055,48.199387
"h_2","hops-c","on","rcp60",2056,37.69021
"h_2","hops-c","on","rcp60",2057,42.170026
"h_2","hops-c","on","rcp60",2058,40.520288
"h_2","hops-c","on","rcp60",2059,46.725872
"h_2","hops-c","on","rcp60",2060,43.656765
"h_2","hops-c","on","rcp60",2061,44.965744
"h_2","hops-c","on","rcp60",2062,41.505994
"h_2","hops-c","on","rcp60",2063,37.692333
"h_2","hops-c","on","rcp60",2064,48.349129
"h_2","hops-c","on","rcp60",2065,50.102358
"h_2","hops-c","on","rcp60",2066,42.48344
"h_2","hops-c","on","rcp60",2067,40.630075
"h_2","hops-c","on","rcp60",2068,36.055096
"h_2","hops-c","on","rcp60",2069,44.248577
"h_2","hops-c","on","rcp60",2070,42.737792
"h_2","hops-c","on","rcp60",2071,38.262452
"h_2","hops-c","on","rcp60",2072,41.421963
"h_3","hops-a","ct-bc","rcp26",2013,5.702677
"h_3","hops-a","ct-bc","rcp26",2014,0.603288
"h_3","hops-a","ct-bc","rcp26",2015,0.945748
"h_3","hops-a","ct-bc","rcp26",2016,0.192775
"h_3","hops-a","ct-bc","rcp26",2017,1.039581
"h_3","hops-a","ct-bc","rcp26",2018,1.253863
"h_3","hops-a","ct-bc","rcp26",2019,0.831205
"h_3","hops-a","ct-bc","rcp26",2020,2.182756
"h_3","hops-a","ct-bc","rcp26",2021,0.203113
"h_3","hops-a","ct-bc","rcp26",2022,2.388076
"h_3","hops-a","ct-bc","rcp26",2023,1.772987
"h_3","hops-a","ct-bc","rcp26",2024,1.099288
"h_3","hops-a","ct-bc","rcp26",2025,1.427876
"h_3","hops-a","ct-bc","rcp26",2026,2.350679
"h_3","hops-a","ct-bc","rcp26",2027,3.779282
"h_3","hops-a","ct-bc","rcp26",2028,1.049214
"h_3","hops-a","ct-bc","rcp26",2029,2.516954
"h_3","hops-a","ct-bc","rcp26",2030,0.888919
"h_3","hops-a","ct-bc","rcp26",2031,0.529437
"h_3","hops-a","ct-bc","rcp26",2032,4.646734
"h_3","hops-a","ct-bc","rcp26",2033,4.40524
"h_3","hops-a","ct-bc","rcp26",2034,0.407854
"h_3","hops-a","ct-bc","rcp26",2035,1.685809
"h_3","hops-a","ct-bc","rcp26",2036,4.508149
"h_3","hops-a","ct-bc","rcp26",2037,1.002846
"h_3","hops-a","ct-bc","rcp26",2038,0.931046
"h_3","hops-a","ct-bc","rcp26",2039,2.64099
"h_3","hops-a","ct-bc","rcp26",2040,1.025828
"h_3","hops-a","ct-bc","rcp26",2041,2.348443
"h_3","hops-a","ct-bc","rcp26",2042,2.321528
"h_3","hops-a","ct-bc","rcp26",2043,0.408016
"h_3","hops-a","ct-bc","rcp26",2044,1.970669
"h_3","hops-a","ct-bc","rcp26",2045,0.962645
"h_3","hops-a","ct-bc","rcp26",2046,3.032755
"h_3","hops-a","ct-bc","rcp26",2047,0.253196
"h_3","hops-a","ct-bc","rcp26",2048,1.235953
"h_3","hops-a","ct-bc","rcp26",2049,2.287165
"h_3","hops-a","ct-bc","rcp26",2050,2.506173
"h_3","hops-a","ct-bc","rcp26",2051,1.564063
"h_3","hops-a","ct-bc","rcp26",2052,5.039754
"h_3","hops-a","ct-bc","rcp26",2053,1.405437
"h_3","hops-a","ct-bc","rcp26",2054,2.679843
"h_3","hops-a","ct-bc","rcp26",2055,1.381153
"h_3","hops-a","ct-bc","rcp26",2056,1.231973
"h_3","hops-a","ct-bc","rcp26",2057,1.759423
"h_3","hops-a","ct-bc","rcp26",2058,1.353286
"h_3","hops-a","ct-bc","rcp26",2059,0.741464
"h_3","hops-a","ct-bc","rcp26",2060,0.512325
"h_3","hops-a","ct-bc","rcp26",2061,2.780508
"h_3","hops-a","ct-bc","rcp26",2062,5.211259
"h_3","hops-a","ct-bc","rcp26",2063,0.724574
"h_3","hops-a","ct-bc","rcp26",2064,1.501404
"h_3","hops-a","ct-bc","rcp26",2065,2.600928
"h_3","hops-a","ct-bc","rcp26",2066,0.198927
"h_3","hops-a","ct-bc","rcp26",2067,1.756721
"h_3","hops-a","ct-bc","rcp26",2068,0.814532
"h_3","hops-a","ct-bc","rcp26",2069,0.918549
"h_3","hops-a","ct-bc","rcp26",2070,0.386822
"h_3","hops-a","ct-bc","rcp26",2071,1.537909
"h_3","hops-a","ct-bc","rcp26",2072,1.033686
"h_3","hops-a","ct-bc","rcp26",2073,5.265561
"h_3","hops-a","ct-bc","rcp60",2013,5.476186
"h_3","hops-a","ct-bc","rcp60",2014,5.255297
"h_3","hops-a","ct-bc","rcp60",2015,1.460473
"h_3","hops-a","ct-bc","rcp60",2016,0.453403
"h_3","hops-a","ct-bc","rcp60",2017,0.558264
"h_3","hops-a","ct-bc","rcp60",2018,2.289167
"h_3","hops-a","ct-bc","rcp60",2019,0.936497
"h_3","hops-a","ct-bc","rcp60",2020,3.687186
"h_3","hops-a","ct-bc","rcp60",2021,3.728686
"h_3","hops-a","ct-bc","rcp60",2022,4.274983
"h_3","hops-a","ct-bc","rcp60",2023,0.667157
"h_3","hops-a","ct-bc","rcp60",2024,0.36187
"h_3","hops-a","ct-bc","rcp60",2025,3.447417
"h_3","hops-a","ct-bc","rcp60",2026,0.75505
"h_3","hops-a","ct-bc","rcp60",2027,1.794175
"h_3","hops-a","ct-bc","rcp60",2028,1.513445
"h_3","hops-a","ct-bc","rcp60",2029,1.148289
"h_3","hops-a","ct-bc","rcp60",2030,1.605049
"h_3","hops-a","ct-bc","rcp60",2031,0.874616
"h_3","hops-a","ct-bc","rcp60",2032,0.914124
"h_3","hops-a","ct-bc","rcp60",2033,1.799975
"h_3","hops-a","ct-bc","rcp60",2034,2.071344
"h_3","hops-a","ct-bc","rcp60",2035,5.207035
"h_3","hops-a","ct-bc","rcp60",2036,4.325149
"h_3","hops-a","ct-bc","rcp60",2037,5.157458
"h_3","hops-a","ct-bc","rcp60",2038,1.423011
"h_3","hops-a","ct-bc","rcp60",2039,1.749754
"h_3","hops-a","ct-bc","rcp60",2040,1.238369
"h_3","hops-a","ct-bc","rcp60",2041,1.362104
"h_3","hops-a","ct-bc","rcp60",2042,1.12047
"h_3","hops-a","ct-bc","rcp60",2043,0.803962
"h_3","hops-a","ct-bc","rcp60",2044,1.40504
"h_3","hops-a","ct-bc","rcp60",2045,0.988943
"h_3","hops-a","ct-bc","rcp60",2046,0.962098
"h_3","hops-a","ct-bc","rcp60",2047,1.827774
"h_3","hops-a","ct-bc","rcp60",2048,1.150708
"h_3","hops-a","ct-bc","rcp60",2049,1.287782
"h_3","hops-a","ct-bc","rcp60",2050,3.620132
"h_3","hops-a","ct-bc","rcp60",2051,0.776441
"h_3","hops-a","ct-bc","rcp60",2052,1.160165
"h_3","hops-a","ct-bc","rcp60",2053,1.159736
"h_3","hops-a","ct-bc","rcp60",2054,0.796826
"h_3","hops-a","ct-bc","rcp60",2055,1.447487
"h_3","hops-a","ct-bc","rcp60",2056,0.966885
"h_3","hops-a","ct-bc","rcp60",2057,3.413643
"h_3","hops-a","ct-bc","rcp60",2058,1.970877
"h_3","hops-a","ct-bc","rcp60",2059,5.672294
"h_3","hops-a","ct-bc","rcp60",2060,2.380128
"h_3","hops-a","ct-bc","rcp60",2061,1.995348
"h_3","hops-a","ct-bc","rcp60",2062,0.747877
"h_3","hops-a","ct-bc","rcp60",2063,1.272832
"h_3","hops-a","ct-bc","rcp60",2064,5.174398
"h_3","hops-a","ct-bc","rcp60",2065,1.979037
"h_3","hops-a","ct-bc","rcp60",2066,0.687036
"h_3","hops-a","ct-bc","rcp60",2067,5.379138
"h_3","hops-a","ct-bc","rcp60",2068,1.888088
"h_3","hops-a","ct-bc","rcp60",2069,0.438005
"h_3","hops-a","ct-bc","rcp60",2070,4.049747
"h_3","hops-a","ct-bc","rcp60",2071,0.389509
"h_3","hops-a","ct-bc","rcp60",2072,1.423465
"h_3","hops-a","ct-bc","rcp60",2073,4.350608
"h_3","hops-a","ct-nc","rcp26",2013,20.910375
"h_3","hops-a","ct-nc","rcp26",2014,19.721905
"h_3","hops-a","ct-nc","rcp26",2015,15.322112
"h_3","hops-a","ct-nc","rcp26",2016,20.067564
"h_3","hops-a","ct-nc","rcp26",2017,21.782394
"h_3","hops-a","ct-nc","rcp26",2018,18.07113
"h_3","hops-a","ct-nc","rcp26",2019,16.594142
"h_3","hops-a","ct-nc","rcp26",2020,24.753808
"h_3","hops-a","ct-nc","rcp26",2021,7.745906
"h_3","hops-a","ct-nc","rcp26",2022,26.360399
"h_3","hops-a","ct-nc","rcp26",2023,9.255205
"h_3","hops-a","ct-nc","rcp26",2024,23.32338
"h_3","hops-a","ct-nc","rcp26",2025,18.724241
"h_3","hops-a","ct-nc","rcp26",2026,15.722919
"h_3","hops-a","ct-nc","rcp26",2027,13.782745
"h_3","hops-a","ct-nc","rcp26",2028,9.763486
"h_3","hops-a","ct-nc","rcp26",2029,14.432555
"h_3","hops-a","ct-nc","rcp26",2030,18.134902
"h_3","hops-a","ct-nc","rcp26",2031,6.418657
"h_3","hops-a","ct-nc","rcp26",2032,13.30739
"h_3","hops-a","ct-nc","rcp26",2033,19.430426
"h_3","hops-a","ct-nc","rcp26",2034,10.920501
"h_3","hops-a","ct-nc","rcp26",2035,16.600907
"h_3","hops-a","ct-nc","rcp26",2036,10.804717
"h_3","hops-a","ct-nc","rcp26",2037,9.294827
"h_3","hops-a","ct-nc","rcp26",2038,9.904567
"h_3","hops-a","ct-nc","rcp26",2039,15.749834
"h_3","hops-a","ct-nc","rcp26",2040,11.777947
"h_3","hops-a","ct-nc","rcp26",2041,10.071671
"h_3","hops-a","ct-nc","rcp26",2042,11.76443
"h_3","hops-a","ct-nc","rcp26",2043,12.041841
"h_3","hops-a","ct-nc","rcp26",2044,11.256331
"h_3","hops-a","ct-nc","rcp26",2045,8.135729
"h_3","hops-a","ct-nc","rcp26",2046,16.424823
"h_3","hops-a","ct-nc","rcp26",2047,2.671495
"h_3","hops-a","ct-nc","rcp26",2048,16.189959
"h_3","hops-a","ct-nc","rcp26",2049,9.22427
"h_3","hops-a","ct-nc","rcp26",2050,9.955061
"h_3","hops-a","ct-nc","rcp26",2051,11.261114
"h_3","hops-a","ct-nc","rcp26",2052,10.247164
"h_3","hops-a","ct-nc","rcp26",2053,5.50119
"h_3","hops-a","ct-nc","rcp26",2054,9.8881
"h_3","hops-a","ct-nc","rcp26",2055,11.641321
"h_3","hops-a","ct-nc","rcp26",2056,9.009763
"h_3","hops-a","ct-nc","rcp26",2057,11.853411
"h_3","hops-a","ct-nc","rcp26",2058,11.291917
"h_3","hops-a","ct-nc","rcp26",2059,3.785084
"h_3","hops-a","ct-nc","rcp26",2060,11.811805
"h_3","hops-a","ct-nc","rcp26",2061,11.999611
"h_3","hops-a","ct-nc","rcp26",2062,6.09728
"h_3","hops-a","ct-nc","rcp26",2063,13.993749
"h_3","hops-a","ct-nc","rcp26",2064,9.064601
"h_3","hops-a","ct-nc","rcp26",2065,11.312146
"h_3","hops-a","ct-nc","rcp26",2066,6.657768
"h_3","hops-a","ct-nc","rcp26",2067,12.531549
"h_3","hops-a","ct-nc","rcp26",2068,6.77733
"h_3","hops-a","ct-nc","rcp26",2069,12.563119
"h_3","hops-a","ct-nc","rcp26",2070,9.640142
"h_3","hops-a","ct-nc","rcp26",2071,9.785914
"h_3","hops-a","ct-nc","rcp26",2072,10.981276
"h_3","hops-a","ct-nc","rcp60",2013,16.893113
"h_3","hops-a","ct-nc","rcp60",2014,29.35366
"h_3","hops-a","ct-nc","rcp60",2015,17.323295
"h_3","hops-a","ct-nc","rcp60",2016,25.758476
"h_3","hops-a","ct-nc","rcp60",2017,18.027092
"h_3","hops-a","ct-nc","rcp60",2018,13.798494
"h_3","hops-a","ct-nc","rcp60",2019,17.866147
"h_3","hops-a","ct-nc","rcp60",2020,20.522914
"h_3","hops-a","ct-nc","rcp60",2021,23.919849
"h_3","hops-a","ct-nc","rcp60",2022,17.991159
"h_3","hops-a","ct-nc","rcp60",2023,17.029824
"h_3","hops-a","ct-nc","rcp60",2024,14.687296
"h_3","hops-a","ct-nc","rcp60",2025,10.874403
"h_3","hops-a","ct-nc","rcp60",2026,15.214217
"h_3","hops-a","ct-nc","rcp60",2027,14.016234
"h_3","hops-a","ct-nc","rcp60",2028,17.180019
"h_3","hops-a","ct-nc","rcp60",2029,7.658027
"h_3","hops-a","ct-nc","rcp60",2030,20.928391
"h_3","hops-a","ct-nc","rcp60",2031,14.083681
"h_3","hops-a","ct-nc","rcp60",2032,6.479414
"h_3","hops-a","ct-nc","rcp60",2033,12.084372
"h_3","hops-a","ct-nc","rcp60",2034,15.649147
"h_3","hops-a","ct-nc","rcp60",2035,11.921592
"h_3","hops-a","ct-nc","rcp60",2036,11.430206
"h_3","hops-a","ct-nc","rcp60",2037,13.089197
"h_3","hops-a","ct-nc","rcp60",2038,10.641407
"h_3","hops-a","ct-nc","rcp60",2039,12.276492
"h_3","hops-a","ct-nc","rcp60",2040,12.506579
"h_3","hops-a","ct-nc","rcp60",2041,3.154529
"h_3","hops-a","ct-nc","rcp60",2042,19.171897
"h_3","hops-a","ct-nc","rcp60",2043,8.052371
"h_3","hops-a","ct-nc","rcp60",2044,11.445929
"h_3","hops-a","ct-nc","rcp60",2045,5.510434
"h_3","hops-a","ct-nc","rcp60",2046,17.421573
"h_3","hops-a","ct-nc","rcp60",2047,8.795367
"h_3","hops-a","ct-nc","rcp60",2048,10.300683
"h_3","hops-a","ct-nc","rcp60",2049,5.603071
"h_3","hops-a","ct-nc","rcp60",2050,20.417457
"h_3","hops-a","ct-nc","rcp60",2051,7.051184
"h_3","hops-a","ct-nc","rcp60",2052,17.53225
"h_3","hops-a","ct-nc","rcp60",2053,6.96769
"h_3","hops-a","ct-nc","rcp60",2054,11.858956
"h_3","hops-a","ct-nc","rcp60",2055,11.661528
"h_3","hops-a","ct-nc","rcp60",2056,13.485384
"h_3","hops-a","ct-nc","rcp60",2057,11.136728
"h_3","hops-a","ct-nc","rcp60",2058,4.318336
"h_3","hops-a","ct-nc","rcp60",2059,15.779074
"h_3","hops-a","ct-nc","rcp60",2060,14.897947
"h_3","hops-a","ct-nc","rcp60",2061,5.929859
"h_3","hops-a","ct-nc","rcp60",2062,13.690577
"h_3","hops-a","ct-nc","rcp60",2063,10.594744
"h_3","hops-a","ct-nc","rcp60",2064,12.60888
"h_3","hops-a","ct-nc","rcp60",2065,12.349713
"h_3","hops-a","ct-nc","rcp60",2066,9.473063
"h_3","hops-a","ct-nc","rcp60",2067,13.238471
"h_3","hops-a","ct-nc","rcp60",2068,3.943901
"h_3","hops-a","ct-nc","rcp60",2069,10.794925
"h_3","hops-a","ct-nc","rcp60",2070,15.645643
"h_3","hops-a","ct-nc","rcp60",2071,6.081111
"h_3","hops-a","ct-nc","rcp60",2072,13.931339
"h_3","hops-a","nt-bc","rcp26",2013,0.861156
"h_3","hops-a","nt-bc","rcp26",2014,0.307933
"h_3","hops-a","nt-bc","rcp26",2015,0.613431
"h_3","hops-a","nt-bc","rcp26",2016,0.14441
"h_3","hops-a","nt-bc","rcp26",2017,0.213831
"h_3","hops-a","nt-bc","rcp26",2018,0.245622
"h_3","hops-a","nt-bc","rcp26",2019,0.520919
"h_3","hops-a","nt-bc","rcp26",2020,0.720599
"h_3","hops-a","nt-bc","rcp26",2021,0.110812
"h_3","hops-a","nt-bc","rcp26",2022,0.514192
"h_3","hops-a","nt-bc","rcp26",2023,0.374068
"h_3","hops-a","nt-bc","rcp26",2024,0.478866
"h_3","hops-a","nt-bc","rcp26",2025,0.458906
"h_3","hops-a","nt-bc","rcp26",2026,1.16655
"h_3","hops-a","nt-bc","rcp26",2027,0.958796
"h_3","hops-a","nt-bc","rcp26",2028,0.407429
"h_3","hops-a","nt-bc","rcp26",2029,0.959377
"h_3","hops-a","nt-bc","rcp26",2030,0.25146
"h_3","hops-a","nt-bc","rcp26",2031,0.444157
"h_3","hops-a","nt-bc","rcp26",2032,1.466149
"h_3","hops-a","nt-bc","rcp26",2033,0.585224
"h_3","hops-a","nt-bc","rcp26",2034,0.144675
"h_3","hops-a","nt-bc","rcp26",2035,0.548543
"h_3","hops-a","nt-bc","rcp26",2036,1.51724
"h_3","hops-a","nt-bc","rcp26",2037,0.705493
"h_3","hops-a","nt-bc","rcp26",2038,0.283186
"h_3","hops-a","nt-bc","rcp26",2039,0.60542
"h_3","hops-a","nt-bc","rcp26",2040,0.338756
"h_3","hops-a","nt-bc","rcp26",2041,1.458291
"h_3","hops-a","nt-bc","rcp26",2042,1.023536
"h_3","hops-a","nt-bc","rcp26",2043,0.182937
"h_3","hops-a","nt-bc","rcp26",2044,0.640998
"h_3","hops-a","nt-bc","rcp26",2045,0.446045
"h_3","hops-a","nt-bc","rcp26",2046,0.984207
"h_3","hops-a","nt-bc","rcp26",2047,0.093956
"h_3","hops-a","nt-bc","rcp26",2048,0.660024
"h_3","hops-a","nt-bc","rcp26",2049,1.051362
"h_3","hops-a","nt-bc","rcp26",2050,0.772115
"h_3","hops-a","nt-bc","rcp26",2051,0.71368
"h_3","hops-a","nt-bc","rcp26",2052,1.492075
"h_3","hops-a","nt-bc","rcp26",2053,0.554332
"h_3","hops-a","nt-bc","rcp26",2054,1.15128
"h_3","hops-a","nt-bc","rcp26",2055,0.735042
"h_3","hops-a","nt-bc","rcp26",2056,0.392793
"h_3","hops-a","nt-bc","rcp26",2057,0.642555
"h_3","hops-a","nt-bc","rcp26",2058,0.102505
"h_3","hops-a","nt-bc","rcp26",2059,0.236234
"h_3","hops-a","nt-bc","rcp26",2060,0.341076
"h_3","hops-a","nt-bc","rcp26",2061,0.962888
"h_3","hops-a","nt-bc","rcp26",2062,1.574838
"h_3","hops-a","nt-bc","rcp26",2063,0.319813
"h_3","hops-a","nt-bc","rcp26",2064,0.460138
"h_3","hops-a","nt-bc","rcp26",2065,0.751525
"h_3","hops-a","nt-bc","rcp26",2066,0.11878
"h_3","hops-a","nt-bc","rcp26",2067,0.543491
"h_3","hops-a","nt-bc","rcp26",2068,0.272586
"h_3","hops-a","nt-bc","rcp26",2069,0.380231
"h_3","hops-a","nt-bc","rcp26",2070,0.183958
"h_3","hops-a","nt-bc","rcp26",2071,0.611899
"h_3","hops-a","nt-bc","rcp26",2072,0.633317
"h_3","hops-a","nt-bc","rcp26",2073,5.999029
"h_3","hops-a","nt-bc","rcp60",2013,0.977702
"h_3","hops-a","nt-bc","rcp60",2014,0.307219
"h_3","hops-a","nt-bc","rcp60",2015,0.410312
"h_3","hops-a","nt-bc","rcp60",2016,0.113083
"h_3","hops-a","nt-bc","rcp60",2017,0.148111
"h_3","hops-a","nt-bc","rcp60",2018,0.869248
"h_3","hops-a","nt-bc","rcp60",2019,0.685087
"h_3","hops-a","nt-bc","rcp60",2020,0.42291
"h_3","hops-a","nt-bc","rcp60",2021,0.27802
"h_3","hops-a","nt-bc","rcp60",2022,0.521533
"h_3","hops-a","nt-bc","rcp60",2023,0.299195
"h_3","hops-a","nt-bc","rcp60",2024,0.234873
"h_3","hops-a","nt-bc","rcp60",2025,1.777045
"h_3","hops-a","nt-bc","rcp60",2026,0.395484
"h_3","hops-a","nt-bc","rcp60",2027,0.464362
"h_3","hops-a","nt-bc","rcp60",2028,0.565188
"h_3","hops-a","nt-bc","rcp60",2029,0.494575
"h_3","hops-a","nt-bc","rcp60",2030,0.573016
"h_3","hops-a","nt-bc","rcp60",2031,0.36362
"h_3","hops-a","nt-bc","rcp60",2032,0.350666
"h_3","hops-a","nt-bc","rcp60",2033,0.342271
"h_3","hops-a","nt-bc","rcp60",2034,0.717856
"h_3","hops-a","nt-bc","rcp60",2035,1.117287
"h_3","hops-a","nt-bc","rcp60",2036,1.507054
"h_3","hops-a","nt-bc","rcp60",2037,1.780793
"h_3","hops-a","nt-bc","rcp60",2038,0.494018
"h_3","hops-a","nt-bc","rcp60",2039,0.529441
"h_3","hops-a","nt-bc","rcp60",2040,0.517914
"h_3","hops-a","nt-bc","rcp60",2041,0.542449
"h_3","hops-a","nt-bc","rcp60",2042,0.649712
"h_3","hops-a","nt-bc","rcp60",2043,0.324694
"h_3","hops-a","nt-bc","rcp60",2044,0.790315
"h_3","hops-a","nt-bc","rcp60",2045,0.212823
"h_3","hops-a","nt-bc","rcp60",2046,0.445583
"h_3","hops-a","nt-bc","rcp60",2047,0.515205
"h_3","hops-a","nt-bc","rcp60",2048,0.370004
"h_3","hops-a","nt-bc","rcp60",2049,0.370876
"h_3","hops-a","nt-bc","rcp60",2050,0.79763
"h_3","hops-a","nt-bc","rcp60",2051,0.267671
"h_3","hops-a","nt-bc","rcp60",2052,0.368193
"h_3","hops-a","nt-bc","rcp60",2053,0.408362
"h_3","hops-a","nt-bc","rcp60",2054,0.211952
"h_3","hops-a","nt-bc","rcp60",2055,0.687566
"h_3","hops-a","nt-bc","rcp60",2056,0.310532
"h_3","hops-a","nt-bc","rcp60",2057,1.178426
"h_3","hops-a","nt-bc","rcp60",2058,0.763443
"h_3","hops-a","nt-bc","rcp60",2059,1.834733
"h_3","hops-a","nt-bc","rcp60",2060,1.121024
"h_3","hops-a","nt-bc","rcp60",2061,0.649576
"h_3","hops-a","nt-bc","rcp60",2062,0.300433
"h_3","hops-a","nt-bc","rcp60",2063,0.451549
"h_3","hops-a","nt-bc","rcp60",2064,1.420677
"h_3","hops-a","nt-bc","rcp60",2065,0.518965
"h_3","hops-a","nt-bc","rcp60",2066,0.437984
"h_3","hops-a","nt-bc","rcp60",2067,1.076264
"h_3","hops-a","nt-bc","rcp60",2068,0.562394
"h_3","hops-a","nt-bc","rcp60",2069,0.194405
"h_3","hops-a","nt-bc","rcp60",2070,1.362064
"h_3","hops-a","nt-bc","rcp60",2071,0.169803
"h_3","hops-a","nt-bc","rcp60",2072,0.452484
"h_3","hops-a","nt-bc","rcp60",2073,5.096586
"h_3","hops-a","nt-nc","rcp26",2013,5.517932
"h_3","hops-a","nt-nc","rcp26",2014,9.57051
"h_3","hops-a","nt-nc","rcp26",2015,9.118366
"h_3","hops-a","nt-nc","rcp26",2016,12.67392
"h_3","hops-a","nt-nc","rcp26",2017,14.622343
"h_3","hops-a","nt-nc","rcp26",2018,12.741238
"h_3","hops-a","nt-nc","rcp26",2019,13.069499
"h_3","hops-a","nt-nc","rcp26",2020,19.400222
"h_3","hops-a","nt-nc","rcp26",2021,6.365114
"h_3","hops-a","nt-nc","rcp26",2022,19.979825
"h_3","hops-a","nt-nc","rcp26",2023,7.684845
"h_3","hops-a","nt-nc","rcp26",2024,19.391793
"h_3","hops-a","nt-nc","rcp26",2025,16.199767
"h_3","hops-a","nt-nc","rcp26",2026,13.51429
"h_3","hops-a","nt-nc","rcp26",2027,11.655168
"h_3","hops-a","nt-nc","rcp26",2028,8.748893
"h_3","hops-a","nt-nc","rcp26",2029,12.6888
"h_3","hops-a","nt-nc","rcp26",2030,15.742134
"h_3","hops-a","nt-nc","rcp26",2031,6.29306
"h_3","hops-a","nt-nc","rcp26",2032,11.258924
"h_3","hops-a","nt-nc","rcp26",2033,16.025088
"h_3","hops-a","nt-nc","rcp26",2034,10.020387
"h_3","hops-a","nt-nc","rcp26",2035,14.479243
"h_3","hops-a","nt-nc","rcp26",2036,9.005494
"h_3","hops-a","nt-nc","rcp26",2037,7.958397
"h_3","hops-a","nt-nc","rcp26",2038,8.201799
"h_3","hops-a","nt-nc","rcp26",2039,12.530712
"h_3","hops-a","nt-nc","rcp26",2040,9.815452
"h_3","hops-a","nt-nc","rcp26",2041,8.638518
"h_3","hops-a","nt-nc","rcp26",2042,9.290946
"h_3","hops-a","nt-nc","rcp26",2043,9.552482
"h_3","hops-a","nt-nc","rcp26",2044,9.065547
"h_3","hops-a","nt-nc","rcp26",2045,6.528674
"h_3","hops-a","nt-nc","rcp26",2046,12.572985
"h_3","hops-a","nt-nc","rcp26",2047,2.369615
"h_3","hops-a","nt-nc","rcp26",2048,13.073332
"h_3","hops-a","nt-nc","rcp26",2049,6.96057
"h_3","hops-a","nt-nc","rcp26",2050,7.518514
"h_3","hops-a","nt-nc","rcp26",2051,8.870406
"h_3","hops-a","nt-nc","rcp26",2052,7.650985
"h_3","hops-a","nt-nc","rcp26",2053,4.377717
"h_3","hops-a","nt-nc","rcp26",2054,7.516813
"h_3","hops-a","nt-nc","rcp26",2055,8.802954
"h_3","hops-a","nt-nc","rcp26",2056,6.336761
"h_3","hops-a","nt-nc","rcp26",2057,9.205372
"h_3","hops-a","nt-nc","rcp26",2058,8.363267
"h_3","hops-a","nt-nc","rcp26",2059,3.212638
