"site_name","crop_system_name","management","climate_scenario","year","NO3.yr"
"a_1","almond-a","ct-bc","rcp26",2013,0.390479
"a_1","almond-a","ct-bc","rcp26",2014,0.026837
"a_1","almond-a","ct-bc","rcp26",2015,0.013917
"a_1","almond-a","ct-bc","rcp26",2016,0.237068
"a_1","almond-a","ct-bc","rcp26",2017,0.137732
"a_1","almond-a","ct-bc","rcp26",2018,0.379327
"a_1","almond-a","ct-bc","rcp26",2019,0.21797
"a_1","almond-a","ct-bc","rcp26",2020,0.043765
"a_1","almond-a","ct-bc","rcp26",2021,0.175753
"a_1","almond-a","ct-bc","rcp26",2022,0.077307
"a_1","almond-a","ct-bc","rcp26",2023,0.651845
"a_1","almond-a","ct-bc","rcp26",2024,0.025006
"a_1","almond-a","ct-bc","rcp26",2025,0.171281
"a_1","almond-a","ct-bc","rcp26",2026,0.009377
"a_1","almond-a","ct-bc","rcp26",2027,0.300816
"a_1","almond-a","ct-bc","rcp26",2028,0.048745
"a_1","almond-a","ct-bc","rcp26",2029,0.03734
"a_1","almond-a","ct-bc","rcp26",2030,0.06244
"a_1","almond-a","ct-bc","rcp26",2031,0.078766
"a_1","almond-a","ct-bc","rcp26",2032,0.251403
"a_1","almond-a","ct-bc","rcp26",2033,0.45462
"a_1","almond-a","ct-bc","rcp26",2034,0.023933
"a_1","almond-a","ct-bc","rcp26",2035,0.019041
"a_1","almond-a","ct-bc","rcp26",2036,0.173455
"a_1","almond-a","ct-bc","rcp26",2037,0.423062
"a_1","almond-a","ct-bc","rcp26",2038,1.48395
"a_1","almond-a","ct-bc","rcp26",2039,1.795584
"a_1","almond-a","ct-bc","rcp26",2040,0.275725
"a_1","almond-a","ct-bc","rcp26",2041,0.036682
"a_1","almond-a","ct-bc","rcp26",2042,0.109374
"a_1","almond-a","ct-bc","rcp26",2043,0.425302
"a_1","almond-a","ct-bc","rcp26",2044,0.065077
"a_1","almond-a","ct-bc","rcp26",2045,0.060316
"a_1","almond-a","ct-bc","rcp26",2046,0.064734
"a_1","almond-a","ct-bc","rcp26",2047,0.400081
"a_1","almond-a","ct-bc","rcp26",2048,0.553297
"a_1","almond-a","ct-bc","rcp26",2049,0.043577
"a_1","almond-a","ct-bc","rcp26",2050,0.222323
"a_1","almond-a","ct-bc","rcp26",2051,0.357027
"a_1","almond-a","ct-bc","rcp26",2052,0.207916
"a_1","almond-a","ct-bc","rcp26",2053,0.613669
"a_1","almond-a","ct-bc","rcp26",2054,0.632154
"a_1","almond-a","ct-bc","rcp26",2055,0.122533
"a_1","almond-a","ct-bc","rcp26",2056,0.045391
"a_1","almond-a","ct-bc","rcp26",2057,3.478637
"a_1","almond-a","ct-bc","rcp26",2058,0.451548
"a_1","almond-a","ct-bc","rcp26",2059,0.068983
"a_1","almond-a","ct-bc","rcp26",2060,0.155865
"a_1","almond-a","ct-bc","rcp26",2061,0.588929
"a_1","almond-a","ct-bc","rcp26",2062,0.660525
"a_1","almond-a","ct-bc","rcp26",2063,0.113765
"a_1","almond-a","ct-bc","rcp26",2064,0.534645
"a_1","almond-a","ct-bc","rcp26",2065,0.469508
"a_1","almond-a","ct-bc","rcp26",2066,0.322301
"a_1","almond-a","ct-bc","rcp26",2067,0.366854
"a_1","almond-a","ct-bc","rcp26",2068,0.023756
"a_1","almond-a","ct-bc","rcp26",2069,0.920417
"a_1","almond-a","ct-bc","rcp26",2070,0.056879
"a_1","almond-a","ct-bc","rcp26",2071,0.272553
"a_1","almond-a","ct-bc","rcp26",2072,0.555203
"a_1","almond-a","ct-bc","rcp26",2073,0.166219
"a_1","almond-a","ct-bc","rcp60",2013,0.799271
"a_1","almond-a","ct-bc","rcp60",2014,0.298868
"a_1","almond-a","ct-bc","rcp60",2015,0.040505
"a_1","almond-a","ct-bc","rcp60",2016,0.425415
"a_1","almond-a","ct-bc","rcp60",2017,0.235369
"a_1","almond-a","ct-bc","rcp60",2018,0.251078
"a_1","almond-a","ct-bc","rcp60",2019,0.026503
"a_1","almond-a","ct-bc","rcp60",2020,0.158195
"a_1","almond-a","ct-bc","rcp60",2021,0.049713
"a_1","almond-a","ct-bc","rcp60",2022,0.256666
"a_1","almond-a","ct-bc","rcp60",2023,0.330699
"a_1","almond-a","ct-bc","rcp60",2024,0.057994
"a_1","almond-a","ct-bc","rcp60",2025,0.275244
"a_1","almond-a","ct-bc","rcp60",2026,0.291999
"a_1","almond-a","ct-bc","rcp60",2027,0.031252
"a_1","almond-a","ct-bc","rcp60",2028,0.628751
"a_1","almond-a","ct-bc","rcp60",2029,0.196046
"a_1","almond-a","ct-bc","rcp60",2030,0.202943
"a_1","almond-a","ct-bc","rcp60",2031,0.061811
"a_1","almond-a","ct-bc","rcp60",2032,0.338848
"a_1","almond-a","ct-bc","rcp60",2033,0.048757
"a_1","almond-a","ct-bc","rcp60",2034,0.129678
"a_1","almond-a","ct-bc","rcp60",2035,0.172148
"a_1","almond-a","ct-bc","rcp60",2036,0.09598
"a_1","almond-a","ct-bc","rcp60",2037,0.004047
"a_1","almond-a","ct-bc","rcp60",2038,0.13786
"a_1","almond-a","ct-bc","rcp60",2039,0.210015
"a_1","almond-a","ct-bc","rcp60",2040,0.109747
"a_1","almond-a","ct-bc","rcp60",2041,0.347038
"a_1","almond-a","ct-bc","rcp60",2042,0.085339
"a_1","almond-a","ct-bc","rcp60",2043,0.125393
"a_1","almond-a","ct-bc","rcp60",2044,0.090864
"a_1","almond-a","ct-bc","rcp60",2045,0.275417
"a_1","almond-a","ct-bc","rcp60",2046,1.801869
"a_1","almond-a","ct-bc","rcp60",2047,0.393306
"a_1","almond-a","ct-bc","rcp60",2048,0.007633
"a_1","almond-a","ct-bc","rcp60",2049,0.265315
"a_1","almond-a","ct-bc","rcp60",2050,0.242032
"a_1","almond-a","ct-bc","rcp60",2051,0.667131
"a_1","almond-a","ct-bc","rcp60",2052,0.328625
"a_1","almond-a","ct-bc","rcp60",2053,2.997976
"a_1","almond-a","ct-bc","rcp60",2054,0.159364
"a_1","almond-a","ct-bc","rcp60",2055,0.055974
"a_1","almond-a","ct-bc","rcp60",2056,0.388215
"a_1","almond-a","ct-bc","rcp60",2057,0.137877
"a_1","almond-a","ct-bc","rcp60",2058,0.409987
"a_1","almond-a","ct-bc","rcp60",2059,0.151109
"a_1","almond-a","ct-bc","rcp60",2060,0.156471
"a_1","almond-a","ct-bc","rcp60",2061,0.129061
"a_1","almond-a","ct-bc","rcp60",2062,0.842264
"a_1","almond-a","ct-bc","rcp60",2063,0.884845
"a_1","almond-a","ct-bc","rcp60",2064,0.911132
"a_1","almond-a","ct-bc","rcp60",2065,0.071755
"a_1","almond-a","ct-bc","rcp60",2066,0.192132
"a_1","almond-a","ct-bc","rcp60",2067,0.054056
"a_1","almond-a","ct-bc","rcp60",2068,0.800624
"a_1","almond-a","ct-bc","rcp60",2069,0.74429
"a_1","almond-a","ct-bc","rcp60",2070,0.125224
"a_1","almond-a","ct-bc","rcp60",2071,1.326237
"a_1","almond-a","ct-bc","rcp60",2072,0.145084
"a_1","almond-a","ct-bc","rcp60",2073,0.952738
"a_1","almond-a","ct-lc","rcp26",2013,0.390479
"a_1","almond-a","ct-lc","rcp26",2014,0.026837
"a_1","almond-a","ct-lc","rcp26",2015,0.025684
"a_1","almond-a","ct-lc","rcp26",2016,0.193123
"a_1","almond-a","ct-lc","rcp26",2017,0.095159
"a_1","almond-a","ct-lc","rcp26",2018,5.480442
"a_1","almond-a","ct-lc","rcp26",2019,0.679772
"a_1","almond-a","ct-lc","rcp26",2020,0.563256
"a_1","almond-a","ct-lc","rcp26",2021,0.798702
"a_1","almond-a","ct-lc","rcp26",2022,0.578348
"a_1","almond-a","ct-lc","rcp26",2023,47.181756
"a_1","almond-a","ct-lc","rcp26",2024,7.803799
"a_1","almond-a","ct-lc","rcp26",2025,13.194722
"a_1","almond-a","ct-lc","rcp26",2026,5.373956
"a_1","almond-a","ct-lc","rcp26",2027,6.9556
"a_1","almond-a","ct-lc","rcp26",2028,15.594736
"a_1","almond-a","ct-lc","rcp26",2029,1.46644
"a_1","almond-a","ct-lc","rcp26",2030,4.583734
"a_1","almond-a","ct-lc","rcp26",2031,4.922378
"a_1","almond-a","ct-lc","rcp26",2032,45.050436
"a_1","almond-a","ct-lc","rcp26",2033,49.097495
"a_1","almond-a","ct-lc","rcp26",2034,0.636924
"a_1","almond-a","ct-lc","rcp26",2035,7.911151
"a_1","almond-a","ct-lc","rcp26",2036,3.667188
"a_1","almond-a","ct-lc","rcp26",2037,48.584409
"a_1","almond-a","ct-lc","rcp26",2038,8.319869
"a_1","almond-a","ct-lc","rcp26",2039,212.711821
"a_1","almond-a","ct-lc","rcp26",2040,11.766285
"a_1","almond-a","ct-lc","rcp26",2041,19.231951
"a_1","almond-a","ct-lc","rcp26",2042,13.104193
"a_1","almond-a","ct-lc","rcp26",2043,47.04448
"a_1","almond-a","ct-lc","rcp26",2044,2.652717
"a_1","almond-a","ct-lc","rcp26",2045,10.277858
"a_1","almond-a","ct-lc","rcp26",2046,6.570196
"a_1","almond-a","ct-lc","rcp26",2047,7.398065
"a_1","almond-a","ct-lc","rcp26",2048,105.175776
"a_1","almond-a","ct-lc","rcp26",2049,0.613038
"a_1","almond-a","ct-lc","rcp26",2050,7.944476
"a_1","almond-a","ct-lc","rcp26",2051,4.81622
"a_1","almond-a","ct-lc","rcp26",2052,3.669278
"a_1","almond-a","ct-lc","rcp26",2053,32.01646
"a_1","almond-a","ct-lc","rcp26",2054,280.357709
"a_1","almond-a","ct-lc","rcp26",2055,37.235499
"a_1","almond-a","ct-lc","rcp26",2056,2.063411
"a_1","almond-a","ct-lc","rcp26",2057,17.958077
"a_1","almond-a","ct-lc","rcp26",2058,10.253946
"a_1","almond-a","ct-lc","rcp26",2059,0.776948
"a_1","almond-a","ct-lc","rcp26",2060,4.902262
"a_1","almond-a","ct-lc","rcp26",2061,11.860189
"a_1","almond-a","ct-lc","rcp26",2062,79.813737
"a_1","almond-a","ct-lc","rcp26",2063,1.43229
"a_1","almond-a","ct-lc","rcp26",2064,26.570976
"a_1","almond-a","ct-lc","rcp26",2065,49.341418
"a_1","almond-a","ct-lc","rcp26",2066,32.398219
"a_1","almond-a","ct-lc","rcp26",2067,12.975596
"a_1","almond-a","ct-lc","rcp26",2068,9.855724
"a_1","almond-a","ct-lc","rcp26",2069,93.317831
"a_1","almond-a","ct-lc","rcp26",2070,3.693489
"a_1","almond-a","ct-lc","rcp26",2071,10.257146
"a_1","almond-a","ct-lc","rcp26",2072,216.65793
"a_1","almond-a","ct-lc","rcp26",2073,4.553835
"a_1","almond-a","ct-lc","rcp60",2013,0.799271
"a_1","almond-a","ct-lc","rcp60",2014,0.298868
"a_1","almond-a","ct-lc","rcp60",2015,0.036543
"a_1","almond-a","ct-lc","rcp60",2016,1.227122
"a_1","almond-a","ct-lc","rcp60",2017,1.842146
"a_1","almond-a","ct-lc","rcp60",2018,6.170954
"a_1","almond-a","ct-lc","rcp60",2019,13.722167
"a_1","almond-a","ct-lc","rcp60",2020,3.350076
"a_1","almond-a","ct-lc","rcp60",2021,2.569228
"a_1","almond-a","ct-lc","rcp60",2022,32.491654
"a_1","almond-a","ct-lc","rcp60",2023,15.205129
"a_1","almond-a","ct-lc","rcp60",2024,0.029883
"a_1","almond-a","ct-lc","rcp60",2025,13.250962
"a_1","almond-a","ct-lc","rcp60",2026,3.541798
"a_1","almond-a","ct-lc","rcp60",2027,0.693647
"a_1","almond-a","ct-lc","rcp60",2028,9.418645
"a_1","almond-a","ct-lc","rcp60",2029,2.055367
"a_1","almond-a","ct-lc","rcp60",2030,5.510674
"a_1","almond-a","ct-lc","rcp60",2031,46.756094
"a_1","almond-a","ct-lc","rcp60",2032,3.979464
"a_1","almond-a","ct-lc","rcp60",2033,3.957968
"a_1","almond-a","ct-lc","rcp60",2034,1.51504
"a_1","almond-a","ct-lc","rcp60",2035,12.033867
"a_1","almond-a","ct-lc","rcp60",2036,6.054658
"a_1","almond-a","ct-lc","rcp60",2037,0.089198
"a_1","almond-a","ct-lc","rcp60",2038,1.719831
"a_1","almond-a","ct-lc","rcp60",2039,2.674412
"a_1","almond-a","ct-lc","rcp60",2040,2.013016
"a_1","almond-a","ct-lc","rcp60",2041,17.422121
"a_1","almond-a","ct-lc","rcp60",2042,3.797741
"a_1","almond-a","ct-lc","rcp60",2043,5.019662
"a_1","almond-a","ct-lc","rcp60",2044,159.918106
"a_1","almond-a","ct-lc","rcp60",2045,42.136718
"a_1","almond-a","ct-lc","rcp60",2046,17.918313
"a_1","almond-a","ct-lc","rcp60",2047,8.642786
"a_1","almond-a","ct-lc","rcp60",2048,0.42779
"a_1","almond-a","ct-lc","rcp60",2049,14.453809
"a_1","almond-a","ct-lc","rcp60",2050,17.647085
"a_1","almond-a","ct-lc","rcp60",2051,149.35522
"a_1","almond-a","ct-lc","rcp60",2052,1.976837
"a_1","almond-a","ct-lc","rcp60",2053,154.121125
"a_1","almond-a","ct-lc","rcp60",2054,1.66836
"a_1","almond-a","ct-lc","rcp60",2055,1.507688
"a_1","almond-a","ct-lc","rcp60",2056,3.048944
"a_1","almond-a","ct-lc","rcp60",2057,5.169627
"a_1","almond-a","ct-lc","rcp60",2058,27.685243
"a_1","almond-a","ct-lc","rcp60",2059,5.147764
"a_1","almond-a","ct-lc","rcp60",2060,1.260043
"a_1","almond-a","ct-lc","rcp60",2061,5.65095
"a_1","almond-a","ct-lc","rcp60",2062,50.173311
"a_1","almond-a","ct-lc","rcp60",2063,9.611743
"a_1","almond-a","ct-lc","rcp60",2064,14.603936
"a_1","almond-a","ct-lc","rcp60",2065,3.340837
"a_1","almond-a","ct-lc","rcp60",2066,5.683084
"a_1","almond-a","ct-lc","rcp60",2067,0.855032
"a_1","almond-a","ct-lc","rcp60",2068,348.262584
"a_1","almond-a","ct-lc","rcp60",2069,8.3817
"a_1","almond-a","ct-lc","rcp60",2070,1.514616
"a_1","almond-a","ct-lc","rcp60",2071,187.091402
"a_1","almond-a","ct-lc","rcp60",2072,7.137089
"a_1","almond-a","ct-lc","rcp60",2073,16.262829
"a_1","almond-a","ct-nc","rcp26",2013,0.798812
"a_1","almond-a","ct-nc","rcp26",2014,0.087055
"a_1","almond-a","ct-nc","rcp26",2015,0.159461
"a_1","almond-a","ct-nc","rcp26",2016,16.780105
"a_1","almond-a","ct-nc","rcp26",2017,11.455894
"a_1","almond-a","ct-nc","rcp26",2018,11.797739
"a_1","almond-a","ct-nc","rcp26",2019,0.310595
"a_1","almond-a","ct-nc","rcp26",2020,5.30337
"a_1","almond-a","ct-nc","rcp26",2021,11.950589
"a_1","almond-a","ct-nc","rcp26",2022,2.841896
"a_1","almond-a","ct-nc","rcp26",2023,16.02831
"a_1","almond-a","ct-nc","rcp26",2024,5.885719
"a_1","almond-a","ct-nc","rcp26",2025,4.398267
"a_1","almond-a","ct-nc","rcp26",2026,0.840723
"a_1","almond-a","ct-nc","rcp26",2027,0.528713
"a_1","almond-a","ct-nc","rcp26",2028,3.76789
"a_1","almond-a","ct-nc","rcp26",2029,4.296227
"a_1","almond-a","ct-nc","rcp26",2030,6.079707
"a_1","almond-a","ct-nc","rcp26",2031,4.796196
"a_1","almond-a","ct-nc","rcp26",2032,14.639944
"a_1","almond-a","ct-nc","rcp26",2033,3.538051
"a_1","almond-a","ct-nc","rcp26",2034,0.175912
"a_1","almond-a","ct-nc","rcp26",2035,5.016472
"a_1","almond-a","ct-nc","rcp26",2036,3.741029
"a_1","almond-a","ct-nc","rcp26",2037,8.86229
"a_1","almond-a","ct-nc","rcp26",2038,5.558408
"a_1","almond-a","ct-nc","rcp26",2039,6.401814
"a_1","almond-a","ct-nc","rcp26",2040,2.756323
"a_1","almond-a","ct-nc","rcp26",2041,2.067611
"a_1","almond-a","ct-nc","rcp26",2042,3.245286
"a_1","almond-a","ct-nc","rcp26",2043,6.141251
"a_1","almond-a","ct-nc","rcp26",2044,0.145211
"a_1","almond-a","ct-nc","rcp26",2045,1.833651
"a_1","almond-a","ct-nc","rcp26",2046,0.292619
"a_1","almond-a","ct-nc","rcp26",2047,2.087137
"a_1","almond-a","ct-nc","rcp26",2048,10.155759
"a_1","almond-a","ct-nc","rcp26",2049,2.433854
"a_1","almond-a","ct-nc","rcp26",2050,5.344957
"a_1","almond-a","ct-nc","rcp26",2051,1.582348
"a_1","almond-a","ct-nc","rcp26",2052,1.721054
"a_1","almond-a","ct-nc","rcp26",2053,11.955251
"a_1","almond-a","ct-nc","rcp26",2054,4.389734
"a_1","almond-a","ct-nc","rcp26",2055,3.233508
"a_1","almond-a","ct-nc","rcp26",2056,0.179993
"a_1","almond-a","ct-nc","rcp26",2057,3.26208
"a_1","almond-a","ct-nc","rcp26",2058,3.510263
"a_1","almond-a","ct-nc","rcp26",2059,0.210078
"a_1","almond-a","ct-nc","rcp26",2060,0.820713
"a_1","almond-a","ct-nc","rcp26",2061,1.248221
"a_1","almond-a","ct-nc","rcp26",2062,14.587726
"a_1","almond-a","ct-nc","rcp26",2063,0.150591
"a_1","almond-a","ct-nc","rcp26",2064,5.542252
"a_1","almond-a","ct-nc","rcp26",2065,5.076578
"a_1","almond-a","ct-nc","rcp26",2066,5.007349
"a_1","almond-a","ct-nc","rcp26",2067,2.151826
"a_1","almond-a","ct-nc","rcp26",2068,3.308106
"a_1","almond-a","ct-nc","rcp26",2069,3.47502
"a_1","almond-a","ct-nc","rcp26",2070,0.768724
"a_1","almond-a","ct-nc","rcp26",2071,2.854875
"a_1","almond-a","ct-nc","rcp26",2072,6.91726
"a_1","almond-a","ct-nc","rcp60",2013,2.450863
"a_1","almond-a","ct-nc","rcp60",2014,7.932748
"a_1","almond-a","ct-nc","rcp60",2015,2.651095
"a_1","almond-a","ct-nc","rcp60",2016,19.488198
"a_1","almond-a","ct-nc","rcp60",2017,7.12922
"a_1","almond-a","ct-nc","rcp60",2018,6.0598
"a_1","almond-a","ct-nc","rcp60",2019,5.682426
"a_1","almond-a","ct-nc","rcp60",2020,0.462969
"a_1","almond-a","ct-nc","rcp60",2021,0.937913
"a_1","almond-a","ct-nc","rcp60",2022,17.031247
"a_1","almond-a","ct-nc","rcp60",2023,4.885462
"a_1","almond-a","ct-nc","rcp60",2024,1.967122
"a_1","almond-a","ct-nc","rcp60",2025,10.008643
"a_1","almond-a","ct-nc","rcp60",2026,3.765593
"a_1","almond-a","ct-nc","rcp60",2027,0.088673
"a_1","almond-a","ct-nc","rcp60",2028,4.709227
"a_1","almond-a","ct-nc","rcp60",2029,1.398139
"a_1","almond-a","ct-nc","rcp60",2030,9.745311
"a_1","almond-a","ct-nc","rcp60",2031,11.383617
"a_1","almond-a","ct-nc","rcp60",2032,3.022954
"a_1","almond-a","ct-nc","rcp60",2033,0.800308
"a_1","almond-a","ct-nc","rcp60",2034,0.647517
"a_1","almond-a","ct-nc","rcp60",2035,4.389909
"a_1","almond-a","ct-nc","rcp60",2036,3.004587
"a_1","almond-a","ct-nc","rcp60",2037,0.046412
"a_1","almond-a","ct-nc","rcp60",2038,7.632402
"a_1","almond-a","ct-nc","rcp60",2039,1.135594
"a_1","almond-a","ct-nc","rcp60",2040,0.230413
"a_1","almond-a","ct-nc","rcp60",2041,19.621961
"a_1","almond-a","ct-nc","rcp60",2042,0.346079
"a_1","almond-a","ct-nc","rcp60",2043,0.338739
"a_1","almond-a","ct-nc","rcp60",2044,11.226542
"a_1","almond-a","ct-nc","rcp60",2045,6.035479
"a_1","almond-a","ct-nc","rcp60",2046,2.260103
"a_1","almond-a","ct-nc","rcp60",2047,3.081722
"a_1","almond-a","ct-nc","rcp60",2048,0.058344
"a_1","almond-a","ct-nc","rcp60",2049,10.093666
"a_1","almond-a","ct-nc","rcp60",2050,2.698849
"a_1","almond-a","ct-nc","rcp60",2051,3.089953
"a_1","almond-a","ct-nc","rcp60",2052,1.084015
"a_1","almond-a","ct-nc","rcp60",2053,7.519521
"a_1","almond-a","ct-nc","rcp60",2054,3.127684
"a_1","almond-a","ct-nc","rcp60",2055,2.479746
"a_1","almond-a","ct-nc","rcp60",2056,2.169474
"a_1","almond-a","ct-nc","rcp60",2057,3.64067
"a_1","almond-a","ct-nc","rcp60",2058,3.503467
"a_1","almond-a","ct-nc","rcp60",2059,4.858507
"a_1","almond-a","ct-nc","rcp60",2060,2.386957
"a_1","almond-a","ct-nc","rcp60",2061,1.248916
"a_1","almond-a","ct-nc","rcp60",2062,7.74016
"a_1","almond-a","ct-nc","rcp60",2063,0.958549
"a_1","almond-a","ct-nc","rcp60",2064,6.970557
"a_1","almond-a","ct-nc","rcp60",2065,0.858941
"a_1","almond-a","ct-nc","rcp60",2066,0.720594
"a_1","almond-a","ct-nc","rcp60",2067,0.2962
"a_1","almond-a","ct-nc","rcp60",2068,14.427929
"a_1","almond-a","ct-nc","rcp60",2069,1.073366
"a_1","almond-a","ct-nc","rcp60",2070,1.496666
"a_1","almond-a","ct-nc","rcp60",2071,10.117971
"a_1","almond-a","ct-nc","rcp60",2072,1.512004
"a_1","almond-a","nt-bc","rcp26",2014,0.051155
"a_1","almond-a","nt-bc","rcp26",2015,0.010425
"a_1","almond-a","nt-bc","rcp26",2016,0.099862
"a_1","almond-a","nt-bc","rcp26",2017,0.127912
"a_1","almond-a","nt-bc","rcp26",2018,0.260925
"a_1","almond-a","nt-bc","rcp26",2019,0.055318
"a_1","almond-a","nt-bc","rcp26",2020,0.046232
"a_1","almond-a","nt-bc","rcp26",2021,0.104161
"a_1","almond-a","nt-bc","rcp26",2022,0.066386
"a_1","almond-a","nt-bc","rcp26",2023,0.637932
"a_1","almond-a","nt-bc","rcp26",2024,0.032134
"a_1","almond-a","nt-bc","rcp26",2025,0.18785
"a_1","almond-a","nt-bc","rcp26",2026,0.00944
"a_1","almond-a","nt-bc","rcp26",2027,0.174481
"a_1","almond-a","nt-bc","rcp26",2028,0.076142
"a_1","almond-a","nt-bc","rcp26",2029,0.046149
"a_1","almond-a","nt-bc","rcp26",2030,0.076223
"a_1","almond-a","nt-bc","rcp26",2031,0.094391
"a_1","almond-a","nt-bc","rcp26",2032,0.274985
"a_1","almond-a","nt-bc","rcp26",2033,0.495133
"a_1","almond-a","nt-bc","rcp26",2034,0.051173
"a_1","almond-a","nt-bc","rcp26",2035,0.028213
"a_1","almond-a","nt-bc","rcp26",2036,0.197684
"a_1","almond-a","nt-bc","rcp26",2037,0.433016
"a_1","almond-a","nt-bc","rcp26",2038,0.559375
"a_1","almond-a","nt-bc","rcp26",2039,1.01369
"a_1","almond-a","nt-bc","rcp26",2040,0.312551
"a_1","almond-a","nt-bc","rcp26",2041,0.069562
"a_1","almond-a","nt-bc","rcp26",2042,0.169518
"a_1","almond-a","nt-bc","rcp26",2043,0.490009
"a_1","almond-a","nt-bc","rcp26",2044,0.027096
"a_1","almond-a","nt-bc","rcp26",2045,0.114157
"a_1","almond-a","nt-bc","rcp26",2046,0.126001
"a_1","almond-a","nt-bc","rcp26",2047,0.010314
"a_1","almond-a","nt-bc","rcp26",2048,0.457998
"a_1","almond-a","nt-bc","rcp26",2049,0.060387
"a_1","almond-a","nt-bc","rcp26",2050,0.309411
"a_1","almond-a","nt-bc","rcp26",2051,0.238304
"a_1","almond-a","nt-bc","rcp26",2052,0.251883
"a_1","almond-a","nt-bc","rcp26",2053,0.443202
"a_1","almond-a","nt-bc","rcp26",2054,0.437436
"a_1","almond-a","nt-bc","rcp26",2055,0.168518
"a_1","almond-a","nt-bc","rcp26",2056,0.106308
"a_1","almond-a","nt-bc","rcp26",2057,0.649554
"a_1","almond-a","nt-bc","rcp26",2058,0.260913
"a_1","almond-a","nt-bc","rcp26",2059,0.140098
"a_1","almond-a","nt-bc","rcp26",2060,0.049903
"a_1","almond-a","nt-bc","rcp26",2061,0.279936
"a_1","almond-a","nt-bc","rcp26",2062,0.637131
"a_1","almond-a","nt-bc","rcp26",2063,0.203299
"a_1","almond-a","nt-bc","rcp26",2064,0.304337
"a_1","almond-a","nt-bc","rcp26",2065,0.408808
"a_1","almond-a","nt-bc","rcp26",2066,0.351256
"a_1","almond-a","nt-bc","rcp26",2067,0.332341
"a_1","almond-a","nt-bc","rcp26",2068,0.037019
"a_1","almond-a","nt-bc","rcp26",2069,0.650472
"a_1","almond-a","nt-bc","rcp26",2070,0.148134
"a_1","almond-a","nt-bc","rcp26",2071,0.240369
"a_1","almond-a","nt-bc","rcp26",2072,0.642565
"a_1","almond-a","nt-bc","rcp26",2073,0.322522
"a_1","almond-a","nt-bc","rcp60",2014,0.236956
"a_1","almond-a","nt-bc","rcp60",2015,0.032037
"a_1","almond-a","nt-bc","rcp60",2016,0.343076
"a_1","almond-a","nt-bc","rcp60",2017,0.195787
"a_1","almond-a","nt-bc","rcp60",2018,0.177374
"a_1","almond-a","nt-bc","rcp60",2019,0.030018
"a_1","almond-a","nt-bc","rcp60",2020,0.076533
"a_1","almond-a","nt-bc","rcp60",2021,0.041027
"a_1","almond-a","nt-bc","rcp60",2022,0.230245
"a_1","almond-a","nt-bc","rcp60",2023,0.201108
"a_1","almond-a","nt-bc","rcp60",2024,0.077319
"a_1","almond-a","nt-bc","rcp60",2025,0.288633
"a_1","almond-a","nt-bc","rcp60",2026,0.151872
"a_1","almond-a","nt-bc","rcp60",2027,0.048175
"a_1","almond-a","nt-bc","rcp60",2028,0.224529
"a_1","almond-a","nt-bc","rcp60",2029,0.143266
"a_1","almond-a","nt-bc","rcp60",2030,0.108137
"a_1","almond-a","nt-bc","rcp60",2031,0.087389
"a_1","almond-a","nt-bc","rcp60",2032,0.262762
"a_1","almond-a","nt-bc","rcp60",2033,0.070296
"a_1","almond-a","nt-bc","rcp60",2034,0.09557
"a_1","almond-a","nt-bc","rcp60",2035,0.125803
"a_1","almond-a","nt-bc","rcp60",2036,0.13366
"a_1","almond-a","nt-bc","rcp60",2037,0.012009
"a_1","almond-a","nt-bc","rcp60",2038,0.165761
"a_1","almond-a","nt-bc","rcp60",2039,0.13417
"a_1","almond-a","nt-bc","rcp60",2040,0.082296
"a_1","almond-a","nt-bc","rcp60",2041,0.396096
"a_1","almond-a","nt-bc","rcp60",2042,0.1442
"a_1","almond-a","nt-bc","rcp60",2043,0.126837
"a_1","almond-a","nt-bc","rcp60",2044,0.116183
"a_1","almond-a","nt-bc","rcp60",2045,0.207054
"a_1","almond-a","nt-bc","rcp60",2046,0.608259
"a_1","almond-a","nt-bc","rcp60",2047,0.406969
"a_1","almond-a","nt-bc","rcp60",2048,0.033816
"a_1","almond-a","nt-bc","rcp60",2049,0.302418
"a_1","almond-a","nt-bc","rcp60",2050,0.292538
"a_1","almond-a","nt-bc","rcp60",2051,0.457741
"a_1","almond-a","nt-bc","rcp60",2052,0.243133
"a_1","almond-a","nt-bc","rcp60",2053,1.08827
"a_1","almond-a","nt-bc","rcp60",2054,0.192811
"a_1","almond-a","nt-bc","rcp60",2055,0.100158
"a_1","almond-a","nt-bc","rcp60",2056,0.360574
"a_1","almond-a","nt-bc","rcp60",2057,0.200342
"a_1","almond-a","nt-bc","rcp60",2058,0.31386
"a_1","almond-a","nt-bc","rcp60",2059,0.177954
"a_1","almond-a","nt-bc","rcp60",2060,0.234718
"a_1","almond-a","nt-bc","rcp60",2061,0.238926
"a_1","almond-a","nt-bc","rcp60",2062,0.500942
"a_1","almond-a","nt-bc","rcp60",2063,0.484546
"a_1","almond-a","nt-bc","rcp60",2064,0.63402
"a_1","almond-a","nt-bc","rcp60",2065,0.117625
"a_1","almond-a","nt-bc","rcp60",2066,0.158166
"a_1","almond-a","nt-bc","rcp60",2067,0.098111
"a_1","almond-a","nt-bc","rcp60",2068,0.853481
"a_1","almond-a","nt-bc","rcp60",2069,0.403317
"a_1","almond-a","nt-bc","rcp60",2070,0.159736
