"site_name","crop_system_name","management","climate_scenario","year","NO3.yr"
"a_4","almond-a","ct-bc","rcp26",2032,0.16098
"a_4","almond-a","ct-bc","rcp26",2033,0.301454
"a_4","almond-a","ct-bc","rcp26",2034,0.015355
"a_4","almond-a","ct-bc","rcp26",2035,0.00983
"a_4","almond-a","ct-bc","rcp26",2036,0.125981
"a_4","almond-a","ct-bc","rcp26",2037,0.306237
"a_4","almond-a","ct-bc","rcp26",2038,1.118791
"a_4","almond-a","ct-bc","rcp26",2039,1.297977
"a_4","almond-a","ct-bc","rcp26",2040,0.1782
"a_4","almond-a","ct-bc","rcp26",2041,0.025394
"a_4","almond-a","ct-bc","rcp26",2042,0.071539
"a_4","almond-a","ct-bc","rcp26",2043,0.264715
"a_4","almond-a","ct-bc","rcp26",2044,0.071988
"a_4","almond-a","ct-bc","rcp26",2045,0.039399
"a_4","almond-a","ct-bc","rcp26",2046,0.041483
"a_4","almond-a","ct-bc","rcp26",2047,0.393322
"a_4","almond-a","ct-bc","rcp26",2048,0.400709
"a_4","almond-a","ct-bc","rcp26",2049,0.028618
"a_4","almond-a","ct-bc","rcp26",2050,0.146391
"a_4","almond-a","ct-bc","rcp26",2051,0.284439
"a_4","almond-a","ct-bc","rcp26",2052,0.147282
"a_4","almond-a","ct-bc","rcp26",2053,0.436841
"a_4","almond-a","ct-bc","rcp26",2054,0.442768
"a_4","almond-a","ct-bc","rcp26",2055,0.074041
"a_4","almond-a","ct-bc","rcp26",2056,0.029544
"a_4","almond-a","ct-bc","rcp26",2057,2.717336
"a_4","almond-a","ct-bc","rcp26",2058,0.352547
"a_4","almond-a","ct-bc","rcp26",2059,0.044709
"a_4","almond-a","ct-bc","rcp26",2060,0.143993
"a_4","almond-a","ct-bc","rcp26",2061,0.422562
"a_4","almond-a","ct-bc","rcp26",2062,0.441629
"a_4","almond-a","ct-bc","rcp26",2063,0.098893
"a_4","almond-a","ct-bc","rcp26",2064,0.495753
"a_4","almond-a","ct-bc","rcp26",2065,0.333621
"a_4","almond-a","ct-bc","rcp26",2066,0.214971
"a_4","almond-a","ct-bc","rcp26",2067,0.249201
"a_4","almond-a","ct-bc","rcp26",2068,0.013091
"a_4","almond-a","ct-bc","rcp26",2069,0.671326
"a_4","almond-a","ct-bc","rcp26",2070,0.04564
"a_4","almond-a","ct-bc","rcp26",2071,0.184865
"a_4","almond-a","ct-bc","rcp26",2072,0.361289
"a_4","almond-a","ct-bc","rcp26",2073,0.088396
"a_4","almond-a","ct-bc","rcp60",2013,0.440955
"a_4","almond-a","ct-bc","rcp60",2014,0.396684
"a_4","almond-a","ct-bc","rcp60",2015,0.031448
"a_4","almond-a","ct-bc","rcp60",2016,0.293275
"a_4","almond-a","ct-bc","rcp60",2017,0.189761
"a_4","almond-a","ct-bc","rcp60",2018,0.186976
"a_4","almond-a","ct-bc","rcp60",2019,0.013811
"a_4","almond-a","ct-bc","rcp60",2020,0.139635
"a_4","almond-a","ct-bc","rcp60",2021,0.040959
"a_4","almond-a","ct-bc","rcp60",2022,0.192112
"a_4","almond-a","ct-bc","rcp60",2023,0.264552
"a_4","almond-a","ct-bc","rcp60",2024,0.04506
"a_4","almond-a","ct-bc","rcp60",2025,0.23119
"a_4","almond-a","ct-bc","rcp60",2026,0.232878
"a_4","almond-a","ct-bc","rcp60",2027,0.027643
"a_4","almond-a","ct-bc","rcp60",2028,0.568064
"a_4","almond-a","ct-bc","rcp60",2029,0.156038
"a_4","almond-a","ct-bc","rcp60",2030,0.160928
"a_4","almond-a","ct-bc","rcp60",2031,0.037039
"a_4","almond-a","ct-bc","rcp60",2032,0.267623
"a_4","almond-a","ct-bc","rcp60",2033,0.033751
"a_4","almond-a","ct-bc","rcp60",2034,0.107253
"a_4","almond-a","ct-bc","rcp60",2035,0.124135
"a_4","almond-a","ct-bc","rcp60",2036,0.066681
"a_4","almond-a","ct-bc","rcp60",2037,0.003508
"a_4","almond-a","ct-bc","rcp60",2038,0.093278
"a_4","almond-a","ct-bc","rcp60",2039,0.17986
"a_4","almond-a","ct-bc","rcp60",2040,0.079362
"a_4","almond-a","ct-bc","rcp60",2041,0.239187
"a_4","almond-a","ct-bc","rcp60",2042,0.057236
"a_4","almond-a","ct-bc","rcp60",2043,0.113669
"a_4","almond-a","ct-bc","rcp60",2044,0.057227
"a_4","almond-a","ct-bc","rcp60",2045,0.198078
"a_4","almond-a","ct-bc","rcp60",2046,1.390168
"a_4","almond-a","ct-bc","rcp60",2047,0.278854
"a_4","almond-a","ct-bc","rcp60",2048,0.004386
"a_4","almond-a","ct-bc","rcp60",2049,0.158697
"a_4","almond-a","ct-bc","rcp60",2050,0.163084
"a_4","almond-a","ct-bc","rcp60",2051,0.481678
"a_4","almond-a","ct-bc","rcp60",2052,0.234089
"a_4","almond-a","ct-bc","rcp60",2053,2.093218
"a_4","almond-a","ct-bc","rcp60",2054,0.105468
"a_4","almond-a","ct-bc","rcp60",2055,0.034326
"a_4","almond-a","ct-bc","rcp60",2056,0.276574
"a_4","almond-a","ct-bc","rcp60",2057,0.091369
"a_4","almond-a","ct-bc","rcp60",2058,0.28965
"a_4","almond-a","ct-bc","rcp60",2059,0.097947
"a_4","almond-a","ct-bc","rcp60",2060,0.089286
"a_4","almond-a","ct-bc","rcp60",2061,0.075885
"a_4","almond-a","ct-bc","rcp60",2062,0.626816
"a_4","almond-a","ct-bc","rcp60",2063,0.64457
"a_4","almond-a","ct-bc","rcp60",2064,0.67597
"a_4","almond-a","ct-bc","rcp60",2065,0.047636
"a_4","almond-a","ct-bc","rcp60",2066,0.150803
"a_4","almond-a","ct-bc","rcp60",2067,0.041152
"a_4","almond-a","ct-bc","rcp60",2068,0.49487
"a_4","almond-a","ct-bc","rcp60",2069,0.557823
"a_4","almond-a","ct-bc","rcp60",2070,0.091675
"a_4","almond-a","ct-bc","rcp60",2071,0.872089
"a_4","almond-a","ct-bc","rcp60",2072,0.092768
"a_4","almond-a","ct-bc","rcp60",2073,0.683892
"a_4","almond-a","ct-lc","rcp26",2013,0.229366
"a_4","almond-a","ct-lc","rcp26",2014,0.043154
"a_4","almond-a","ct-lc","rcp26",2015,0.017784
"a_4","almond-a","ct-lc","rcp26",2016,0.086716
"a_4","almond-a","ct-lc","rcp26",2017,0.029223
"a_4","almond-a","ct-lc","rcp26",2018,2.83554
"a_4","almond-a","ct-lc","rcp26",2019,0.368858
"a_4","almond-a","ct-lc","rcp26",2020,0.319924
"a_4","almond-a","ct-lc","rcp26",2021,0.377146
"a_4","almond-a","ct-lc","rcp26",2022,0.282713
"a_4","almond-a","ct-lc","rcp26",2023,24.176004
"a_4","almond-a","ct-lc","rcp26",2024,4.368984
"a_4","almond-a","ct-lc","rcp26",2025,10.594337
"a_4","almond-a","ct-lc","rcp26",2026,2.540357
"a_4","almond-a","ct-lc","rcp26",2027,3.72572
"a_4","almond-a","ct-lc","rcp26",2028,7.875508
"a_4","almond-a","ct-lc","rcp26",2029,1.136087
"a_4","almond-a","ct-lc","rcp26",2030,2.563671
"a_4","almond-a","ct-lc","rcp26",2031,2.602932
"a_4","almond-a","ct-lc","rcp26",2032,26.772085
"a_4","almond-a","ct-lc","rcp26",2033,30.798728
"a_4","almond-a","ct-lc","rcp26",2034,0.251369
"a_4","almond-a","ct-lc","rcp26",2035,3.120753
"a_4","almond-a","ct-lc","rcp26",2036,1.520669
"a_4","almond-a","ct-lc","rcp26",2037,35.017692
"a_4","almond-a","ct-lc","rcp26",2038,4.796598
"a_4","almond-a","ct-lc","rcp26",2039,228.054455
"a_4","almond-a","ct-lc","rcp26",2040,11.375426
"a_4","almond-a","ct-lc","rcp26",2041,10.246235
"a_4","almond-a","ct-lc","rcp26",2042,7.387846
"a_4","almond-a","ct-lc","rcp26",2043,27.122209
"a_4","almond-a","ct-lc","rcp26",2044,1.464773
"a_4","almond-a","ct-lc","rcp26",2045,6.598052
"a_4","almond-a","ct-lc","rcp26",2046,4.125879
"a_4","almond-a","ct-lc","rcp26",2047,4.565211
"a_4","almond-a","ct-lc","rcp26",2048,75.171011
"a_4","almond-a","ct-lc","rcp26",2049,0.880033
"a_4","almond-a","ct-lc","rcp26",2050,5.379264
"a_4","almond-a","ct-lc","rcp26",2051,3.204685
"a_4","almond-a","ct-lc","rcp26",2052,1.905077
"a_4","almond-a","ct-lc","rcp26",2053,25.993953
"a_4","almond-a","ct-lc","rcp26",2054,196.256553
"a_4","almond-a","ct-lc","rcp26",2055,24.299084
"a_4","almond-a","ct-lc","rcp26",2056,1.054957
"a_4","almond-a","ct-lc","rcp26",2057,10.204127
"a_4","almond-a","ct-lc","rcp26",2058,5.981318
"a_4","almond-a","ct-lc","rcp26",2059,0.423357
"a_4","almond-a","ct-lc","rcp26",2060,2.514553
"a_4","almond-a","ct-lc","rcp26",2061,5.968417
"a_4","almond-a","ct-lc","rcp26",2062,74.961661
"a_4","almond-a","ct-lc","rcp26",2063,0.770953
"a_4","almond-a","ct-lc","rcp26",2064,17.317408
"a_4","almond-a","ct-lc","rcp26",2065,48.351611
"a_4","almond-a","ct-lc","rcp26",2066,19.846383
"a_4","almond-a","ct-lc","rcp26",2067,8.791342
"a_4","almond-a","ct-lc","rcp26",2068,4.998282
"a_4","almond-a","ct-lc","rcp26",2069,99.448907
"a_4","almond-a","ct-lc","rcp26",2070,2.027134
"a_4","almond-a","ct-lc","rcp26",2071,5.744296
"a_4","almond-a","ct-lc","rcp26",2072,140.537507
"a_4","almond-a","ct-lc","rcp26",2073,4.574428
"a_4","almond-a","ct-lc","rcp60",2013,0.440955
"a_4","almond-a","ct-lc","rcp60",2014,0.396684
"a_4","almond-a","ct-lc","rcp60",2015,0.019315
"a_4","almond-a","ct-lc","rcp60",2016,1.448728
"a_4","almond-a","ct-lc","rcp60",2017,1.438073
"a_4","almond-a","ct-lc","rcp60",2018,4.604414
"a_4","almond-a","ct-lc","rcp60",2019,7.486585
"a_4","almond-a","ct-lc","rcp60",2020,2.012857
"a_4","almond-a","ct-lc","rcp60",2021,1.36597
"a_4","almond-a","ct-lc","rcp60",2022,14.608288
"a_4","almond-a","ct-lc","rcp60",2023,8.710702
"a_4","almond-a","ct-lc","rcp60",2024,0.010003
"a_4","almond-a","ct-lc","rcp60",2025,8.766688
"a_4","almond-a","ct-lc","rcp60",2026,1.718604
"a_4","almond-a","ct-lc","rcp60",2027,0.388558
"a_4","almond-a","ct-lc","rcp60",2028,5.768342
"a_4","almond-a","ct-lc","rcp60",2029,0.97275
"a_4","almond-a","ct-lc","rcp60",2030,2.734054
"a_4","almond-a","ct-lc","rcp60",2031,24.798544
"a_4","almond-a","ct-lc","rcp60",2032,4.360198
"a_4","almond-a","ct-lc","rcp60",2033,2.112502
"a_4","almond-a","ct-lc","rcp60",2034,0.800305
"a_4","almond-a","ct-lc","rcp60",2035,6.150531
"a_4","almond-a","ct-lc","rcp60",2036,3.480333
"a_4","almond-a","ct-lc","rcp60",2037,0.03227
"a_4","almond-a","ct-lc","rcp60",2038,0.651853
"a_4","almond-a","ct-lc","rcp60",2039,1.615269
"a_4","almond-a","ct-lc","rcp60",2040,1.003001
"a_4","almond-a","ct-lc","rcp60",2041,13.103106
"a_4","almond-a","ct-lc","rcp60",2042,1.674929
"a_4","almond-a","ct-lc","rcp60",2043,2.670396
"a_4","almond-a","ct-lc","rcp60",2044,85.478596
"a_4","almond-a","ct-lc","rcp60",2045,25.68005
"a_4","almond-a","ct-lc","rcp60",2046,15.029158
"a_4","almond-a","ct-lc","rcp60",2047,6.264933
"a_4","almond-a","ct-lc","rcp60",2048,0.235692
"a_4","almond-a","ct-lc","rcp60",2049,10.43118
"a_4","almond-a","ct-lc","rcp60",2050,19.927269
"a_4","almond-a","ct-lc","rcp60",2051,97.303149
"a_4","almond-a","ct-lc","rcp60",2052,0.932384
"a_4","almond-a","ct-lc","rcp60",2053,96.405819
"a_4","almond-a","ct-lc","rcp60",2054,1.613067
"a_4","almond-a","ct-lc","rcp60",2055,0.753006
"a_4","almond-a","ct-lc","rcp60",2056,1.631994
"a_4","almond-a","ct-lc","rcp60",2057,2.877651
"a_4","almond-a","ct-lc","rcp60",2058,13.08906
"a_4","almond-a","ct-lc","rcp60",2059,4.699917
"a_4","almond-a","ct-lc","rcp60",2060,0.438804
"a_4","almond-a","ct-lc","rcp60",2061,2.761895
"a_4","almond-a","ct-lc","rcp60",2062,29.703533
"a_4","almond-a","ct-lc","rcp60",2063,5.465134
"a_4","almond-a","ct-lc","rcp60",2064,11.053522
"a_4","almond-a","ct-lc","rcp60",2065,2.108746
"a_4","almond-a","ct-lc","rcp60",2066,3.383569
"a_4","almond-a","ct-lc","rcp60",2067,0.473129
"a_4","almond-a","ct-lc","rcp60",2068,223.282756
"a_4","almond-a","ct-lc","rcp60",2069,4.845618
"a_4","almond-a","ct-lc","rcp60",2070,0.798553
"a_4","almond-a","ct-lc","rcp60",2071,483.542294
"a_4","almond-a","ct-lc","rcp60",2072,4.424312
"a_4","almond-a","ct-lc","rcp60",2073,6.809678
"a_4","almond-a","ct-nc","rcp26",2013,0.471528
"a_4","almond-a","ct-nc","rcp26",2014,0.130291
"a_4","almond-a","ct-nc","rcp26",2015,0.209771
"a_4","almond-a","ct-nc","rcp26",2016,15.297665
"a_4","almond-a","ct-nc","rcp26",2017,17.713896
"a_4","almond-a","ct-nc","rcp26",2018,11.728095
"a_4","almond-a","ct-nc","rcp26",2019,0.523142
"a_4","almond-a","ct-nc","rcp26",2020,7.805832
"a_4","almond-a","ct-nc","rcp26",2021,22.829751
"a_4","almond-a","ct-nc","rcp26",2022,7.081917
"a_4","almond-a","ct-nc","rcp26",2023,41.923361
"a_4","almond-a","ct-nc","rcp26",2024,11.303577
"a_4","almond-a","ct-nc","rcp26",2025,11.588492
"a_4","almond-a","ct-nc","rcp26",2026,1.176504
"a_4","almond-a","ct-nc","rcp26",2027,0.958643
"a_4","almond-a","ct-nc","rcp26",2028,5.423546
"a_4","almond-a","ct-nc","rcp26",2029,6.637638
"a_4","almond-a","ct-nc","rcp26",2030,10.004381
"a_4","almond-a","ct-nc","rcp26",2031,7.933973
"a_4","almond-a","ct-nc","rcp26",2032,31.012681
"a_4","almond-a","ct-nc","rcp26",2033,9.560209
"a_4","almond-a","ct-nc","rcp26",2034,0.22414
"a_4","almond-a","ct-nc","rcp26",2035,4.658697
"a_4","almond-a","ct-nc","rcp26",2036,6.039633
"a_4","almond-a","ct-nc","rcp26",2037,13.854334
"a_4","almond-a","ct-nc","rcp26",2038,10.095194
"a_4","almond-a","ct-nc","rcp26",2039,17.995179
"a_4","almond-a","ct-nc","rcp26",2040,4.514502
"a_4","almond-a","ct-nc","rcp26",2041,2.709553
"a_4","almond-a","ct-nc","rcp26",2042,4.758304
"a_4","almond-a","ct-nc","rcp26",2043,7.463615
"a_4","almond-a","ct-nc","rcp26",2044,0.176901
"a_4","almond-a","ct-nc","rcp26",2045,2.890298
"a_4","almond-a","ct-nc","rcp26",2046,0.477243
"a_4","almond-a","ct-nc","rcp26",2047,2.895228
"a_4","almond-a","ct-nc","rcp26",2048,15.106547
"a_4","almond-a","ct-nc","rcp26",2049,4.550623
"a_4","almond-a","ct-nc","rcp26",2050,5.661201
"a_4","almond-a","ct-nc","rcp26",2051,3.572644
"a_4","almond-a","ct-nc","rcp26",2052,3.797689
"a_4","almond-a","ct-nc","rcp26",2053,25.54928
"a_4","almond-a","ct-nc","rcp26",2054,14.826901
"a_4","almond-a","ct-nc","rcp26",2055,4.697702
"a_4","almond-a","ct-nc","rcp26",2056,0.209883
"a_4","almond-a","ct-nc","rcp26",2057,4.436334
"a_4","almond-a","ct-nc","rcp26",2058,4.535134
"a_4","almond-a","ct-nc","rcp26",2059,0.422308
"a_4","almond-a","ct-nc","rcp26",2060,1.235338
"a_4","almond-a","ct-nc","rcp26",2061,2.146254
"a_4","almond-a","ct-nc","rcp26",2062,20.87916
"a_4","almond-a","ct-nc","rcp26",2063,0.192206
"a_4","almond-a","ct-nc","rcp26",2064,9.146499
"a_4","almond-a","ct-nc","rcp26",2065,12.128535
"a_4","almond-a","ct-nc","rcp26",2066,9.157994
"a_4","almond-a","ct-nc","rcp26",2067,4.495326
"a_4","almond-a","ct-nc","rcp26",2068,4.996823
"a_4","almond-a","ct-nc","rcp26",2069,6.254521
"a_4","almond-a","ct-nc","rcp26",2070,1.163386
"a_4","almond-a","ct-nc","rcp26",2071,4.437601
"a_4","almond-a","ct-nc","rcp26",2072,8.779202
"a_4","almond-a","ct-nc","rcp60",2013,1.54309
"a_4","almond-a","ct-nc","rcp60",2014,5.158627
"a_4","almond-a","ct-nc","rcp60",2015,2.339799
"a_4","almond-a","ct-nc","rcp60",2016,36.338199
"a_4","almond-a","ct-nc","rcp60",2017,15.685149
"a_4","almond-a","ct-nc","rcp60",2018,11.780116
"a_4","almond-a","ct-nc","rcp60",2019,8.658446
"a_4","almond-a","ct-nc","rcp60",2020,0.608477
"a_4","almond-a","ct-nc","rcp60",2021,1.220106
"a_4","almond-a","ct-nc","rcp60",2022,26.735698
"a_4","almond-a","ct-nc","rcp60",2023,8.665881
"a_4","almond-a","ct-nc","rcp60",2024,3.914749
"a_4","almond-a","ct-nc","rcp60",2025,19.720931
"a_4","almond-a","ct-nc","rcp60",2026,7.229892
"a_4","almond-a","ct-nc","rcp60",2027,0.137636
"a_4","almond-a","ct-nc","rcp60",2028,5.181776
"a_4","almond-a","ct-nc","rcp60",2029,2.658874
"a_4","almond-a","ct-nc","rcp60",2030,13.031399
"a_4","almond-a","ct-nc","rcp60",2031,22.225341
"a_4","almond-a","ct-nc","rcp60",2032,8.888777
"a_4","almond-a","ct-nc","rcp60",2033,1.340352
"a_4","almond-a","ct-nc","rcp60",2034,1.362293
"a_4","almond-a","ct-nc","rcp60",2035,8.082803
"a_4","almond-a","ct-nc","rcp60",2036,5.624611
"a_4","almond-a","ct-nc","rcp60",2037,0.093437
"a_4","almond-a","ct-nc","rcp60",2038,12.190309
"a_4","almond-a","ct-nc","rcp60",2039,2.089373
"a_4","almond-a","ct-nc","rcp60",2040,0.42199
"a_4","almond-a","ct-nc","rcp60",2041,34.663617
"a_4","almond-a","ct-nc","rcp60",2042,0.846028
"a_4","almond-a","ct-nc","rcp60",2043,0.442366
"a_4","almond-a","ct-nc","rcp60",2044,23.806974
"a_4","almond-a","ct-nc","rcp60",2045,9.927089
"a_4","almond-a","ct-nc","rcp60",2046,7.674896
"a_4","almond-a","ct-nc","rcp60",2047,7.40151
"a_4","almond-a","ct-nc","rcp60",2048,0.080661
"a_4","almond-a","ct-nc","rcp60",2049,15.619846
"a_4","almond-a","ct-nc","rcp60",2050,6.666608
"a_4","almond-a","ct-nc","rcp60",2051,4.444758
"a_4","almond-a","ct-nc","rcp60",2052,2.081411
"a_4","almond-a","ct-nc","rcp60",2053,13.402856
"a_4","almond-a","ct-nc","rcp60",2054,5.018667
"a_4","almond-a","ct-nc","rcp60",2055,3.161733
"a_4","almond-a","ct-nc","rcp60",2056,3.977194
"a_4","almond-a","ct-nc","rcp60",2057,5.067593
"a_4","almond-a","ct-nc","rcp60",2058,3.07755
"a_4","almond-a","ct-nc","rcp60",2059,8.419199
"a_4","almond-a","ct-nc","rcp60",2060,2.742845
"a_4","almond-a","ct-nc","rcp60",2061,2.587205
"a_4","almond-a","ct-nc","rcp60",2062,13.933126
"a_4","almond-a","ct-nc","rcp60",2063,2.180356
"a_4","almond-a","ct-nc","rcp60",2064,14.364264
"a_4","almond-a","ct-nc","rcp60",2065,1.894452
"a_4","almond-a","ct-nc","rcp60",2066,1.337411
"a_4","almond-a","ct-nc","rcp60",2067,0.531588
"a_4","almond-a","ct-nc","rcp60",2068,25.874426
"a_4","almond-a","ct-nc","rcp60",2069,1.95409
"a_4","almond-a","ct-nc","rcp60",2070,2.999991
"a_4","almond-a","ct-nc","rcp60",2071,22.068318
"a_4","almond-a","ct-nc","rcp60",2072,2.903594
"a_4","almond-a","nt-bc","rcp26",2014,0.025794
"a_4","almond-a","nt-bc","rcp26",2015,0.005395
"a_4","almond-a","nt-bc","rcp26",2016,0.064272
"a_4","almond-a","nt-bc","rcp26",2017,0.102376
"a_4","almond-a","nt-bc","rcp26",2018,0.182779
"a_4","almond-a","nt-bc","rcp26",2019,0.03294
"a_4","almond-a","nt-bc","rcp26",2020,0.028499
"a_4","almond-a","nt-bc","rcp26",2021,0.063163
"a_4","almond-a","nt-bc","rcp26",2022,0.038796
"a_4","almond-a","nt-bc","rcp26",2023,0.402931
"a_4","almond-a","nt-bc","rcp26",2024,0.016235
"a_4","almond-a","nt-bc","rcp26",2025,0.102094
"a_4","almond-a","nt-bc","rcp26",2026,0.005045
"a_4","almond-a","nt-bc","rcp26",2027,0.092227
"a_4","almond-a","nt-bc","rcp26",2028,0.043102
"a_4","almond-a","nt-bc","rcp26",2029,0.019415
"a_4","almond-a","nt-bc","rcp26",2030,0.043501
"a_4","almond-a","nt-bc","rcp26",2031,0.053367
"a_4","almond-a","nt-bc","rcp26",2032,0.159946
"a_4","almond-a","nt-bc","rcp26",2033,0.301245
"a_4","almond-a","nt-bc","rcp26",2034,0.023987
"a_4","almond-a","nt-bc","rcp26",2035,0.012753
"a_4","almond-a","nt-bc","rcp26",2036,0.109421
"a_4","almond-a","nt-bc","rcp26",2037,0.253743
"a_4","almond-a","nt-bc","rcp26",2038,0.313097
"a_4","almond-a","nt-bc","rcp26",2039,0.614306
"a_4","almond-a","nt-bc","rcp26",2040,0.184316
"a_4","almond-a","nt-bc","rcp26",2041,0.026856
"a_4","almond-a","nt-bc","rcp26",2042,0.082995
"a_4","almond-a","nt-bc","rcp26",2043,0.257791
"a_4","almond-a","nt-bc","rcp26",2044,0.011623
"a_4","almond-a","nt-bc","rcp26",2045,0.052369
"a_4","almond-a","nt-bc","rcp26",2046,0.052455
"a_4","almond-a","nt-bc","rcp26",2047,0.005125
"a_4","almond-a","nt-bc","rcp26",2048,0.256864
"a_4","almond-a","nt-bc","rcp26",2049,0.026377
"a_4","almond-a","nt-bc","rcp26",2050,0.14405
"a_4","almond-a","nt-bc","rcp26",2051,0.108594
"a_4","almond-a","nt-bc","rcp26",2052,0.128368
"a_4","almond-a","nt-bc","rcp26",2053,0.232597
"a_4","almond-a","nt-bc","rcp26",2054,0.21634
"a_4","almond-a","nt-bc","rcp26",2055,0.081932
"a_4","almond-a","nt-bc","rcp26",2056,0.040465
"a_4","almond-a","nt-bc","rcp26",2057,0.291726
"a_4","almond-a","nt-bc","rcp26",2058,0.117745
"a_4","almond-a","nt-bc","rcp26",2059,0.057461
"a_4","almond-a","nt-bc","rcp26",2060,0.019928
"a_4","almond-a","nt-bc","rcp26",2061,0.121745
"a_4","almond-a","nt-bc","rcp26",2062,0.346713
"a_4","almond-a","nt-bc","rcp26",2063,0.077271
"a_4","almond-a","nt-bc","rcp26",2064,0.140909
"a_4","almond-a","nt-bc","rcp26",2065,0.196829
"a_4","almond-a","nt-bc","rcp26",2066,0.175698
"a_4","almond-a","nt-bc","rcp26",2067,0.161701
"a_4","almond-a","nt-bc","rcp26",2068,0.017367
"a_4","almond-a","nt-bc","rcp26",2069,0.331236
"a_4","almond-a","nt-bc","rcp26",2070,0.056911
"a_4","almond-a","nt-bc","rcp26",2071,0.099024
"a_4","almond-a","nt-bc","rcp26",2072,0.325738
"a_4","almond-a","nt-bc","rcp26",2073,0.128781
"a_4","almond-a","nt-bc","rcp60",2014,0.12083
"a_4","almond-a","nt-bc","rcp60",2015,0.018934
"a_4","almond-a","nt-bc","rcp60",2016,0.215477
"a_4","almond-a","nt-bc","rcp60",2017,0.144102
"a_4","almond-a","nt-bc","rcp60",2018,0.117785
"a_4","almond-a","nt-bc","rcp60",2019,0.014838
"a_4","almond-a","nt-bc","rcp60",2020,0.0374
"a_4","almond-a","nt-bc","rcp60",2021,0.021556
"a_4","almond-a","nt-bc","rcp60",2022,0.157603
"a_4","almond-a","nt-bc","rcp60",2023,0.131458
"a_4","almond-a","nt-bc","rcp60",2024,0.051244
"a_4","almond-a","nt-bc","rcp60",2025,0.210413
"a_4","almond-a","nt-bc","rcp60",2026,0.08146
"a_4","almond-a","nt-bc","rcp60",2027,0.021302
"a_4","almond-a","nt-bc","rcp60",2028,0.126785
"a_4","almond-a","nt-bc","rcp60",2029,0.077821
"a_4","almond-a","nt-bc","rcp60",2030,0.048539
"a_4","almond-a","nt-bc","rcp60",2031,0.040611
"a_4","almond-a","nt-bc","rcp60",2032,0.18313
"a_4","almond-a","nt-bc","rcp60",2033,0.034138
"a_4","almond-a","nt-bc","rcp60",2034,0.043265
"a_4","almond-a","nt-bc","rcp60",2035,0.06304
"a_4","almond-a","nt-bc","rcp60",2036,0.062843
"a_4","almond-a","nt-bc","rcp60",2037,0.004608
"a_4","almond-a","nt-bc","rcp60",2038,0.088317
"a_4","almond-a","nt-bc","rcp60",2039,0.063704
"a_4","almond-a","nt-bc","rcp60",2040,0.034661
"a_4","almond-a","nt-bc","rcp60",2041,0.236338
"a_4","almond-a","nt-bc","rcp60",2042,0.065904
"a_4","almond-a","nt-bc","rcp60",2043,0.057769
"a_4","almond-a","nt-bc","rcp60",2044,0.057334
"a_4","almond-a","nt-bc","rcp60",2045,0.095373
"a_4","almond-a","nt-bc","rcp60",2046,0.391032
"a_4","almond-a","nt-bc","rcp60",2047,0.236445
"a_4","almond-a","nt-bc","rcp60",2048,0.011607
"a_4","almond-a","nt-bc","rcp60",2049,0.154418
"a_4","almond-a","nt-bc","rcp60",2050,0.167367
"a_4","almond-a","nt-bc","rcp60",2051,0.253778
"a_4","almond-a","nt-bc","rcp60",2052,0.116165
"a_4","almond-a","nt-bc","rcp60",2053,0.667778
"a_4","almond-a","nt-bc","rcp60",2054,0.094792
"a_4","almond-a","nt-bc","rcp60",2055,0.040978
"a_4","almond-a","nt-bc","rcp60",2056,0.182878
"a_4","almond-a","nt-bc","rcp60",2057,0.098871
"a_4","almond-a","nt-bc","rcp60",2058,0.150301
"a_4","almond-a","nt-bc","rcp60",2059,0.077342
"a_4","almond-a","nt-bc","rcp60",2060,0.105153
"a_4","almond-a","nt-bc","rcp60",2061,0.103953
"a_4","almond-a","nt-bc","rcp60",2062,0.27479
"a_4","almond-a","nt-bc","rcp60",2063,0.215828
"a_4","almond-a","nt-bc","rcp60",2064,0.355851
"a_4","almond-a","nt-bc","rcp60",2065,0.05733
"a_4","almond-a","nt-bc","rcp60",2066,0.069003
"a_4","almond-a","nt-bc","rcp60",2067,0.037435
"a_4","almond-a","nt-bc","rcp60",2068,0.464611
"a_4","almond-a","nt-bc","rcp60",2069,0.196933
"a_4","almond-a","nt-bc","rcp60",2070,0.069674
"a_4","almond-a","nt-bc","rcp60",2071,0.90052
"a_4","almond-a","nt-bc","rcp60",2072,0.100458
"a_4","almond-a","nt-bc","rcp60",2073,0.669151
"a_4","almond-a","nt-lc","rcp26",2014,0.025794
"a_4","almond-a","nt-lc","rcp26",2015,0.005395
"a_4","almond-a","nt-lc","rcp26",2016,0.064272
"a_4","almond-a","nt-lc","rcp26",2017,0.102376
"a_4","almond-a","nt-lc","rcp26",2018,0.182779
"a_4","almond-a","nt-lc","rcp26",2019,0.03294
"a_4","almond-a","nt-lc","rcp26",2020,0.028499
"a_4","almond-a","nt-lc","rcp26",2021,0.063163
"a_4","almond-a","nt-lc","rcp26",2022,0.038796
"a_4","almond-a","nt-lc","rcp26",2023,0.402931
"a_4","almond-a","nt-lc","rcp26",2024,0.016235
"a_4","almond-a","nt-lc","rcp26",2025,0.102094
"a_4","almond-a","nt-lc","rcp26",2026,0.005045
"a_4","almond-a","nt-lc","rcp26",2027,0.092227
"a_4","almond-a","nt-lc","rcp26",2028,0.043102
"a_4","almond-a","nt-lc","rcp26",2029,0.019415
