"site_name","crop","management","climate_scenario","year","NO3.yr"
"v_13","grape-a","nt-bc","rcp26",2059,19.342622
"v_13","grape-a","nt-bc","rcp26",2060,15.605499
"v_13","grape-a","nt-bc","rcp26",2061,25.265832
"v_13","grape-a","nt-bc","rcp26",2062,8.062854
"v_13","grape-a","nt-bc","rcp26",2063,46.471547
"v_13","grape-a","nt-bc","rcp26",2064,75.924827
"v_13","grape-a","nt-bc","rcp26",2065,28.489407
"v_13","grape-a","nt-bc","rcp26",2066,25.668162
"v_13","grape-a","nt-bc","rcp26",2067,13.946441
"v_13","grape-a","nt-bc","rcp26",2068,38.929787
"v_13","grape-a","nt-bc","rcp26",2069,14.278352
"v_13","grape-a","nt-bc","rcp26",2070,76.04439
"v_13","grape-a","nt-bc","rcp26",2071,38.150337
"v_13","grape-a","nt-bc","rcp26",2072,75.966249
"v_13","grape-a","nt-bc","rcp26",2073,76.165426
"v_13","grape-a","nt-bc","rcp60",2014,0.186835
"v_13","grape-a","nt-bc","rcp60",2015,0.618828
"v_13","grape-a","nt-bc","rcp60",2016,1.364429
"v_13","grape-a","nt-bc","rcp60",2017,0.834984
"v_13","grape-a","nt-bc","rcp60",2018,3.708182
"v_13","grape-a","nt-bc","rcp60",2019,0.474409
"v_13","grape-a","nt-bc","rcp60",2020,3.041882
"v_13","grape-a","nt-bc","rcp60",2021,0.71025
"v_13","grape-a","nt-bc","rcp60",2022,2.357655
"v_13","grape-a","nt-bc","rcp60",2023,3.517351
"v_13","grape-a","nt-bc","rcp60",2024,5.717305
"v_13","grape-a","nt-bc","rcp60",2025,12.597079
"v_13","grape-a","nt-bc","rcp60",2026,7.625838
"v_13","grape-a","nt-bc","rcp60",2027,10.896207
"v_13","grape-a","nt-bc","rcp60",2028,19.560558
"v_13","grape-a","nt-bc","rcp60",2029,5.582116
"v_13","grape-a","nt-bc","rcp60",2030,23.27333
"v_13","grape-a","nt-bc","rcp60",2031,10.309176
"v_13","grape-a","nt-bc","rcp60",2032,7.064352
"v_13","grape-a","nt-bc","rcp60",2033,23.048514
"v_13","grape-a","nt-bc","rcp60",2034,15.681121
"v_13","grape-a","nt-bc","rcp60",2035,20.20599
"v_13","grape-a","nt-bc","rcp60",2036,15.699597
"v_13","grape-a","nt-bc","rcp60",2037,12.82494
"v_13","grape-a","nt-bc","rcp60",2038,19.735293
"v_13","grape-a","nt-bc","rcp60",2039,11.974914
"v_13","grape-a","nt-bc","rcp60",2040,9.099643
"v_13","grape-a","nt-bc","rcp60",2041,6.885282
"v_13","grape-a","nt-bc","rcp60",2042,36.237031
"v_13","grape-a","nt-bc","rcp60",2043,42.707506
"v_13","grape-a","nt-bc","rcp60",2044,35.487471
"v_13","grape-a","nt-bc","rcp60",2045,21.772702
"v_13","grape-a","nt-bc","rcp60",2046,12.546393
"v_13","grape-a","nt-bc","rcp60",2047,40.973192
"v_13","grape-a","nt-bc","rcp60",2048,34.975799
"v_13","grape-a","nt-bc","rcp60",2049,83.533729
"v_13","grape-a","nt-bc","rcp60",2050,20.165388
"v_13","grape-a","nt-bc","rcp60",2051,24.853937
"v_13","grape-a","nt-bc","rcp60",2052,12.69222
"v_13","grape-a","nt-bc","rcp60",2053,16.207539
"v_13","grape-a","nt-bc","rcp60",2054,20.780907
"v_13","grape-a","nt-bc","rcp60",2055,13.387993
"v_13","grape-a","nt-bc","rcp60",2056,26.740824
"v_13","grape-a","nt-bc","rcp60",2057,14.890572
"v_13","grape-a","nt-bc","rcp60",2058,28.520537
"v_13","grape-a","nt-bc","rcp60",2059,36.150951
"v_13","grape-a","nt-bc","rcp60",2060,4.908975
"v_13","grape-a","nt-bc","rcp60",2061,25.803644
"v_13","grape-a","nt-bc","rcp60",2062,88.145014
"v_13","grape-a","nt-bc","rcp60",2063,8.774412
"v_13","grape-a","nt-bc","rcp60",2064,60.583276
"v_13","grape-a","nt-bc","rcp60",2065,33.294585
"v_13","grape-a","nt-bc","rcp60",2066,29.457806
"v_13","grape-a","nt-bc","rcp60",2067,77.650775
"v_13","grape-a","nt-bc","rcp60",2068,20.271937
"v_13","grape-a","nt-bc","rcp60",2069,43.6953
"v_13","grape-a","nt-bc","rcp60",2070,56.082132
"v_13","grape-a","nt-bc","rcp60",2071,41.2809
"v_13","grape-a","nt-bc","rcp60",2072,24.900847
"v_13","grape-a","nt-bc","rcp60",2073,50.895101
"v_13","grape-a","nt-lc","rcp26",2014,0.156414
"v_13","grape-a","nt-lc","rcp26",2015,3.496397
"v_13","grape-a","nt-lc","rcp26",2016,13.375737
"v_13","grape-a","nt-lc","rcp26",2017,16.937357
"v_13","grape-a","nt-lc","rcp26",2018,52.429723
"v_13","grape-a","nt-lc","rcp26",2019,13.412548
"v_13","grape-a","nt-lc","rcp26",2020,84.850032
"v_13","grape-a","nt-lc","rcp26",2021,94.322464
"v_13","grape-a","nt-lc","rcp26",2022,64.988484
"v_13","grape-a","nt-lc","rcp26",2023,94.523161
"v_13","grape-a","nt-lc","rcp26",2024,169.301375
"v_13","grape-a","nt-lc","rcp26",2025,41.7317
"v_13","grape-a","nt-lc","rcp26",2026,127.325011
"v_13","grape-a","nt-lc","rcp26",2027,151.60849
"v_13","grape-a","nt-lc","rcp26",2028,148.707676
"v_13","grape-a","nt-lc","rcp26",2029,83.021445
"v_13","grape-a","nt-lc","rcp26",2030,153.859907
"v_13","grape-a","nt-lc","rcp26",2031,111.123338
"v_13","grape-a","nt-lc","rcp26",2032,293.307803
"v_13","grape-a","nt-lc","rcp26",2033,88.770416
"v_13","grape-a","nt-lc","rcp26",2034,99.632391
"v_13","grape-a","nt-lc","rcp26",2035,215.783471
"v_13","grape-a","nt-lc","rcp26",2036,278.352583
"v_13","grape-a","nt-lc","rcp26",2037,155.787188
"v_13","grape-a","nt-lc","rcp26",2038,218.840518
"v_13","grape-a","nt-lc","rcp26",2039,193.642727
"v_13","grape-a","nt-lc","rcp26",2040,211.314786
"v_13","grape-a","nt-lc","rcp26",2041,242.638203
"v_13","grape-a","nt-lc","rcp26",2042,83.100579
"v_13","grape-a","nt-lc","rcp26",2043,187.57549
"v_13","grape-a","nt-lc","rcp26",2044,15.399688
"v_13","grape-a","nt-lc","rcp26",2045,381.820453
"v_13","grape-a","nt-lc","rcp26",2046,144.487459
"v_13","grape-a","nt-lc","rcp26",2047,301.469377
"v_13","grape-a","nt-lc","rcp26",2048,252.554478
"v_13","grape-a","nt-lc","rcp26",2049,161.291532
"v_13","grape-a","nt-lc","rcp26",2050,149.536232
"v_13","grape-a","nt-lc","rcp26",2051,180.520616
"v_13","grape-a","nt-lc","rcp26",2052,296.313383
"v_13","grape-a","nt-lc","rcp26",2053,382.277915
"v_13","grape-a","nt-lc","rcp26",2054,108.329655
"v_13","grape-a","nt-lc","rcp26",2055,204.871492
"v_13","grape-a","nt-lc","rcp26",2056,101.252851
"v_13","grape-a","nt-lc","rcp26",2057,444.816868
"v_13","grape-a","nt-lc","rcp26",2058,124.64578
"v_13","grape-a","nt-lc","rcp26",2059,167.080734
"v_13","grape-a","nt-lc","rcp26",2060,185.565342
"v_13","grape-a","nt-lc","rcp26",2061,155.862704
"v_13","grape-a","nt-lc","rcp26",2062,312.677747
"v_13","grape-a","nt-lc","rcp26",2063,152.358346
"v_13","grape-a","nt-lc","rcp26",2064,355.084289
"v_13","grape-a","nt-lc","rcp26",2065,272.391858
"v_13","grape-a","nt-lc","rcp26",2066,260.580409
"v_13","grape-a","nt-lc","rcp26",2067,117.057
"v_13","grape-a","nt-lc","rcp26",2068,304.916415
"v_13","grape-a","nt-lc","rcp26",2069,139.678182
"v_13","grape-a","nt-lc","rcp26",2070,291.054186
"v_13","grape-a","nt-lc","rcp26",2071,185.238766
"v_13","grape-a","nt-lc","rcp26",2072,328.258395
"v_13","grape-a","nt-lc","rcp26",2073,386.283837
"v_13","grape-a","nt-lc","rcp60",2014,0.184931
"v_13","grape-a","nt-lc","rcp60",2015,4.9655
"v_13","grape-a","nt-lc","rcp60",2016,8.714268
"v_13","grape-a","nt-lc","rcp60",2017,26.552363
"v_13","grape-a","nt-lc","rcp60",2018,29.623917
"v_13","grape-a","nt-lc","rcp60",2019,80.619793
"v_13","grape-a","nt-lc","rcp60",2020,32.386126
"v_13","grape-a","nt-lc","rcp60",2021,74.280457
"v_13","grape-a","nt-lc","rcp60",2022,173.957962
"v_13","grape-a","nt-lc","rcp60",2023,106.582646
"v_13","grape-a","nt-lc","rcp60",2024,95.133906
"v_13","grape-a","nt-lc","rcp60",2025,238.948218
"v_13","grape-a","nt-lc","rcp60",2026,71.427295
"v_13","grape-a","nt-lc","rcp60",2027,49.217669
"v_13","grape-a","nt-lc","rcp60",2028,231.883863
"v_13","grape-a","nt-lc","rcp60",2029,176.976397
"v_13","grape-a","nt-lc","rcp60",2030,142.05696
"v_13","grape-a","nt-lc","rcp60",2031,260.788181
"v_13","grape-a","nt-lc","rcp60",2032,67.756163
"v_13","grape-a","nt-lc","rcp60",2033,115.00564
"v_13","grape-a","nt-lc","rcp60",2034,96.738458
"v_13","grape-a","nt-lc","rcp60",2035,273.543626
"v_13","grape-a","nt-lc","rcp60",2036,243.205566
"v_13","grape-a","nt-lc","rcp60",2037,114.391818
"v_13","grape-a","nt-lc","rcp60",2038,227.020635
"v_13","grape-a","nt-lc","rcp60",2039,62.48699
"v_13","grape-a","nt-lc","rcp60",2040,61.519944
"v_13","grape-a","nt-lc","rcp60",2041,285.899912
"v_13","grape-a","nt-lc","rcp60",2042,99.724489
"v_13","grape-a","nt-lc","rcp60",2043,280.615145
"v_13","grape-a","nt-lc","rcp60",2044,264.506262
"v_13","grape-a","nt-lc","rcp60",2045,229.860522
"v_13","grape-a","nt-lc","rcp60",2046,169.471573
"v_13","grape-a","nt-lc","rcp60",2047,165.697352
"v_13","grape-a","nt-lc","rcp60",2048,119.623371
"v_13","grape-a","nt-lc","rcp60",2049,471.769802
"v_13","grape-a","nt-lc","rcp60",2050,164.955278
"v_13","grape-a","nt-lc","rcp60",2051,202.115756
"v_13","grape-a","nt-lc","rcp60",2052,154.97552
"v_13","grape-a","nt-lc","rcp60",2053,237.060299
"v_13","grape-a","nt-lc","rcp60",2054,138.784297
"v_13","grape-a","nt-lc","rcp60",2055,238.515075
"v_13","grape-a","nt-lc","rcp60",2056,278.984919
"v_13","grape-a","nt-lc","rcp60",2057,107.390133
"v_13","grape-a","nt-lc","rcp60",2058,180.921779
"v_13","grape-a","nt-lc","rcp60",2059,438.876964
"v_13","grape-a","nt-lc","rcp60",2060,97.418675
"v_13","grape-a","nt-lc","rcp60",2061,120.483591
"v_13","grape-a","nt-lc","rcp60",2062,507.732945
"v_13","grape-a","nt-lc","rcp60",2063,64.9954
"v_13","grape-a","nt-lc","rcp60",2064,331.179551
"v_13","grape-a","nt-lc","rcp60",2065,148.478069
"v_13","grape-a","nt-lc","rcp60",2066,155.499934
"v_13","grape-a","nt-lc","rcp60",2067,394.199323
"v_13","grape-a","nt-lc","rcp60",2068,340.19776
"v_13","grape-a","nt-lc","rcp60",2069,195.757045
"v_13","grape-a","nt-lc","rcp60",2070,461.764041
"v_13","grape-a","nt-lc","rcp60",2071,227.75379
"v_13","grape-a","nt-lc","rcp60",2072,196.996597
"v_13","grape-a","nt-lc","rcp60",2073,360.341091
"v_13","grape-a","nt-nc","rcp26",2013,2.218166
"v_13","grape-a","nt-nc","rcp26",2014,6.050794
"v_13","grape-a","nt-nc","rcp26",2015,30.213424
"v_13","grape-a","nt-nc","rcp26",2016,54.525234
"v_13","grape-a","nt-nc","rcp26",2017,65.586639
"v_13","grape-a","nt-nc","rcp26",2018,66.083241
"v_13","grape-a","nt-nc","rcp26",2019,23.854576
"v_13","grape-a","nt-nc","rcp26",2020,68.197533
"v_13","grape-a","nt-nc","rcp26",2021,81.791648
"v_13","grape-a","nt-nc","rcp26",2022,55.952016
"v_13","grape-a","nt-nc","rcp26",2023,61.795304
"v_13","grape-a","nt-nc","rcp26",2024,81.935618
"v_13","grape-a","nt-nc","rcp26",2025,33.871862
"v_13","grape-a","nt-nc","rcp26",2026,63.176527
"v_13","grape-a","nt-nc","rcp26",2027,57.255312
"v_13","grape-a","nt-nc","rcp26",2028,81.943184
"v_13","grape-a","nt-nc","rcp26",2029,27.119478
"v_13","grape-a","nt-nc","rcp26",2030,76.78518
"v_13","grape-a","nt-nc","rcp26",2031,48.735257
"v_13","grape-a","nt-nc","rcp26",2032,100.205463
"v_13","grape-a","nt-nc","rcp26",2033,46.056037
"v_13","grape-a","nt-nc","rcp26",2034,52.909095
"v_13","grape-a","nt-nc","rcp26",2035,64.12368
"v_13","grape-a","nt-nc","rcp26",2036,68.944766
"v_13","grape-a","nt-nc","rcp26",2037,72.445345
"v_13","grape-a","nt-nc","rcp26",2038,74.378653
"v_13","grape-a","nt-nc","rcp26",2039,67.702215
"v_13","grape-a","nt-nc","rcp26",2040,64.753879
"v_13","grape-a","nt-nc","rcp26",2041,76.099683
"v_13","grape-a","nt-nc","rcp26",2042,33.703389
"v_13","grape-a","nt-nc","rcp26",2043,73.440807
"v_13","grape-a","nt-nc","rcp26",2044,15.871782
"v_13","grape-a","nt-nc","rcp26",2045,81.548517
"v_13","grape-a","nt-nc","rcp26",2046,54.436408
"v_13","grape-a","nt-nc","rcp26",2047,58.681231
"v_13","grape-a","nt-nc","rcp26",2048,73.456493
"v_13","grape-a","nt-nc","rcp26",2049,46.584978
"v_13","grape-a","nt-nc","rcp26",2050,64.539662
"v_13","grape-a","nt-nc","rcp26",2051,68.631102
"v_13","grape-a","nt-nc","rcp26",2052,75.44159
"v_13","grape-a","nt-nc","rcp26",2053,90.867244
"v_13","grape-a","nt-nc","rcp26",2054,32.656043
"v_13","grape-a","nt-nc","rcp26",2055,54.162163
"v_13","grape-a","nt-nc","rcp26",2056,40.254025
"v_13","grape-a","nt-nc","rcp26",2057,116.703934
"v_13","grape-a","nt-nc","rcp26",2058,39.066653
"v_13","grape-a","nt-nc","rcp26",2059,54.655463
"v_13","grape-a","nt-nc","rcp26",2060,58.380644
"v_13","grape-a","nt-nc","rcp26",2061,83.462623
"v_13","grape-a","nt-nc","rcp26",2062,47.345891
"v_13","grape-a","nt-nc","rcp26",2063,49.14506
"v_13","grape-a","nt-nc","rcp26",2064,96.360585
"v_13","grape-a","nt-nc","rcp26",2065,79.33172
"v_13","grape-a","nt-nc","rcp26",2066,70.049603
"v_13","grape-a","nt-nc","rcp26",2067,37.326847
"v_13","grape-a","nt-nc","rcp26",2068,78.436835
"v_13","grape-a","nt-nc","rcp26",2069,36.472699
"v_13","grape-a","nt-nc","rcp26",2070,78.973893
"v_13","grape-a","nt-nc","rcp26",2071,45.87329
"v_13","grape-a","nt-nc","rcp26",2072,86.620696
"v_13","grape-a","nt-nc","rcp60",2013,6.113839
"v_13","grape-a","nt-nc","rcp60",2014,22.551267
"v_13","grape-a","nt-nc","rcp60",2015,57.235288
"v_13","grape-a","nt-nc","rcp60",2016,56.458345
"v_13","grape-a","nt-nc","rcp60",2017,53.023073
"v_13","grape-a","nt-nc","rcp60",2018,43.710256
"v_13","grape-a","nt-nc","rcp60",2019,54.813558
"v_13","grape-a","nt-nc","rcp60",2020,32.781583
"v_13","grape-a","nt-nc","rcp60",2021,74.28664
"v_13","grape-a","nt-nc","rcp60",2022,76.530766
"v_13","grape-a","nt-nc","rcp60",2023,66.28746
"v_13","grape-a","nt-nc","rcp60",2024,47.361052
"v_13","grape-a","nt-nc","rcp60",2025,84.975889
"v_13","grape-a","nt-nc","rcp60",2026,34.242117
"v_13","grape-a","nt-nc","rcp60",2027,39.620046
"v_13","grape-a","nt-nc","rcp60",2028,91.119625
"v_13","grape-a","nt-nc","rcp60",2029,54.640114
"v_13","grape-a","nt-nc","rcp60",2030,57.900128
"v_13","grape-a","nt-nc","rcp60",2031,97.79702
"v_13","grape-a","nt-nc","rcp60",2032,35.564396
"v_13","grape-a","nt-nc","rcp60",2033,46.015625
"v_13","grape-a","nt-nc","rcp60",2034,55.732282
"v_13","grape-a","nt-nc","rcp60",2035,80.723529
"v_13","grape-a","nt-nc","rcp60",2036,91.94059
"v_13","grape-a","nt-nc","rcp60",2037,43.377537
"v_13","grape-a","nt-nc","rcp60",2038,75.858672
"v_13","grape-a","nt-nc","rcp60",2039,36.154527
"v_13","grape-a","nt-nc","rcp60",2040,43.925155
"v_13","grape-a","nt-nc","rcp60",2041,78.027298
"v_13","grape-a","nt-nc","rcp60",2042,47.915795
"v_13","grape-a","nt-nc","rcp60",2043,77.0309
"v_13","grape-a","nt-nc","rcp60",2044,76.171891
"v_13","grape-a","nt-nc","rcp60",2045,65.866924
"v_13","grape-a","nt-nc","rcp60",2046,44.553794
"v_13","grape-a","nt-nc","rcp60",2047,55.037945
"v_13","grape-a","nt-nc","rcp60",2048,49.685878
"v_13","grape-a","nt-nc","rcp60",2049,112.519321
"v_13","grape-a","nt-nc","rcp60",2050,64.462736
"v_13","grape-a","nt-nc","rcp60",2051,67.994258
"v_13","grape-a","nt-nc","rcp60",2052,55.504948
"v_13","grape-a","nt-nc","rcp60",2053,67.007879
"v_13","grape-a","nt-nc","rcp60",2054,58.037899
"v_13","grape-a","nt-nc","rcp60",2055,79.216594
"v_13","grape-a","nt-nc","rcp60",2056,55.527991
"v_13","grape-a","nt-nc","rcp60",2057,38.48379
"v_13","grape-a","nt-nc","rcp60",2058,52.512111
"v_13","grape-a","nt-nc","rcp60",2059,110.77467
"v_13","grape-a","nt-nc","rcp60",2060,29.335943
"v_13","grape-a","nt-nc","rcp60",2061,44.23802
"v_13","grape-a","nt-nc","rcp60",2062,122.169397
"v_13","grape-a","nt-nc","rcp60",2063,25.160753
"v_13","grape-a","nt-nc","rcp60",2064,76.854952
"v_13","grape-a","nt-nc","rcp60",2065,51.036899
"v_13","grape-a","nt-nc","rcp60",2066,46.358345
"v_13","grape-a","nt-nc","rcp60",2067,110.536513
"v_13","grape-a","nt-nc","rcp60",2068,56.701334
"v_13","grape-a","nt-nc","rcp60",2069,48.743854
"v_13","grape-a","nt-nc","rcp60",2070,114.473614
"v_13","grape-a","nt-nc","rcp60",2071,55.453805
"v_13","grape-a","nt-nc","rcp60",2072,58.699526
"v_13","grape-a","rt-bc","rcp26",2013,1.472747
"v_13","grape-a","rt-bc","rcp26",2014,5.72941
"v_13","grape-a","rt-bc","rcp26",2015,15.381127
"v_13","grape-a","rt-bc","rcp26",2016,25.605118
"v_13","grape-a","rt-bc","rcp26",2017,18.953194
"v_13","grape-a","rt-bc","rcp26",2018,3.314554
"v_13","grape-a","rt-bc","rcp26",2019,1.309196
"v_13","grape-a","rt-bc","rcp26",2020,9.331427
"v_13","grape-a","rt-bc","rcp26",2021,2.833938
"v_13","grape-a","rt-bc","rcp26",2022,4.422848
"v_13","grape-a","rt-bc","rcp26",2023,4.500946
"v_13","grape-a","rt-bc","rcp26",2024,7.857347
"v_13","grape-a","rt-bc","rcp26",2025,2.431898
"v_13","grape-a","rt-bc","rcp26",2026,5.75839
"v_13","grape-a","rt-bc","rcp26",2027,8.100105
"v_13","grape-a","rt-bc","rcp26",2028,5.387691
"v_13","grape-a","rt-bc","rcp26",2029,2.029948
"v_13","grape-a","rt-bc","rcp26",2030,9.717857
"v_13","grape-a","rt-bc","rcp26",2031,7.595103
"v_13","grape-a","rt-bc","rcp26",2032,11.691483
"v_13","grape-a","rt-bc","rcp26",2033,7.199785
"v_13","grape-a","rt-bc","rcp26",2034,9.848518
"v_13","grape-a","rt-bc","rcp26",2035,9.76871
"v_13","grape-a","rt-bc","rcp26",2036,16.654828
"v_13","grape-a","rt-bc","rcp26",2037,13.68568
"v_13","grape-a","rt-bc","rcp26",2038,15.600803
"v_13","grape-a","rt-bc","rcp26",2039,15.837562
"v_13","grape-a","rt-bc","rcp26",2040,18.365713
"v_13","grape-a","rt-bc","rcp26",2041,22.659068
"v_13","grape-a","rt-bc","rcp26",2042,11.214038
"v_13","grape-a","rt-bc","rcp26",2043,16.806447
"v_13","grape-a","rt-bc","rcp26",2044,4.434834
"v_13","grape-a","rt-bc","rcp26",2045,32.334667
"v_13","grape-a","rt-bc","rcp26",2046,19.208601
"v_13","grape-a","rt-bc","rcp26",2047,32.996009
"v_13","grape-a","rt-bc","rcp26",2048,26.013424
"v_13","grape-a","rt-bc","rcp26",2049,15.699862
"v_13","grape-a","rt-bc","rcp26",2050,25.609216
"v_13","grape-a","rt-bc","rcp26",2051,16.910265
"v_13","grape-a","rt-bc","rcp26",2052,18.95265
"v_13","grape-a","rt-bc","rcp26",2053,35.143907
"v_13","grape-a","rt-bc","rcp26",2054,14.658339
"v_13","grape-a","rt-bc","rcp26",2055,36.381137
"v_13","grape-a","rt-bc","rcp26",2056,25.563674
"v_13","grape-a","rt-bc","rcp26",2057,101.713141
"v_13","grape-a","rt-bc","rcp26",2058,23.168693
"v_13","grape-a","rt-bc","rcp26",2059,18.295039
"v_13","grape-a","rt-bc","rcp26",2060,13.474691
"v_13","grape-a","rt-bc","rcp26",2061,22.695958
"v_13","grape-a","rt-bc","rcp26",2062,7.522112
"v_13","grape-a","rt-bc","rcp26",2063,28.305107
"v_13","grape-a","rt-bc","rcp26",2064,60.396823
"v_13","grape-a","rt-bc","rcp26",2065,22.275095
"v_13","grape-a","rt-bc","rcp26",2066,22.38547
"v_13","grape-a","rt-bc","rcp26",2067,9.149499
"v_13","grape-a","rt-bc","rcp26",2068,18.357458
"v_13","grape-a","rt-bc","rcp26",2069,11.279332
"v_13","grape-a","rt-bc","rcp26",2070,56.935382
"v_13","grape-a","rt-bc","rcp26",2071,32.959638
"v_13","grape-a","rt-bc","rcp26",2072,62.044667
"v_13","grape-a","rt-bc","rcp26",2073,51.788123
"v_13","grape-a","rt-bc","rcp60",2013,6.380425
"v_13","grape-a","rt-bc","rcp60",2014,5.431075
"v_13","grape-a","rt-bc","rcp60",2015,25.439058
"v_13","grape-a","rt-bc","rcp60",2016,2.83721
"v_13","grape-a","rt-bc","rcp60",2017,0.867056
"v_13","grape-a","rt-bc","rcp60",2018,3.45707
"v_13","grape-a","rt-bc","rcp60",2019,0.5786
"v_13","grape-a","rt-bc","rcp60",2020,2.38001
"v_13","grape-a","rt-bc","rcp60",2021,0.768819
"v_13","grape-a","rt-bc","rcp60",2022,1.784768
"v_13","grape-a","rt-bc","rcp60",2023,2.7276
"v_13","grape-a","rt-bc","rcp60",2024,5.489925
"v_13","grape-a","rt-bc","rcp60",2025,10.946968
"v_13","grape-a","rt-bc","rcp60",2026,6.689643
"v_13","grape-a","rt-bc","rcp60",2027,10.143052
"v_13","grape-a","rt-bc","rcp60",2028,19.507169
"v_13","grape-a","rt-bc","rcp60",2029,4.202053
"v_13","grape-a","rt-bc","rcp60",2030,18.506708
"v_13","grape-a","rt-bc","rcp60",2031,9.99476
"v_13","grape-a","rt-bc","rcp60",2032,4.912337
"v_13","grape-a","rt-bc","rcp60",2033,18.422867
"v_13","grape-a","rt-bc","rcp60",2034,11.895425
"v_13","grape-a","rt-bc","rcp60",2035,13.194906
"v_13","grape-a","rt-bc","rcp60",2036,11.696719
"v_13","grape-a","rt-bc","rcp60",2037,8.845033
"v_13","grape-a","rt-bc","rcp60",2038,14.736978
"v_13","grape-a","rt-bc","rcp60",2039,13.447518
"v_13","grape-a","rt-bc","rcp60",2040,7.229938
"v_13","grape-a","rt-bc","rcp60",2041,3.077325
"v_13","grape-a","rt-bc","rcp60",2042,32.769329
"v_13","grape-a","rt-bc","rcp60",2043,42.606691
"v_13","grape-a","rt-bc","rcp60",2044,33.137086
"v_13","grape-a","rt-bc","rcp60",2045,17.058324
"v_13","grape-a","rt-bc","rcp60",2046,11.184893
"v_13","grape-a","rt-bc","rcp60",2047,27.681732
"v_13","grape-a","rt-bc","rcp60",2048,26.798773
"v_13","grape-a","rt-bc","rcp60",2049,72.61431
"v_13","grape-a","rt-bc","rcp60",2050,21.968997
"v_13","grape-a","rt-bc","rcp60",2051,17.728306
"v_13","grape-a","rt-bc","rcp60",2052,10.605481
"v_13","grape-a","rt-bc","rcp60",2053,13.399355
"v_13","grape-a","rt-bc","rcp60",2054,15.84303
"v_13","grape-a","rt-bc","rcp60",2055,10.813627
"v_13","grape-a","rt-bc","rcp60",2056,21.513404
"v_13","grape-a","rt-bc","rcp60",2057,10.723635
"v_13","grape-a","rt-bc","rcp60",2058,22.543612
"v_13","grape-a","rt-bc","rcp60",2059,27.339279
"v_13","grape-a","rt-bc","rcp60",2060,3.752703
"v_13","grape-a","rt-bc","rcp60",2061,19.463061
"v_13","grape-a","rt-bc","rcp60",2062,73.874996
"v_13","grape-a","rt-bc","rcp60",2063,7.58358
"v_13","grape-a","rt-bc","rcp60",2064,57.37043
"v_13","grape-a","rt-bc","rcp60",2065,29.078413
"v_13","grape-a","rt-bc","rcp60",2066,27.546932
"v_13","grape-a","rt-bc","rcp60",2067,70.55527
"v_13","grape-a","rt-bc","rcp60",2068,16.351651
"v_13","grape-a","rt-bc","rcp60",2069,33.924522
"v_13","grape-a","rt-bc","rcp60",2070,42.684677
"v_13","grape-a","rt-bc","rcp60",2071,30.604346
"v_13","grape-a","rt-bc","rcp60",2072,15.970017
"v_13","grape-a","rt-bc","rcp60",2073,31.978079
"v_13","grape-a","rt-lc","rcp26",2013,1.472747
"v_13","grape-a","rt-lc","rcp26",2014,5.729504
"v_13","grape-a","rt-lc","rcp26",2015,17.330596
"v_13","grape-a","rt-lc","rcp26",2016,24.484102
"v_13","grape-a","rt-lc","rcp26",2017,113.824515
"v_13","grape-a","rt-lc","rcp26",2018,74.819176
"v_13","grape-a","rt-lc","rcp26",2019,15.650933
"v_13","grape-a","rt-lc","rcp26",2020,81.921188
"v_13","grape-a","rt-lc","rcp26",2021,120.283017
"v_13","grape-a","rt-lc","rcp26",2022,74.38965
"v_13","grape-a","rt-lc","rcp26",2023,110.649917
"v_13","grape-a","rt-lc","rcp26",2024,168.227301
"v_13","grape-a","rt-lc","rcp26",2025,49.362719
"v_13","grape-a","rt-lc","rcp26",2026,118.616725
"v_13","grape-a","rt-lc","rcp26",2027,166.627232
"v_13","grape-a","rt-lc","rcp26",2028,141.714599
"v_13","grape-a","rt-lc","rcp26",2029,94.078239
"v_13","grape-a","rt-lc","rcp26",2030,157.871244
"v_13","grape-a","rt-lc","rcp26",2031,121.823209
"v_13","grape-a","rt-lc","rcp26",2032,306.767723
"v_13","grape-a","rt-lc","rcp26",2033,100.100234
"v_13","grape-a","rt-lc","rcp26",2034,106.431261
"v_13","grape-a","rt-lc","rcp26",2035,216.501864
"v_13","grape-a","rt-lc","rcp26",2036,320.723526
"v_13","grape-a","rt-lc","rcp26",2037,179.930323
"v_13","grape-a","rt-lc","rcp26",2038,231.274683
"v_13","grape-a","rt-lc","rcp26",2039,211.781018
"v_13","grape-a","rt-lc","rcp26",2040,238.539925
"v_13","grape-a","rt-lc","rcp26",2041,261.235938
"v_13","grape-a","rt-lc","rcp26",2042,93.665418
"v_13","grape-a","rt-lc","rcp26",2043,176.224041
"v_13","grape-a","rt-lc","rcp26",2044,12.916786
"v_13","grape-a","rt-lc","rcp26",2045,392.135714
"v_13","grape-a","rt-lc","rcp26",2046,141.11228
"v_13","grape-a","rt-lc","rcp26",2047,279.813507
"v_13","grape-a","rt-lc","rcp26",2048,265.372876
"v_13","grape-a","rt-lc","rcp26",2049,146.994972
"v_13","grape-a","rt-lc","rcp26",2050,142.451032
"v_13","grape-a","rt-lc","rcp26",2051,161.855152
"v_13","grape-a","rt-lc","rcp26",2052,288.84122
"v_13","grape-a","rt-lc","rcp26",2053,403.305416
"v_13","grape-a","rt-lc","rcp26",2054,129.056018
"v_13","grape-a","rt-lc","rcp26",2055,200.003451
"v_13","grape-a","rt-lc","rcp26",2056,90.218688
