"site_name","crop_system_name","management_name","climate_scenario","Year","trans.yr","evap.yr","leach.yr","run.yr","sed.yr"
"v_12","grape-c","cn","rcp60",2041,64.582679,186.530621,801.231174,936.400877,15427.3994304494
"v_12","grape-c","cn","rcp60",2042,67.895578,258.796507,351.565847,221.42713,6139.95232923906
"v_12","grape-c","cn","rcp60",2043,65.888047,218.857532,541.345608,393.693967,8104.8336209302
"v_12","grape-c","cn","rcp60",2044,66.59025,191.613484,756.675402,837.054247,11338.6702873015
"v_12","grape-c","cn","rcp60",2045,69.067871,191.227848,560.701183,610.771911,13163.8901072547
"v_12","grape-c","cn","rcp60",2046,67.04848,182.512454,979.347546,713.036323,11950.9122794545
"v_12","grape-c","cn","rcp60",2047,67.308346,210.586763,532.100945,554.902262,9281.05252026736
"v_12","grape-c","cn","rcp60",2048,65.984416,220.425186,241.191891,194.588742,3698.43852210532
"v_12","grape-c","cn","rcp60",2049,67.988315,235.068138,1171.423387,1081.880919,18747.3171482298
"v_12","grape-c","cn","rcp60",2050,64.343814,255.949212,634.408951,838.657253,10730.8904831357
"v_12","grape-c","cn","rcp60",2051,69.424631,276.4176,812.532382,664.246618,12802.2071462796
"v_12","grape-c","cn","rcp60",2052,69.198122,217.887994,608.402183,557.891914,12066.6864932315
"v_12","grape-c","cn","rcp60",2053,68.289952,210.793797,1050.992234,900.414376,16462.0211189846
"v_12","grape-c","cn","rcp60",2054,70.138024,233.8167,532.014136,525.406612,10026.3979165174
"v_12","grape-c","cn","rcp60",2055,71.861329,216.700641,607.100705,540.001512,10376.1723489242
"v_12","grape-c","cn","rcp60",2056,66.621711,202.487867,682.24049,631.641751,18262.8088390396
"v_12","grape-c","cn","rcp60",2057,67.806413,203.722502,341.086559,333.291065,6452.64163236498
"v_12","grape-c","cn","rcp60",2058,71.173004,253.093926,419.804235,319.108081,4929.32979794305
"v_12","grape-c","cn","rcp60",2059,71.878428,247.817779,785.920543,684.345289,14906.3765058587
"v_12","grape-c","cn","rcp60",2060,69.427293,229.705997,293.86411,292.584438,4901.82590109406
"v_12","grape-c","cn","rcp60",2061,71.238985,222.8071,257.08955,199.023394,3628.64677697289
"v_12","grape-c","cn","rcp60",2062,69.227447,241.342438,830.544871,866.803353,20582.7464182351
"v_12","grape-c","cn","rcp60",2063,71.427683,249.364049,316.741215,227.639613,4385.60682645686
"v_12","grape-c","cn","rcp60",2064,72.488856,231.166349,784.780771,680.152536,13018.2152944138
"v_12","grape-c","cn","rcp60",2065,71.812852,213.161559,432.138765,287.175113,5527.04000563727
"v_12","grape-c","cn","rcp60",2066,73.378805,241.171936,226.127754,225.230562,4149.13575699963
"v_12","grape-c","cn","rcp60",2067,71.385346,316.695939,620.957447,431.737563,7859.63839282036
"v_12","grape-c","cn","rcp60",2068,72.591205,189.240054,779.420007,702.309857,12832.5428243046
"v_12","grape-c","cn","rcp60",2069,72.096085,214.026848,245.846263,521.2736,4442.40935636179
"v_12","grape-c","cn","rcp60",2070,73.990783,245.333117,792.513615,842.386907,16570.1358564254
"v_12","grape-c","cn","rcp60",2071,74.038869,198.978575,1204.733642,1579.603808,31410.9337506428
"v_12","grape-c","cn","rcp60",2072,68.740184,219.779035,458.964009,1091.561033,11277.2923141107
"v_12","grape-c","rn","rcp26",2014,57.385019,222.471078,58.730529,384.451884,3835.42362707372
"v_12","grape-c","rn","rcp26",2015,59.253548,184.152941,318.097476,150.958159,4482.20353934384
"v_12","grape-c","rn","rcp26",2016,64.140329,270.275577,383.084608,284.599188,4988.61017919971
"v_12","grape-c","rn","rcp26",2017,61.789881,237.707203,491.920626,548.428712,8751.53904735139
"v_12","grape-c","rn","rcp26",2018,60.754374,262.82741,874.321929,745.064925,13427.0588707508
"v_12","grape-c","rn","rcp26",2019,62.649742,226.877051,201.535488,116.207727,2740.48171301495
"v_12","grape-c","rn","rcp26",2020,63.069052,231.492264,359.822045,311.738218,6267.68906713906
"v_12","grape-c","rn","rcp26",2021,61.993106,224.940016,423.395207,746.235503,7688.33747837992
"v_12","grape-c","rn","rcp26",2022,63.045324,243.668032,450.431707,512.305513,6704.7548374791
"v_12","grape-c","rn","rcp26",2023,61.811757,159.242624,1022.185028,953.910586,20588.2398908165
"v_12","grape-c","rn","rcp26",2024,63.349443,199.002856,769.266227,866.134973,14824.030168051
"v_12","grape-c","rn","rcp26",2025,63.697495,217.260405,597.699871,645.901095,13404.2220242686
"v_12","grape-c","rn","rcp26",2026,62.755856,175.939434,365.958939,314.658972,9342.79369421724
"v_12","grape-c","rn","rcp26",2027,62.776421,266.266361,510.289861,380.97855,9700.33100262375
"v_12","grape-c","rn","rcp26",2028,63.376778,252.148041,639.925152,613.455349,11644.889281285
"v_12","grape-c","rn","rcp26",2029,64.042553,242.134349,333.159759,256.953744,5614.23837402317
"v_12","grape-c","rn","rcp26",2030,62.619184,207.275605,513.015591,439.079629,8341.19287192017
"v_12","grape-c","rn","rcp26",2031,64.800364,209.224162,240.013694,285.2031,3453.08349362936
"v_12","grape-c","rn","rcp26",2032,62.891018,190.57949,1048.333315,1216.100731,27375.8778711237
"v_12","grape-c","rn","rcp26",2033,64.345418,272.14808,1136.265835,932.999392,22135.9024093551
"v_12","grape-c","rn","rcp26",2034,64.07215,222.335882,397.817386,273.762641,5533.32586911555
"v_12","grape-c","rn","rcp26",2035,66.51582,192.413563,400.56896,342.393736,6786.03043246314
"v_12","grape-c","rn","rcp26",2036,65.435043,241.970662,767.174891,780.519641,14150.6408606046
"v_12","grape-c","rn","rcp26",2037,62.272623,222.693744,849.876194,822.287031,15537.5705077173
"v_12","grape-c","rn","rcp26",2038,66.347675,283.14573,645.525072,700.52572,10940.6776968802
"v_12","grape-c","rn","rcp26",2039,66.64128,272.58823,1515.708962,1935.825527,35899.4632834945
"v_12","grape-c","rn","rcp26",2040,64.114538,245.977242,909.821897,899.448951,19909.8355916799
"v_12","grape-c","rn","rcp26",2041,64.117003,262.076023,718.330483,825.041727,12846.6600334601
"v_12","grape-c","rn","rcp26",2042,60.009286,261.918077,541.333827,1151.320278,9168.13141216865
"v_12","grape-c","rn","rcp26",2043,65.276557,201.233762,732.821015,545.16302,11602.6803216326
"v_12","grape-c","rn","rcp26",2044,65.557016,247.672472,105.323122,51.906223,1496.38777285568
"v_12","grape-c","rn","rcp26",2045,67.342974,188.962855,577.919308,531.416207,9797.2813860796
"v_12","grape-c","rn","rcp26",2046,64.822732,219.731544,376.355398,216.149054,4743.0679971064
"v_12","grape-c","rn","rcp26",2047,65.764203,206.636702,288.442887,347.669479,7077.0689922446
"v_12","grape-c","rn","rcp26",2048,65.273746,230.920831,874.426257,900.181332,15899.5574862736
"v_12","grape-c","rn","rcp26",2049,64.670875,197.127371,233.600695,628.064808,5178.36065807539
"v_12","grape-c","rn","rcp26",2050,65.546399,190.407735,458.610289,448.45275,8169.86869775941
"v_12","grape-c","rn","rcp26",2051,64.529056,258.500992,469.877395,631.141897,6784.45142456511
"v_12","grape-c","rn","rcp26",2052,65.631817,229.568186,581.24698,530.535766,9487.24081866468
"v_12","grape-c","rn","rcp26",2053,63.879705,229.760971,926.237713,1621.590195,18855.4295459261
"v_12","grape-c","rn","rcp26",2054,66.117223,218.965087,1009.422153,1073.662349,22424.4565829455
"v_12","grape-c","rn","rcp26",2055,63.633579,194.125754,621.63179,779.354544,9042.97225561745
"v_12","grape-c","rn","rcp26",2056,65.219934,226.233319,261.407339,177.37705,3000.10087329917
"v_12","grape-c","rn","rcp26",2057,65.979652,211.371645,889.995613,828.926964,15564.0924575769
"v_12","grape-c","rn","rcp26",2058,63.987933,239.942894,444.272572,316.379029,5380.82557275631
"v_12","grape-c","rn","rcp26",2059,63.19277,193.554276,296.029286,257.072553,4370.55161150569
"v_12","grape-c","rn","rcp26",2060,62.800719,264.423652,399.987958,473.998889,8765.55467178834
"v_12","grape-c","rn","rcp26",2061,67.174153,267.210591,502.590674,371.519546,7859.61198681819
"v_12","grape-c","rn","rcp26",2062,66.286837,158.846695,793.556139,792.221269,13705.2490016702
"v_12","grape-c","rn","rcp26",2063,65.829471,293.853454,454.539895,336.498558,6488.2628206898
"v_12","grape-c","rn","rcp26",2064,66.531367,225.955286,715.396936,699.933569,12637.8418974815
"v_12","grape-c","rn","rcp26",2065,65.504852,269.853446,850.062291,714.892054,19177.2212627275
"v_12","grape-c","rn","rcp26",2066,65.240578,207.656456,886.133096,830.777262,18048.4438084626
"v_12","grape-c","rn","rcp26",2067,62.997749,229.120206,602.907439,427.158603,10575.4529939957
"v_12","grape-c","rn","rcp26",2068,62.909548,180.840695,582.626422,667.057725,11461.3610112224
"v_12","grape-c","rn","rcp26",2069,63.194077,212.381999,539.085415,366.278969,8979.33231094371
"v_12","grape-c","rn","rcp26",2070,65.75036,228.805265,403.291251,388.360732,8577.89828214771
"v_12","grape-c","rn","rcp26",2071,66.252342,236.209956,485.539789,359.841052,6423.43113309099
"v_12","grape-c","rn","rcp26",2072,61.182303,206.244318,624.12731,648.356164,10856.6322943916
"v_12","grape-c","rn","rcp60",2014,61.098587,189.431767,256.77915,658.091822,10673.3377643627
"v_12","grape-c","rn","rcp60",2015,61.005408,219.805581,489.804351,441.233138,7532.75723228195
"v_12","grape-c","rn","rcp60",2016,60.724902,206.715336,1216.460865,972.826893,17283.6499193243
"v_12","grape-c","rn","rcp60",2017,62.852295,239.973481,1165.854461,907.669472,16447.7387069203
"v_12","grape-c","rn","rcp60",2018,61.731492,233.760508,884.671658,969.60935,18490.3842153813
"v_12","grape-c","rn","rcp60",2019,61.55188,201.81797,569.917508,513.422052,9122.47430478837
"v_12","grape-c","rn","rcp60",2020,63.185541,251.731563,306.256903,212.092354,4709.88580735712
"v_12","grape-c","rn","rcp60",2021,64.1017,243.698061,395.93278,288.999366,10458.5116968987
"v_12","grape-c","rn","rcp60",2022,61.604242,229.116251,903.663365,656.871448,15169.1867094086
"v_12","grape-c","rn","rcp60",2023,62.208505,224.080158,683.604268,589.075734,11265.2970142269
"v_12","grape-c","rn","rcp60",2024,57.097301,189.919396,538.104046,312.85028,6898.34448110529
"v_12","grape-c","rn","rcp60",2025,62.18939,224.613883,1035.470471,1269.862811,21378.4818669646
"v_12","grape-c","rn","rcp60",2026,63.646135,251.632513,499.965285,335.121026,6429.42764256074
"v_12","grape-c","rn","rcp60",2027,65.69141,261.803583,237.055508,156.131216,3545.79242108307
"v_12","grape-c","rn","rcp60",2028,64.448884,324.271942,804.856899,584.178555,13231.9483092555
"v_12","grape-c","rn","rcp60",2029,60.671476,219.361976,569.009204,458.347391,9036.27282650126
"v_12","grape-c","rn","rcp60",2030,63.829909,199.782427,328.011103,371.442025,9517.77708489283
"v_12","grape-c","rn","rcp60",2031,65.444225,235.349708,771.493516,937.889848,17052.3835435498
"v_12","grape-c","rn","rcp60",2032,64.369051,214.546925,541.44069,839.067458,10349.6362675236
"v_12","grape-c","rn","rcp60",2033,65.967722,222.735172,141.999895,353.100192,2992.77334825076
"v_12","grape-c","rn","rcp60",2034,61.943941,277.471196,337.218221,316.700716,4534.45453185647
"v_12","grape-c","rn","rcp60",2035,54.784361,243.69754,528.328149,891.176059,12743.4195175378
"v_12","grape-c","rn","rcp60",2036,60.017395,239.859193,573.263356,948.897245,10272.4908730784
"v_12","grape-c","rn","rcp60",2037,63.988575,213.828175,421.890688,313.112959,6599.54903256707
"v_12","grape-c","rn","rcp60",2038,66.677925,245.699127,820.26731,784.149832,14545.8584381324
"v_12","grape-c","rn","rcp60",2039,56.966058,262.811173,215.80972,238.640359,4744.63490867324
"v_12","grape-c","rn","rcp60",2040,65.718262,232.283446,238.643376,152.578135,3022.12417936787
"v_12","grape-c","rn","rcp60",2041,64.582679,186.530667,801.231399,936.401435,15427.4113684603
"v_12","grape-c","rn","rcp60",2042,67.895578,258.796811,351.565497,221.427418,6139.95986745494
"v_12","grape-c","rn","rcp60",2043,65.888047,218.857712,541.345528,393.694546,8104.84598170503
"v_12","grape-c","rn","rcp60",2044,66.59025,191.613574,756.675617,837.055276,11338.686232058
"v_12","grape-c","rn","rcp60",2045,69.067871,191.238132,560.689943,610.770105,13163.8625035524
"v_12","grape-c","rn","rcp60",2046,67.04848,182.533151,979.327584,713.037177,11950.9276972103
"v_12","grape-c","rn","rcp60",2047,67.308346,210.61978,532.067905,554.902725,9281.05856348053
"v_12","grape-c","rn","rcp60",2048,65.984416,220.425427,241.191802,194.589037,3698.44640337472
"v_12","grape-c","rn","rcp60",2049,67.988315,235.06158,1171.430125,1081.882108,18747.3419815626
"v_12","grape-c","rn","rcp60",2050,64.343814,255.949309,634.409116,838.658375,10730.9056160094
"v_12","grape-c","rn","rcp60",2051,69.424631,276.386908,812.563347,664.247196,12802.2190124411
"v_12","grape-c","rn","rcp60",2052,69.198122,217.878386,608.413005,557.895779,12066.7546484695
"v_12","grape-c","rn","rcp60",2053,68.289952,210.818783,1050.967524,900.415443,16462.0402353353
"v_12","grape-c","rn","rcp60",2054,70.138024,233.817154,532.013948,525.407776,10026.4233309346
"v_12","grape-c","rn","rcp60",2055,71.861329,216.664586,607.136753,540.001199,10376.1785666513
"v_12","grape-c","rn","rcp60",2056,66.467454,202.583499,682.299656,631.643553,18271.046749516
"v_12","grape-c","rn","rcp60",2057,67.806413,203.722368,341.089948,333.300642,6452.88028960383
"v_12","grape-c","rn","rcp60",2058,71.173004,253.081724,419.818513,319.114836,4929.95947817881
"v_12","grape-c","rn","rcp60",2059,71.878428,247.866024,785.876772,684.359453,14906.7447049485
"v_12","grape-c","rn","rcp60",2060,69.427293,229.706104,293.865584,292.589696,4901.95610782735
"v_12","grape-c","rn","rcp60",2061,71.238985,222.815831,257.082006,199.027276,3628.73472209112
"v_12","grape-c","rn","rcp60",2062,69.227447,241.342708,830.547542,866.812853,20583.0183864108
"v_12","grape-c","rn","rcp60",2063,70.740728,249.7731,317.022532,227.650281,4388.59326313953
"v_12","grape-c","rn","rcp60",2064,72.488856,231.154387,784.804914,680.190765,13019.1476127846
"v_12","grape-c","rn","rcp60",2065,71.812852,213.129022,432.175629,287.188896,5527.36897776781
"v_12","grape-c","rn","rcp60",2066,73.378805,241.150079,226.152664,225.241045,4149.38393766828
"v_12","grape-c","rn","rcp60",2067,71.385346,316.739201,620.918494,431.750914,7859.9696658621
"v_12","grape-c","rn","rcp60",2068,72.591205,189.237178,779.421558,702.326481,12832.9334594404
"v_12","grape-c","rn","rcp60",2069,72.096085,214.011436,245.870763,521.282048,4442.56263430891
"v_12","grape-c","rn","rcp60",2070,73.990783,245.286778,792.564874,842.401124,16576.6826048723
"v_12","grape-c","rn","rcp60",2071,74.038869,198.993861,1204.736952,1579.663205,31412.6259923004
"v_12","grape-c","rn","rcp60",2072,67.966546,220.48919,459.049131,1091.643089,11283.9022075164
"v_13","grape-c","cn","rcp26",2014,63.980332,160.600585,92.163341,236.968026,457.00575668069
"v_13","grape-c","cn","rcp26",2015,61.983795,174.812443,178.512566,19.651852,75.7138521413678
"v_13","grape-c","cn","rcp26",2016,64.917953,197.064167,254.070331,35.529657,119.010121696121
"v_13","grape-c","cn","rcp26",2017,65.383212,182.155713,627.836357,260.670766,740.61064070306
"v_13","grape-c","cn","rcp26",2018,64.733632,219.678101,986.284004,397.643902,907.209451654715
"v_13","grape-c","cn","rcp26",2019,63.897855,209.8464,164.851464,44.361691,252.59770106712
"v_13","grape-c","cn","rcp26",2020,65.150348,184.333158,319.529464,141.531693,697.301273980368
"v_13","grape-c","cn","rcp26",2021,61.025608,198.754858,454.121236,206.060801,292.385601204033
"v_13","grape-c","cn","rcp26",2022,64.987358,220.366564,580.321213,206.575819,549.007206293324
"v_13","grape-c","cn","rcp26",2023,66.993382,168.375554,934.969294,411.9204,1269.43142776634
"v_13","grape-c","cn","rcp26",2024,65.701606,178.770453,986.652062,523.321811,1435.94603892552
"v_13","grape-c","cn","rcp26",2025,65.908654,189.462747,665.827658,255.269088,647.093890264642
"v_13","grape-c","cn","rcp26",2026,65.522853,154.209782,401.011623,134.230671,763.392379190659
"v_13","grape-c","cn","rcp26",2027,65.229512,250.651195,501.483644,124.468457,493.934217395483
"v_13","grape-c","cn","rcp26",2028,66.220335,212.75307,595.665644,232.582668,526.644010701037
"v_13","grape-c","cn","rcp26",2029,64.962892,166.277821,344.887871,108.477313,266.546741587188
"v_13","grape-c","cn","rcp26",2030,67.755984,172.070625,561.405998,149.082482,385.712808027767
"v_13","grape-c","cn","rcp26",2031,67.229028,188.822197,305.666069,40.309712,130.293643623634
"v_13","grape-c","cn","rcp26",2032,65.818625,182.45013,1162.828878,548.736691,1285.53502361985
"v_13","grape-c","cn","rcp26",2033,68.893102,211.375663,1069.565886,316.185336,1058.40052881954
"v_13","grape-c","cn","rcp26",2034,65.09452,176.335961,414.261665,83.183658,348.911884317411
"v_13","grape-c","cn","rcp26",2035,67.898874,184.811721,360.048648,109.020943,292.145511034202
"v_13","grape-c","cn","rcp26",2036,67.614038,203.720528,784.627637,259.309486,710.193655093766
"v_13","grape-c","cn","rcp26",2037,66.85844,200.740878,843.550308,172.886466,965.986567877661
"v_13","grape-c","cn","rcp26",2038,66.750117,275.325323,637.30031,224.001283,580.331236486957
"v_13","grape-c","cn","rcp26",2039,66.684024,221.114369,1702.275893,945.047856,2494.91176470978
"v_13","grape-c","cn","rcp26",2040,66.4155,201.016449,1090.533037,521.428095,1562.18510778941
"v_13","grape-c","cn","rcp26",2041,68.058816,223.220903,937.563725,308.420467,1043.7684855115
"v_13","grape-c","cn","rcp26",2042,67.631486,236.096113,724.112251,223.658467,785.859436637461
"v_13","grape-c","cn","rcp26",2043,67.523054,185.786324,752.677049,159.323657,455.906383825124
"v_13","grape-c","cn","rcp26",2044,60.423207,197.748977,49.787382,4.570728,25.8787165385393
"v_13","grape-c","cn","rcp26",2045,66.968474,164.892688,615.150273,202.277616,519.20282098968
"v_13","grape-c","cn","rcp26",2046,66.554592,220.233483,307.479729,35.364265,142.516319347064
"v_13","grape-c","cn","rcp26",2047,67.707091,151.751041,313.893239,171.947953,477.701511869599
"v_13","grape-c","cn","rcp26",2048,66.348118,224.17723,1007.485593,491.186766,1179.72772503506
"v_13","grape-c","cn","rcp26",2049,64.222772,173.34682,408.360052,111.503268,226.828340112646
"v_13","grape-c","cn","rcp26",2050,67.497596,189.170195,392.478068,62.841339,178.80461563452
"v_13","grape-c","cn","rcp26",2051,67.400677,191.580345,433.423004,89.503016,275.173713107445
"v_13","grape-c","cn","rcp26",2052,67.625386,221.907314,580.546479,150.600259,520.427827735842
"v_13","grape-c","cn","rcp26",2053,68.585214,200.994575,1275.460756,436.222305,1234.48721544291
"v_13","grape-c","cn","rcp26",2054,69.043008,154.651672,1090.545499,476.938649,1521.16354619381
"v_13","grape-c","cn","rcp26",2055,65.792088,136.90292,796.353134,256.273416,652.018797492483
"v_13","grape-c","cn","rcp26",2056,68.648468,189.809068,274.8368,66.694187,321.355118629684
"v_13","grape-c","cn","rcp26",2057,68.584934,183.514034,859.727805,227.086218,566.422869190759
"v_13","grape-c","cn","rcp26",2058,67.422041,211.668316,430.229968,77.665585,242.329228882192
"v_13","grape-c","cn","rcp26",2059,67.540259,165.672528,315.902856,104.822878,294.012890572943
"v_13","grape-c","cn","rcp26",2060,66.176176,200.795014,436.145982,67.486707,391.7695444766
"v_13","grape-c","cn","rcp26",2061,66.982509,240.896792,503.0256,89.512872,326.393934222434
"v_13","grape-c","cn","rcp26",2062,66.097027,144.057958,840.615163,403.949091,1595.89442332747
"v_13","grape-c","cn","rcp26",2063,68.854981,224.892897,377.351995,63.748876,143.149575704535
"v_13","grape-c","cn","rcp26",2064,67.115177,197.163897,783.582797,180.265111,696.932299562743
"v_13","grape-c","cn","rcp26",2065,68.510652,245.875909,822.707866,239.697729,814.895296781401
"v_13","grape-c","cn","rcp26",2066,67.702203,190.746152,964.53078,307.716799,982.9849051725
"v_13","grape-c","cn","rcp26",2067,67.120582,220.229081,505.13253,76.187481,232.118530099154
"v_13","grape-c","cn","rcp26",2068,67.597412,175.802348,600.41695,257.669853,564.711789241281
"v_13","grape-c","cn","rcp26",2069,67.440194,177.962332,462.893831,72.800357,329.387062353101
"v_13","grape-c","cn","rcp26",2070,67.937905,176.516879,394.234427,124.681307,315.847229498795
"v_13","grape-c","cn","rcp26",2071,67.345198,203.615341,420.323666,109.58849,412.351390239779
"v_13","grape-c","cn","rcp26",2072,65.276672,178.568712,701.258979,181.555773,587.837592465515
"v_13","grape-c","cn","rcp60",2014,59.432329,175.561361,175.246152,499.328784,986.958173000103
"v_13","grape-c","cn","rcp60",2015,64.604804,198.373255,595.443386,197.455694,457.002765959563
"v_13","grape-c","cn","rcp60",2016,64.469757,153.170888,1299.159066,385.412399,1033.36025380155
"v_13","grape-c","cn","rcp60",2017,61.523947,200.587259,1045.62147,324.881667,786.812488786785
"v_13","grape-c","cn","rcp60",2018,65.37873,194.191704,992.279642,284.948007,766.917285490282
"v_13","grape-c","cn","rcp60",2019,64.160456,150.955405,709.536908,297.289618,913.231633698323
"v_13","grape-c","cn","rcp60",2020,63.74684,218.383636,199.970236,31.070632,85.9268277126367
"v_13","grape-c","cn","rcp60",2021,64.781098,194.661066,390.472014,92.82132,651.28866929883
"v_13","grape-c","cn","rcp60",2022,63.775671,192.21404,892.416987,246.735672,917.359913543044
"v_13","grape-c","cn","rcp60",2023,64.907633,210.688188,624.716192,157.492672,407.249806366918
"v_13","grape-c","cn","rcp60",2024,66.477636,180.219176,571.453424,90.108622,236.774694632575
"v_13","grape-c","cn","rcp60",2025,63.718603,190.130354,1243.378419,581.913445,1602.04131236885
"v_13","grape-c","cn","rcp60",2026,66.485118,189.807144,473.512392,82.87578,221.715219275127
"v_13","grape-c","cn","rcp60",2027,65.964297,202.067677,149.882131,24.770006,80.6619176338376
"v_13","grape-c","cn","rcp60",2028,65.164763,234.360102,570.046449,98.186462,257.175448876689
"v_13","grape-c","cn","rcp60",2029,65.6029,190.595042,527.058612,118.644665,429.709966352067
"v_13","grape-c","cn","rcp60",2030,65.151833,175.24921,269.164988,102.681012,352.844203637955
"v_13","grape-c","cn","rcp60",2031,66.974393,203.694973,780.83206,415.350185,825.732475924323
"v_13","grape-c","cn","rcp60",2032,65.278814,178.585107,745.769643,308.119278,1411.71174959308
"v_13","grape-c","cn","rcp60",2033,67.526957,188.479488,200.839512,40.862044,210.98654175493
"v_13","grape-c","cn","rcp60",2034,67.111287,191.683997,273.970811,31.668229,110.813734721684
"v_13","grape-c","cn","rcp60",2035,65.107264,185.906593,561.673038,184.957736,480.2102585421
"v_13","grape-c","cn","rcp60",2036,66.97972,224.478035,874.0648,275.012823,708.155394973695
"v_13","grape-c","cn","rcp60",2037,66.532713,207.212937,369.455738,72.928713,224.976490470839
"v_13","grape-c","cn","rcp60",2038,67.618495,250.11816,832.207081,272.072392,955.633782392352
"v_13","grape-c","cn","rcp60",2039,65.466489,217.1697,148.152855,38.510102,101.867539722794
"v_13","grape-c","cn","rcp60",2040,66.967175,213.200598,215.488636,17.248734,45.4876568772729
"v_13","grape-c","cn","rcp60",2041,69.210197,132.731854,975.732501,369.779918,1031.78730925931
"v_13","grape-c","cn","rcp60",2042,69.322214,233.847094,255.209122,28.757187,169.136606365592
"v_13","grape-c","cn","rcp60",2043,68.485441,177.152854,538.687558,195.955365,451.789752861732
"v_13","grape-c","cn","rcp60",2044,68.022344,174.106614,796.881516,270.965786,634.391756355811
"v_13","grape-c","cn","rcp60",2045,71.342111,177.740755,498.880533,234.988746,660.156282881324
"v_13","grape-c","cn","rcp60",2046,68.824191,183.120431,855.118593,301.687958,1301.05566223442
"v_13","grape-c","cn","rcp60",2047,69.424333,178.835304,487.170169,156.130305,500.909299360523
"v_13","grape-c","cn","rcp60",2048,69.043925,171.882385,223.339289,36.20264,141.727679419731
"v_13","grape-c","cn","rcp60",2049,70.443194,179.837026,1131.716902,486.982357,1043.86029616811
"v_13","grape-c","cn","rcp60",2050,70.416274,262.759232,773.392538,295.169134,1043.49474263475
"v_13","grape-c","cn","rcp60",2051,70.513947,222.004667,716.104317,159.020936,635.026893284668
"v_13","grape-c","cn","rcp60",2052,71.10551,218.834466,552.835306,200.195875,449.11849442903
"v_13","grape-c","cn","rcp60",2053,72.332312,194.623717,975.467182,267.874481,1090.36331519992
"v_13","grape-c","cn","rcp60",2054,71.708494,204.665865,434.643101,106.928086,263.955482624075
"v_13","grape-c","cn","rcp60",2055,72.438576,184.432083,555.156113,102.399563,273.307336575469
"v_13","grape-c","cn","rcp60",2056,71.187645,191.268296,657.399572,205.136975,516.4967150998
"v_13","grape-c","cn","rcp60",2057,72.119989,196.172896,277.548984,67.593552,288.055340938098
"v_13","grape-c","cn","rcp60",2058,74.005845,214.139387,279.271689,44.434159,139.003520999294
"v_13","grape-c","cn","rcp60",2059,73.926493,227.290455,805.876686,333.464359,1215.30665420201
"v_13","grape-c","cn","rcp60",2060,71.513234,189.421152,272.723537,70.866156,389.596604045045
"v_13","grape-c","cn","rcp60",2061,73.883624,186.355745,213.311317,63.863406,313.488619307615
"v_13","grape-c","cn","rcp60",2062,74.068113,167.644187,847.829862,285.880653,980.823548646955
"v_13","grape-c","cn","rcp60",2063,75.468655,208.045592,197.747219,37.823755,77.9527022108184
"v_13","grape-c","cn","rcp60",2064,72.444373,213.159773,599.455625,171.822855,635.095365336993
"v_13","grape-c","cn","rcp60",2065,76.000019,201.823233,334.707238,82.431944,220.855863392706
"v_13","grape-c","cn","rcp60",2066,74.232333,199.294382,178.762952,32.894264,126.609826522528
"v_13","grape-c","cn","rcp60",2067,71.787097,284.729936,563.851618,164.115762,382.720567539524
"v_13","grape-c","cn","rcp60",2068,75.485891,141.850565,760.658208,226.040334,670.02063828306
"v_13","grape-c","cn","rcp60",2069,72.606536,192.727229,312.561092,125.748216,535.803666066641
"v_13","grape-c","cn","rcp60",2070,75.919203,217.991887,871.423442,331.839994,1067.25870559882
"v_13","grape-c","cn","rcp60",2071,76.600502,159.432022,1108.59017,507.931438,1463.92211421733
"v_13","grape-c","cn","rcp60",2072,76.140003,199.644645,708.811582,236.190508,529.683990015017
"v_13","grape-c","rn","rcp26",2014,63.980332,160.600579,92.163334,236.968026,457.005721143168
"v_13","grape-c","rn","rcp26",2015,61.983795,174.812747,178.511889,19.652159,75.715239695942
"v_13","grape-c","rn","rcp26",2016,64.917953,197.064478,254.070108,35.530127,119.011967790806
"v_13","grape-c","rn","rcp26",2017,65.383212,182.15599,627.837124,260.67357,740.620687743865
"v_13","grape-c","rn","rcp26",2018,64.733632,219.678285,986.28476,397.646829,907.216788561692
"v_13","grape-c","rn","rcp26",2019,63.897855,209.846633,164.851373,44.36192,252.599015425008
"v_13","grape-c","rn","rcp26",2020,65.150348,184.333459,319.528923,141.532523,697.306353724313
"v_13","grape-c","rn","rcp26",2021,61.025608,198.755225,454.121554,206.061693,292.38917113372
"v_13","grape-c","rn","rcp26",2022,64.987358,220.366811,580.321392,206.576925,549.010422969439
"v_13","grape-c","rn","rcp26",2023,66.993382,168.375755,934.969365,411.922268,1269.43787278761
"v_13","grape-c","rn","rcp26",2024,65.701606,178.770599,986.652859,523.324676,1435.95468329505
"v_13","grape-c","rn","rcp26",2025,65.908654,189.462816,665.828309,255.270323,647.097520661157
"v_13","grape-c","rn","rcp26",2026,65.522853,154.209788,401.011483,134.231344,763.396783986898
"v_13","grape-c","rn","rcp26",2027,65.229512,250.651471,501.483602,124.469004,493.936058716473
"v_13","grape-c","rn","rcp26",2028,66.220335,212.753272,595.665646,232.583845,526.647100078568
"v_13","grape-c","rn","rcp26",2029,64.962892,166.277863,344.888377,108.477978,266.54878207742
"v_13","grape-c","rn","rcp26",2030,67.755984,172.070755,561.406134,149.083267,385.715190898151
"v_13","grape-c","rn","rcp26",2031,67.229028,188.822332,305.666007,40.309914,130.294348539547
