"site_name","crop","management","climate_scenario","year","trans.yr","evap.yr","leach.yr","run.yr","sed.yr"
"a_12","almond-c","cn","rcp60",2064,123.556896,197.535254,251.663362,104.152649,78.9926225022362
"a_12","almond-c","cn","rcp60",2065,129.672813,184.793617,119.805351,41.659975,35.2951507124258
"a_12","almond-c","cn","rcp60",2066,118.491452,190.053042,14.128693,11.252433,12.9971283917395
"a_12","almond-c","cn","rcp60",2067,116.976005,239.391455,130.527852,68.910383,110.035762743922
"a_12","almond-c","cn","rcp60",2068,108.222562,144.5366,447.83931,122.847512,112.168516986828
"a_12","almond-c","cn","rcp60",2069,106.823293,191.892165,56.865774,54.172261,76.9106811124668
"a_12","almond-c","cn","rcp60",2070,133.129165,212.180368,335.405598,142.810277,127.876063757085
"a_12","almond-c","cn","rcp60",2071,102.264395,169.58347,639.637748,311.350833,304.893472558598
"a_12","almond-c","cn","rcp60",2072,104.495759,196.502573,326.208205,89.511753,99.6951637271771
"a_12","almond-c","rn","rcp26",2014,19.949966,179.760361,44.098451,97.63903,141.918990878448
"a_12","almond-c","rn","rcp26",2015,32.83634,181.531255,4.850698,17.566549,29.8723814929761
"a_12","almond-c","rn","rcp26",2016,33.745497,238.844368,16.89323,41.137068,83.8339455909984
"a_12","almond-c","rn","rcp26",2017,69.815524,205.614613,214.5203,198.387033,259.775857930921
"a_12","almond-c","rn","rcp26",2018,87.76922,202.609303,350.378583,293.694401,354.537623400256
"a_12","almond-c","rn","rcp26",2019,98.680225,191.442519,26.839652,29.523291,84.3142856583174
"a_12","almond-c","rn","rcp26",2020,102.910464,174.69612,25.110528,80.883077,69.2170534531621
"a_12","almond-c","rn","rcp26",2021,80.511333,194.272126,223.150622,133.115236,111.84523511296
"a_12","almond-c","rn","rcp26",2022,91.90164,212.889991,207.941606,125.280873,161.293017335053
"a_12","almond-c","rn","rcp26",2023,92.927707,182.454265,393.10399,321.483408,401.193693373467
"a_12","almond-c","rn","rcp26",2024,87.159462,174.278791,400.541081,311.091421,273.602239531765
"a_12","almond-c","rn","rcp26",2025,85.462659,190.135875,271.723374,173.53416,222.019117821785
"a_12","almond-c","rn","rcp26",2026,91.91503,165.439581,89.415032,83.962939,168.53191994266
"a_12","almond-c","rn","rcp26",2027,101.368003,203.828007,204.047644,87.448842,93.4148514351373
"a_12","almond-c","rn","rcp26",2028,95.323167,211.251513,219.465304,158.737402,134.996522439463
"a_12","almond-c","rn","rcp26",2029,83.322269,169.877094,162.098754,68.010087,84.0467519536146
"a_12","almond-c","rn","rcp26",2030,104.213242,186.187147,155.435355,92.665476,86.3175987154961
"a_12","almond-c","rn","rcp26",2031,100.29032,183.801888,60.05247,34.425273,37.0977056312705
"a_12","almond-c","rn","rcp26",2032,91.524751,182.405455,528.551135,372.842652,394.704106094893
"a_12","almond-c","rn","rcp26",2033,97.776184,223.821245,502.370788,234.692562,266.540372685782
"a_12","almond-c","rn","rcp26",2034,85.648032,185.315118,99.146464,53.469492,73.4396323636228
"a_12","almond-c","rn","rcp26",2035,109.720326,162.561265,107.954244,83.859885,89.1426535694124
"a_12","almond-c","rn","rcp26",2036,90.266558,204.926451,346.169121,190.399999,223.204123482696
"a_12","almond-c","rn","rcp26",2037,97.872174,218.21077,370.67446,150.188616,118.644843684515
"a_12","almond-c","rn","rcp26",2038,99.880631,256.328879,221.308352,146.356057,132.975773791392
"a_12","almond-c","rn","rcp26",2039,83.401106,226.43594,861.727529,624.226551,709.421721829018
"a_12","almond-c","rn","rcp26",2040,93.934078,205.581656,448.994347,288.530951,302.159877923525
"a_12","almond-c","rn","rcp26",2041,91.571877,242.784537,379.635335,179.971323,203.055926449304
"a_12","almond-c","rn","rcp26",2042,91.604384,229.042163,319.513895,171.545576,204.68515694179
"a_12","almond-c","rn","rcp26",2043,99.250954,195.644706,277.616513,123.937493,158.478469589648
"a_12","almond-c","rn","rcp26",2044,93.46697,188.924159,6.047867,1.5525,3.59822876680483
"a_12","almond-c","rn","rcp26",2045,90.987769,175.235508,182.924299,125.645693,106.69195875314
"a_12","almond-c","rn","rcp26",2046,113.183835,179.484738,72.749578,32.220339,39.2696457711201
"a_12","almond-c","rn","rcp26",2047,93.900477,162.208506,103.448945,81.395651,108.313987057383
"a_12","almond-c","rn","rcp26",2048,95.17246,183.479581,487.411384,287.881073,241.514336724965
"a_12","almond-c","rn","rcp26",2049,105.538929,156.440958,156.65329,72.797169,66.4285767563104
"a_12","almond-c","rn","rcp26",2050,110.892353,182.606546,84.494472,44.687078,29.4848558588828
"a_12","almond-c","rn","rcp26",2051,110.647626,186.43256,171.184124,69.790264,100.825752238805
"a_12","almond-c","rn","rcp26",2052,101.98147,212.652111,214.951702,91.427945,140.696325744721
"a_12","almond-c","rn","rcp26",2053,102.456699,214.58331,628.883216,264.301844,275.424848113965
"a_12","almond-c","rn","rcp26",2054,85.640563,187.141394,552.468889,294.100411,355.949157580603
"a_12","almond-c","rn","rcp26",2055,98.752859,141.325924,384.503774,168.610038,191.745500269686
"a_12","almond-c","rn","rcp26",2056,106.340925,183.825315,34.437079,24.793797,36.3771945885197
"a_12","almond-c","rn","rcp26",2057,118.175342,185.305803,346.119758,172.745286,128.586676775666
"a_12","almond-c","rn","rcp26",2058,88.642632,227.306034,139.542502,36.385322,45.7268766145269
"a_12","almond-c","rn","rcp26",2059,105.281991,166.894144,62.297015,52.524641,47.9791801539635
"a_12","almond-c","rn","rcp26",2060,103.863712,190.966492,159.771353,41.443559,93.4676387806315
"a_12","almond-c","rn","rcp26",2061,115.200502,242.161027,139.925274,61.232821,52.0595554144966
"a_12","almond-c","rn","rcp26",2062,95.074863,152.244099,443.262601,216.282841,204.562366388782
"a_12","almond-c","rn","rcp26",2063,109.31121,215.827063,112.955825,38.144952,32.3502187176773
"a_12","almond-c","rn","rcp26",2064,104.399306,214.193747,286.131471,113.654346,136.711034480406
"a_12","almond-c","rn","rcp26",2065,106.63797,243.103059,357.333883,145.543471,237.641165682597
"a_12","almond-c","rn","rcp26",2066,89.758884,208.217946,432.824615,167.332224,205.216687539744
"a_12","almond-c","rn","rcp26",2067,91.610243,231.782498,200.389368,56.405439,75.0910683878586
"a_12","almond-c","rn","rcp26",2068,104.618928,175.524675,215.400221,154.77055,98.6626081422038
"a_12","almond-c","rn","rcp26",2069,103.050509,173.119854,232.180135,49.098494,65.6026439125356
"a_12","almond-c","rn","rcp26",2070,109.47716,166.175267,103.196215,59.132423,41.4449061686682
"a_12","almond-c","rn","rcp26",2071,95.52224,189.187126,212.430624,56.457345,63.3986903578052
"a_12","almond-c","rn","rcp26",2072,109.140063,175.188523,263.098802,98.619563,93.556619986381
"a_12","almond-c","rn","rcp60",2014,21.077746,193.083723,47.3762,244.973753,295.190727405029
"a_12","almond-c","rn","rcp60",2015,34.62775,189.496069,161.537071,131.214698,145.138306328137
"a_12","almond-c","rn","rcp60",2016,38.127889,193.518798,588.719478,318.591446,442.662710951422
"a_12","almond-c","rn","rcp60",2017,57.601644,227.148448,473.761203,286.308428,392.163459563328
"a_12","almond-c","rn","rcp60",2018,83.22463,186.516025,440.260027,251.182925,361.60887567734
"a_12","almond-c","rn","rcp60",2019,80.347248,177.096232,268.057025,194.376784,283.970729746436
"a_12","almond-c","rn","rcp60",2020,87.041624,202.592547,63.803791,29.434917,32.6061819725091
"a_12","almond-c","rn","rcp60",2021,95.536874,206.031277,72.781731,61.546753,59.7145951751974
"a_12","almond-c","rn","rcp60",2022,90.076081,205.123787,372.193548,190.331116,272.882800709939
"a_12","almond-c","rn","rcp60",2023,94.042568,198.984304,258.622619,148.640847,136.092589355089
"a_12","almond-c","rn","rcp60",2024,83.354956,173.86992,234.926372,79.280533,99.4768336831757
"a_12","almond-c","rn","rcp60",2025,82.784571,181.223791,556.77053,422.686098,489.815141503079
"a_12","almond-c","rn","rcp60",2026,96.240347,184.885662,186.874701,74.683016,68.3295819951784
"a_12","almond-c","rn","rcp60",2027,102.449884,202.823196,3.96185,13.815651,19.4063270850507
"a_12","almond-c","rn","rcp60",2028,97.711744,250.572216,214.447538,113.093779,111.218993837227
"a_12","almond-c","rn","rcp60",2029,99.516812,184.388979,250.184798,115.011323,85.6892126750204
"a_12","almond-c","rn","rcp60",2030,90.763639,171.612911,35.327166,68.967366,73.2836564546036
"a_12","almond-c","rn","rcp60",2031,100.537854,197.925753,319.788254,264.318156,195.852693592356
"a_12","almond-c","rn","rcp60",2032,85.270357,184.84734,356.075691,223.086737,339.173808034375
"a_12","almond-c","rn","rcp60",2033,113.891857,169.051756,9.54347,29.57004,54.5808008500101
"a_12","almond-c","rn","rcp60",2034,107.449158,191.225617,46.233683,27.418682,33.8142755786659
"a_12","almond-c","rn","rcp60",2035,98.950194,180.922632,274.84151,149.595521,139.284251094853
"a_12","almond-c","rn","rcp60",2036,98.562059,215.097206,336.939677,175.819587,139.780520240689
"a_12","almond-c","rn","rcp60",2037,98.53678,185.034025,117.158152,48.46558,43.1059504203624
"a_12","almond-c","rn","rcp60",2038,97.457358,234.513435,355.442889,197.004913,172.846389703958
"a_12","almond-c","rn","rcp60",2039,100.055368,191.948268,3.436605,25.94657,32.972006380328
"a_12","almond-c","rn","rcp60",2040,112.005106,203.841966,18.307,8.473256,8.14278705349094
"a_12","almond-c","rn","rcp60",2041,95.778814,141.819221,460.105754,223.825396,214.904218661946
"a_12","almond-c","rn","rcp60",2042,117.368494,210.047547,19.282631,15.158743,22.1708057081546
"a_12","almond-c","rn","rcp60",2043,98.041673,166.930348,181.626183,90.310129,84.5112324721021
"a_12","almond-c","rn","rcp60",2044,91.584397,190.840338,381.66485,162.304853,205.045049046788
"a_12","almond-c","rn","rcp60",2045,102.046023,196.079752,177.988679,150.944358,151.013279610064
"a_12","almond-c","rn","rcp60",2046,100.538814,187.313302,427.249072,195.833519,268.9220684388
"a_12","almond-c","rn","rcp60",2047,98.704669,171.964434,204.243183,100.509923,134.465135690462
"a_12","almond-c","rn","rcp60",2048,108.718239,184.437901,25.333741,15.445492,11.0964236588765
"a_12","almond-c","rn","rcp60",2049,99.413919,193.03086,501.821698,248.637603,180.36867711606
"a_12","almond-c","rn","rcp60",2050,94.418171,224.168967,307.188788,174.749234,176.812227563511
"a_12","almond-c","rn","rcp60",2051,105.272129,232.489002,321.827349,116.991618,98.8207971078923
"a_12","almond-c","rn","rcp60",2052,96.991016,219.410757,201.150499,118.570337,119.816059919175
"a_12","almond-c","rn","rcp60",2053,103.300905,207.146525,452.691143,190.110126,200.254174802815
"a_12","almond-c","rn","rcp60",2054,106.307939,210.676012,163.482541,77.658931,50.0585353838878
"a_12","almond-c","rn","rcp60",2055,102.285012,202.892359,210.372512,72.700458,57.0921606927447
"a_12","almond-c","rn","rcp60",2056,82.873001,194.093914,304.263806,131.397836,132.215482082292
"a_12","almond-c","rn","rcp60",2057,97.993572,188.249412,95.341227,54.513167,40.7576569538182
"a_12","almond-c","rn","rcp60",2058,121.375296,178.808367,92.473811,32.997944,32.4411024644001
"a_12","almond-c","rn","rcp60",2059,102.771305,224.550211,324.556046,155.190589,178.639358857953
"a_12","almond-c","rn","rcp60",2060,98.349614,181.436499,128.821043,43.236261,89.3170180349992
"a_12","almond-c","rn","rcp60",2061,105.702979,165.677307,31.960938,24.345533,46.5378747296159
"a_12","almond-c","rn","rcp60",2062,99.224211,196.014766,355.553972,187.656079,268.768210171489
"a_12","almond-c","rn","rcp60",2063,96.988267,189.580247,84.355708,21.949716,16.9751603695178
"a_12","almond-c","rn","rcp60",2064,108.648503,207.894094,254.541802,113.609587,92.63582190658
"a_12","almond-c","rn","rcp60",2065,116.694768,194.834588,122.239047,46.824999,41.1244053207343
"a_12","almond-c","rn","rcp60",2066,97.610371,203.444092,16.388699,12.935934,16.6647418639963
"a_12","almond-c","rn","rcp60",2067,95.64955,255.740499,142.287775,78.26366,75.8360751367046
"a_12","almond-c","rn","rcp60",2068,104.192744,150.176229,430.325288,139.132746,134.09091202141
"a_12","almond-c","rn","rcp60",2069,93.412826,199.090274,58.512869,59.403514,84.0075107881062
"a_12","almond-c","rn","rcp60",2070,115.035083,223.887241,334.102632,159.28186,157.700683415449
"a_12","almond-c","rn","rcp60",2071,95.150246,175.309739,617.143942,340.830633,324.808898092591
"a_12","almond-c","rn","rcp60",2072,97.935418,202.390958,330.969824,102.306521,119.463451479156
"a_13","almond-c","cn","rcp26",2014,20.713479,203.913883,75.706918,236.968026,444.655008163033
"a_13","almond-c","cn","rcp26",2015,34.529215,203.877926,84.011928,46.58013,102.577785373916
"a_13","almond-c","cn","rcp26",2016,35.257915,239.733598,214.672852,91.561863,254.553080415714
"a_13","almond-c","cn","rcp26",2017,74.036423,208.305239,496.089708,408.190066,1008.37375049324
"a_13","almond-c","cn","rcp26",2018,93.015401,216.485748,837.148002,603.738196,1195.33338902405
"a_13","almond-c","cn","rcp26",2019,95.393447,215.614239,144.399023,84.778553,356.924270201957
"a_13","almond-c","cn","rcp26",2020,110.071602,192.897002,250.934801,208.611442,534.061524939097
"a_13","almond-c","cn","rcp26",2021,92.502261,191.022944,399.562682,283.947088,259.295257549641
"a_13","almond-c","cn","rcp26",2022,99.457397,220.846764,503.839757,309.120149,644.08832562572
"a_13","almond-c","cn","rcp26",2023,100.64798,182.784862,804.669207,579.487713,1308.18952989651
"a_13","almond-c","cn","rcp26",2024,93.781906,183.623511,891.525131,699.935577,972.204591533084
"a_13","almond-c","cn","rcp26",2025,97.367549,198.537433,596.60903,363.653765,706.905953098632
"a_13","almond-c","cn","rcp26",2026,103.754628,170.932289,344.889668,204.328214,608.265896424148
"a_13","almond-c","cn","rcp26",2027,104.060255,230.480835,482.70692,196.225497,275.692013924877
"a_13","almond-c","cn","rcp26",2028,98.062354,224.61026,534.587417,323.390702,409.948893313311
"a_13","almond-c","cn","rcp26",2029,92.920702,186.870514,335.049325,155.346962,289.922746999274
"a_13","almond-c","cn","rcp26",2030,111.35642,192.876853,450.736207,231.274428,396.781727414389
"a_13","almond-c","cn","rcp26",2031,104.624967,192.308297,267.575072,76.46538,163.774844657565
"a_13","almond-c","cn","rcp26",2032,102.91304,183.241242,1058.409316,715.589643,1144.67914909524
"a_13","almond-c","cn","rcp26",2033,100.814872,223.156987,1003.953271,444.863857,794.690611206653
"a_13","almond-c","cn","rcp26",2034,91.74641,189.992724,375.33312,133.69064,283.216633503611
"a_13","almond-c","cn","rcp26",2035,109.638996,178.85378,335.26682,154.660927,259.998917925683
"a_13","almond-c","cn","rcp26",2036,96.023672,210.464388,729.985354,349.814543,596.757177851243
"a_13","almond-c","cn","rcp26",2037,104.044197,211.277517,776.255753,262.935189,845.622551088353
"a_13","almond-c","cn","rcp26",2038,97.168769,273.939965,598.442151,306.629134,432.721052516142
"a_13","almond-c","cn","rcp26",2039,95.185528,236.846803,1552.141401,1161.64462,2075.6314059319
"a_13","almond-c","cn","rcp26",2040,103.162327,221.790532,987.840171,658.193257,1308.5179810285
"a_13","almond-c","cn","rcp26",2041,99.404944,231.788581,868.994418,413.455466,730.271006342052
"a_13","almond-c","cn","rcp26",2042,103.235225,239.733779,657.623491,308.855204,591.035254433696
"a_13","almond-c","cn","rcp26",2043,98.707341,189.751433,708.138007,228.968395,381.642240845765
"a_13","almond-c","cn","rcp26",2044,99.830939,211.718305,42.057668,9.403111,35.5600508981482
"a_13","almond-c","cn","rcp26",2045,94.15147,188.371258,536.875641,259.466402,454.847553006492
"a_13","almond-c","cn","rcp26",2046,122.315858,212.702185,269.661848,56.069266,93.7364045917194
"a_13","almond-c","cn","rcp26",2047,94.623214,173.064736,271.972253,209.075121,355.215829266162
"a_13","almond-c","cn","rcp26",2048,104.992269,230.639813,958.444351,589.852487,914.640558574639
"a_13","almond-c","cn","rcp26",2049,115.126307,176.584522,356.377232,145.441552,203.495379735388
"a_13","almond-c","cn","rcp26",2050,110.043881,182.427212,336.92425,89.447103,144.079868486796
"a_13","almond-c","cn","rcp26",2051,111.59457,190.324244,407.751203,119.147447,197.202945546722
"a_13","almond-c","cn","rcp26",2052,103.611493,225.921735,561.25195,188.837346,373.297472113518
"a_13","almond-c","cn","rcp26",2053,106.066294,211.075472,1215.044201,528.61552,863.094519615512
"a_13","almond-c","cn","rcp26",2054,94.106996,181.744106,1040.021752,563.976171,1183.08225763717
"a_13","almond-c","cn","rcp26",2055,103.12357,150.361819,747.914404,310.859201,526.266791792465
"a_13","almond-c","cn","rcp26",2056,112.78048,201.789725,222.558431,85.523011,212.122302001783
"a_13","almond-c","cn","rcp26",2057,116.022112,183.385241,801.097204,285.215148,371.113181045375
"a_13","almond-c","cn","rcp26",2058,95.594028,231.208326,392.548943,98.55696,194.560079159107
"a_13","almond-c","cn","rcp26",2059,112.517919,171.379696,279.098114,130.541449,212.443668488064
"a_13","almond-c","cn","rcp26",2060,109.011115,200.213203,413.265452,83.603564,296.572529251131
"a_13","almond-c","cn","rcp26",2061,107.262587,249.155781,470.268265,114.097784,200.486190687228
"a_13","almond-c","cn","rcp26",2062,97.194619,152.980822,841.850174,451.258404,1117.83036122694
"a_13","almond-c","cn","rcp26",2063,109.114093,233.755246,328.817489,77.919036,118.257391591504
"a_13","almond-c","cn","rcp26",2064,106.376111,218.400572,724.330747,217.31934,495.479640660297
"a_13","almond-c","cn","rcp26",2065,108.471925,246.742579,791.476827,277.216937,563.316504052867
"a_13","almond-c","cn","rcp26",2066,96.809705,202.960894,932.356917,359.587054,698.053582919162
"a_13","almond-c","cn","rcp26",2067,92.480676,228.277616,477.263259,97.787849,197.019713078066
"a_13","almond-c","cn","rcp26",2068,105.200742,192.843019,544.820117,294.129775,328.452183771096
"a_13","almond-c","cn","rcp26",2069,98.6662,177.304287,471.864348,87.0234,265.053897825077
"a_13","almond-c","cn","rcp26",2070,114.309331,180.874793,353.429298,143.014509,179.226665634632
"a_13","almond-c","cn","rcp26",2071,99.509061,205.279841,416.976555,121.428396,300.581402501843
"a_13","almond-c","cn","rcp26",2072,109.237629,183.93625,660.635799,207.323739,375.291429376165
"a_13","almond-c","cn","rcp60",2014,22.07353,201.563525,87.470181,499.328784,917.330006610893
"a_13","almond-c","cn","rcp60",2015,34.643639,209.576966,543.249266,335.343396,686.117602082291
"a_13","almond-c","cn","rcp60",2016,52.238468,192.473857,1137.219047,657.064542,1440.54359415155
"a_13","almond-c","cn","rcp60",2017,69.907407,211.495205,910.470205,535.431121,1009.2281832535
"a_13","almond-c","cn","rcp60",2018,93.721579,191.90715,852.614233,476.825413,1072.33861601445
"a_13","almond-c","cn","rcp60",2019,87.30033,186.905143,586.484349,443.153673,980.456454641503
"a_13","almond-c","cn","rcp60",2020,97.358219,213.706402,180.649578,66.268077,120.369660215459
"a_13","almond-c","cn","rcp60",2021,103.884254,200.650066,338.008374,160.695424,619.20543378474
"a_13","almond-c","cn","rcp60",2022,94.393311,202.168165,801.543983,390.17786,975.109925276978
"a_13","almond-c","cn","rcp60",2023,103.064041,205.491481,545.326969,264.547098,378.970194481651
"a_13","almond-c","cn","rcp60",2024,90.280308,192.737095,520.654731,175.864812,315.422781132292
"a_13","almond-c","cn","rcp60",2025,90.667557,190.677969,1109.816641,802.414151,1418.32125629803
"a_13","almond-c","cn","rcp60",2026,98.980571,197.728355,427.129317,145.440156,243.945162317046
"a_13","almond-c","cn","rcp60",2027,117.295587,214.480468,90.661375,47.521801,101.371082037985
"a_13","almond-c","cn","rcp60",2028,102.085344,232.441322,531.638066,169.935619,262.074863474967
"a_13","almond-c","cn","rcp60",2029,104.94998,186.529778,492.217186,189.776117,247.377715446812
"a_13","almond-c","cn","rcp60",2030,101.999407,183.060013,216.725636,141.216362,228.395137222039
"a_13","almond-c","cn","rcp60",2031,105.553887,204.24738,701.859025,527.623174,565.992037890385
"a_13","almond-c","cn","rcp60",2032,95.274937,179.715908,676.266971,405.363336,1086.21151182148
"a_13","almond-c","cn","rcp60",2033,120.195294,187.151876,168.254821,65.672088,168.479909742701
"a_13","almond-c","cn","rcp60",2034,115.095278,193.245123,238.51584,52.951676,93.0727955449789
"a_13","almond-c","cn","rcp60",2035,99.806668,184.245048,523.053629,248.175134,421.283777929298
"a_13","almond-c","cn","rcp60",2036,104.287023,220.257418,797.902131,376.817733,550.655264053415
"a_13","almond-c","cn","rcp60",2037,103.781954,198.127233,342.184526,102.093735,186.782683467351
"a_13","almond-c","cn","rcp60",2038,102.421611,251.979461,779.76533,362.143583,645.811386580385
"a_13","almond-c","cn","rcp60",2039,107.990367,208.235774,137.318641,58.87226,80.1873572883572
"a_13","almond-c","cn","rcp60",2040,115.758862,207.682287,196.647898,28.95307,46.1517224645653
"a_13","almond-c","cn","rcp60",2041,104.201265,152.175779,911.545178,456.45502,893.55410682613
"a_13","almond-c","cn","rcp60",2042,123.508422,233.034983,194.032347,44.579993,119.76852990848
"a_13","almond-c","cn","rcp60",2043,103.946443,168.738853,518.670263,230.655621,326.159207998956
"a_13","almond-c","cn","rcp60",2044,102.817768,186.76377,751.613907,335.922037,548.390727379572
"a_13","almond-c","cn","rcp60",2045,99.291494,198.957881,456.546117,281.854158,453.953788981505
"a_13","almond-c","cn","rcp60",2046,100.508051,186.615385,837.176245,367.685937,1061.64227637306
"a_13","almond-c","cn","rcp60",2047,106.164558,181.676549,441.277987,184.496681,302.782685639209
"a_13","almond-c","cn","rcp60",2048,117.756741,187.511602,170.255631,50.637902,95.6160646083598
"a_13","almond-c","cn","rcp60",2049,99.477332,196.357261,1073.920045,562.042831,749.788356653786
"a_13","almond-c","cn","rcp60",2050,105.468992,265.283957,734.05096,356.539051,820.443207048809
"a_13","almond-c","cn","rcp60",2051,104.06143,224.659798,695.817685,207.287844,444.417108602777
"a_13","almond-c","cn","rcp60",2052,106.715793,227.408487,512.571681,236.923692,321.320771397357
"a_13","almond-c","cn","rcp60",2053,109.856211,197.716659,929.283975,330.19621,730.585234623542
"a_13","almond-c","cn","rcp60",2054,110.118717,212.963642,393.984474,142.699164,181.936831849693
"a_13","almond-c","cn","rcp60",2055,106.83864,199.814077,529.433413,136.524795,194.289729334686
"a_13","almond-c","cn","rcp60",2056,93.590384,206.672142,642.234943,243.256294,364.748168410326
"a_13","almond-c","cn","rcp60",2057,98.472937,198.644765,275.996107,85.798877,236.261273565373
"a_13","almond-c","cn","rcp60",2058,120.725218,209.139885,256.907633,53.70192,92.6705181876097
"a_13","almond-c","cn","rcp60",2059,107.938644,235.609915,784.68977,374.548624,855.360479325171
"a_13","almond-c","cn","rcp60",2060,105.250466,197.933518,276.22363,90.182139,320.573677929075
"a_13","almond-c","cn","rcp60",2061,109.304075,182.595672,186.45212,72.823838,231.551648819831
"a_13","almond-c","cn","rcp60",2062,106.711333,182.301721,810.950959,324.162123,645.56651381617
"a_13","almond-c","cn","rcp60",2063,101.919789,230.804896,189.146365,43.958713,64.0807533175826
"a_13","almond-c","cn","rcp60",2064,117.476824,218.423479,563.474287,198.32287,466.404778371808
"a_13","almond-c","cn","rcp60",2065,117.165547,210.308835,300.361001,91.941574,156.259994716756
"a_13","almond-c","cn","rcp60",2066,110.096412,216.021309,148.832717,39.327094,78.5556265230067
"a_13","almond-c","cn","rcp60",2067,104.560246,272.889569,562.939839,181.300943,286.820974285034
"a_13","almond-c","cn","rcp60",2068,106.548507,159.192117,780.621962,247.551936,493.715191611514
"a_13","almond-c","cn","rcp60",2069,110.93366,207.27423,243.604761,135.854981,355.219183143524
"a_13","almond-c","cn","rcp60",2070,117.413411,236.085989,827.060725,358.564686,601.869180603657
"a_13","almond-c","cn","rcp60",2071,102.339023,175.025169,1095.779606,531.83135,942.300702691051
"a_13","almond-c","cn","rcp60",2072,109.050579,210.58733,687.466591,257.599232,336.381604452404
"a_13","almond-c","rn","rcp26",2014,20.713479,203.913883,75.706918,236.968026,444.655008163033
"a_13","almond-c","rn","rcp26",2015,34.529215,203.877926,84.011928,46.58013,102.577785373916
"a_13","almond-c","rn","rcp26",2016,35.257915,239.733598,214.672852,91.561863,254.553080415714
"a_13","almond-c","rn","rcp26",2017,74.036423,208.305239,496.089708,408.190066,1008.37375049324
"a_13","almond-c","rn","rcp26",2018,93.015401,216.485748,837.148002,603.738196,1195.33338902405
"a_13","almond-c","rn","rcp26",2019,95.393447,215.615959,144.398956,84.778487,356.924181953493
"a_13","almond-c","rn","rcp26",2020,91.902539,204.235574,258.340257,209.949268,601.248407891119
"a_13","almond-c","rn","rcp26",2021,82.123063,200.29122,401.377509,286.685789,289.027600158052
"a_13","almond-c","rn","rcp26",2022,97.179613,224.443459,503.57977,312.485907,672.347621849009
"a_13","almond-c","rn","rcp26",2023,95.33084,186.673044,802.914401,584.464834,1377.37879178984
"a_13","almond-c","rn","rcp26",2024,89.388498,187.431066,884.2832,705.33078,1019.74444173096
"a_13","almond-c","rn","rcp26",2025,95.885448,200.325927,592.83329,368.045874,729.23249392118
"a_13","almond-c","rn","rcp26",2026,95.846197,176.56728,347.92896,206.653749,652.325725739217
"a_13","almond-c","rn","rcp26",2027,95.376087,237.293316,486.021125,200.785629,296.676414887664
"a_13","almond-c","rn","rcp26",2028,90.830435,229.572134,533.711115,328.151409,445.747948871742
"a_13","almond-c","rn","rcp26",2029,91.267018,188.955234,330.453076,158.692079,301.376701048644
"a_13","almond-c","rn","rcp26",2030,107.211254,195.24768,454.377403,235.976686,340.378754130903
"a_13","almond-c","rn","rcp26",2031,98.481845,197.204673,269.684361,79.168129,172.790763742096
"a_13","almond-c","rn","rcp26",2032,100.383197,186.204598,1042.089341,727.133405,1186.50382679931
"a_13","almond-c","rn","rcp26",2033,99.760342,224.14454,1007.027734,454.422816,823.873266329924
"a_13","almond-c","rn","rcp26",2034,85.31082,193.654634,379.229571,137.113769,300.46193194517
"a_13","almond-c","rn","rcp26",2035,101.98164,183.985303,330.006236,158.455944,277.434835329572
"a_13","almond-c","rn","rcp26",2036,94.359642,212.625501,723.124524,357.870876,608.212082121735
"a_13","almond-c","rn","rcp26",2037,101.878525,212.41377,765.636976,270.744652,881.259236108421
"a_13","almond-c","rn","rcp26",2038,90.612476,278.231944,602.740479,312.9423,466.242143222116
"a_13","almond-c","rn","rcp26",2039,94.210276,238.738849,1547.845281,1181.475542,2131.09097628381
"a_13","almond-c","rn","rcp26",2040,101.324068,222.914583,977.578507,668.446465,1329.88974743618
"a_13","almond-c","rn","rcp26",2041,96.689473,233.258288,863.180431,421.912857,761.061986713515
"a_13","almond-c","rn","rcp26",2042,99.611106,242.995199,651.108642,315.733008,610.82410233615
"a_13","almond-c","rn","rcp26",2043,94.239858,192.386051,711.861887,234.90496,406.859213822752
"a_13","almond-c","rn","rcp26",2044,94.786439,216.260864,42.844229,9.904144,37.5912008833614
"a_13","almond-c","rn","rcp26",2045,89.591398,192.342971,539.581395,266.513582,476.865628175629
"a_13","almond-c","rn","rcp26",2046,111.124368,219.821899,274.573623,58.709604,105.177251079571
"a_13","almond-c","rn","rcp26",2047,88.099084,178.125194,270.951892,213.928968,372.342065145184
"a_13","almond-c","rn","rcp26",2048,101.54247,233.75847,954.027513,604.564618,965.801625623187
"a_13","almond-c","rn","rcp26",2049,111.844021,179.215435,358.933631,150.761517,213.406001167735
"a_13","almond-c","rn","rcp26",2050,94.90284,191.48249,339.511276,93.441474,160.241805954115
"a_13","almond-c","rn","rcp26",2051,106.87992,196.343724,403.590887,125.269466,212.779147489132
"a_13","almond-c","rn","rcp26",2052,100.195119,228.621742,551.163915,197.225477,397.709887359298
"a_13","almond-c","rn","rcp26",2053,100.641734,215.894075,1202.717988,548.437288,910.195792809256
"a_13","almond-c","rn","rcp26",2054,90.901267,184.434315,1018.005756,581.193004,1226.38068379267
"a_13","almond-c","rn","rcp26",2055,102.351607,150.786767,747.812345,321.55166,547.869017372486
"a_13","almond-c","rn","rcp26",2056,100.694075,208.345222,227.713934,89.075475,228.723877800954
